\P\	WorkOrderID	ProductID	OrderQty	StockedQty	ScrappedQty	StartDate	EndDate	DueDate	ScrapReasonID	ModifiedDate\
V	32002	812	3	3	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32003	813	7	7	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32004	816	2	2	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32005	818	4	4	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32006	819	3	3	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32007	820	7	7	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32008	822	1	1	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32009	824	2	2	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32010	826	4	4	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32011	827	3	3	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32012	828	7	7	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32013	833	1	1	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32014	834	1	1	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32015	838	1	1	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32016	840	3	3	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32017	894	16	16	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32018	945	16	16	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32019	950	16	16	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32020	994	7	7	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32021	995	2	2	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32022	996	7	7	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32023	3	160	160	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32024	324	32	32	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32025	327	16	16	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32026	328	4	4	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32027	329	28	28	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32028	398	16	16	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32029	399	16	16	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32030	400	8	8	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32031	401	24	24	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32032	529	16	16	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32033	532	64	64	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32034	533	16	16	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32035	534	16	16	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32036	802	4	4	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32037	803	3	3	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32038	804	9	9	0	2013-03-19 00:00:00	2013-03-31 00:00:00	2013-03-30 00:00:00		2013-03-31 00:00:00
V	32039	316	32	32	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32040	331	32	32	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32041	350	16	16	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32042	531	16	16	0	2013-03-19 00:00:00	2013-03-29 00:00:00	2013-03-30 00:00:00		2013-03-29 00:00:00
V	32043	768	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32044	781	2	2	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32045	782	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32046	784	2	2	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32047	789	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32048	791	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32049	792	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32050	796	2	2	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32051	516	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32052	517	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32053	519	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32054	680	2	2	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32055	706	1	1	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32056	718	1	1	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32057	720	1	1	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32058	736	1	1	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32059	742	2	2	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32060	746	2	2	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32061	747	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32062	806	11	11	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32063	810	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32064	811	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32065	813	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32066	816	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32067	818	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32068	820	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32069	824	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32070	826	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32071	828	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32072	894	11	11	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32073	945	11	11	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32074	950	11	11	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32075	994	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32076	995	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32077	996	5	5	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32078	3	110	110	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32079	324	22	22	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32080	327	11	11	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32081	328	10	10	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32082	329	12	12	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32083	398	11	11	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32084	399	11	11	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32085	400	2	2	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32086	401	20	20	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32087	529	11	11	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32088	532	44	44	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32089	533	11	11	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32090	534	11	11	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32091	802	1	1	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32092	804	10	10	0	2013-03-20 00:00:00	2013-03-31 00:00:00	2013-03-31 00:00:00		2013-03-31 00:00:00
V	32093	316	22	22	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32094	331	22	22	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32095	350	11	11	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32096	531	11	11	0	2013-03-20 00:00:00	2013-03-30 00:00:00	2013-03-31 00:00:00		2013-03-30 00:00:00
V	32097	761	1	1	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32098	765	1	1	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32099	769	1	1	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32100	780	1	1	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32101	784	1	1	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32102	789	1	1	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32103	793	1	1	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32104	516	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32105	517	3	3	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32106	519	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32107	718	1	1	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32108	722	1	1	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32109	730	1	1	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32110	737	1	1	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32111	739	1	1	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32112	746	1	1	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32113	806	7	7	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32114	810	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32115	811	3	3	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32116	813	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32117	816	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32118	818	3	3	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32119	820	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32120	824	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32121	826	3	3	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32122	828	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32123	838	1	1	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32124	894	7	7	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32125	945	7	7	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32126	950	7	7	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32127	994	3	3	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32128	995	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32129	996	2	2	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32130	3	70	70	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32131	324	14	14	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32132	327	7	7	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32133	328	4	4	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32134	329	10	10	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32135	398	7	7	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32136	399	7	7	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32137	400	6	6	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32138	401	8	8	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32139	529	7	7	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32140	532	28	28	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32141	533	7	7	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32142	534	7	7	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32143	802	3	3	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32144	804	4	4	0	2013-03-21 00:00:00	2013-04-04 00:00:00	2013-04-01 00:00:00		2013-04-04 00:00:00
V	32145	316	14	14	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32146	331	14	14	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32147	350	7	7	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32148	531	7	7	0	2013-03-21 00:00:00	2013-03-31 00:00:00	2013-04-01 00:00:00		2013-03-31 00:00:00
V	32149	759	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32150	762	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32151	766	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32152	779	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32153	780	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32154	782	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32155	784	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32156	796	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32157	801	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32158	516	4	4	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32159	517	3	3	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32160	518	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32161	519	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32162	680	1	1	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32163	723	1	1	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32164	725	1	1	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32165	728	1	1	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32166	739	1	1	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32167	746	1	1	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32168	747	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32169	748	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32170	806	9	9	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32171	810	4	4	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32172	811	3	3	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32173	812	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32174	813	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32175	816	4	4	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32176	818	3	3	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32177	819	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32178	820	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32179	824	4	4	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32180	826	3	3	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32181	827	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32182	828	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32183	836	1	1	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32184	894	9	9	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32185	945	9	9	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32186	950	9	9	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32187	994	4	4	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32188	995	4	4	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32189	996	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32190	3	90	90	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32191	324	18	18	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32192	327	9	9	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32193	328	8	8	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32194	329	10	10	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32195	398	9	9	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32196	399	9	9	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32197	400	6	6	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32198	401	12	12	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32199	529	9	9	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32200	532	36	36	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32201	533	9	9	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32202	534	9	9	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32203	802	3	3	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32204	803	1	1	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32205	804	5	5	0	2013-03-22 00:00:00	2013-04-02 00:00:00	2013-04-02 00:00:00		2013-04-02 00:00:00
V	32206	316	18	18	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32207	331	18	18	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32208	350	9	9	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32209	531	9	9	0	2013-03-22 00:00:00	2013-04-01 00:00:00	2013-04-02 00:00:00		2013-04-01 00:00:00
V	32210	759	1	1	0	2013-03-23 00:00:00	2013-04-08 00:00:00	2013-04-03 00:00:00		2013-04-08 00:00:00
V	32211	760	1	1	0	2013-03-23 00:00:00	2013-04-08 00:00:00	2013-04-03 00:00:00		2013-04-08 00:00:00
V	32212	764	1	1	0	2013-03-23 00:00:00	2013-04-08 00:00:00	2013-04-03 00:00:00		2013-04-08 00:00:00
V	32213	795	1	1	0	2013-03-23 00:00:00	2013-04-08 00:00:00	2013-04-03 00:00:00		2013-04-08 00:00:00
V	32214	799	1	1	0	2013-03-23 00:00:00	2013-04-08 00:00:00	2013-04-03 00:00:00		2013-04-08 00:00:00
V	32215	517	3	3	0	2013-03-23 00:00:00	2013-04-08 00:00:00	2013-04-03 00:00:00		2013-04-08 00:00:00
