\P\	Pos	VendorID\
V	203298	1658
V	203419	1536
V	203533	1568
V	203654	1648
V	203769	1646
V	203891	1672
V	204013	1600
V	204130	1522
V	204247	1570
V	204366	1516
V	204480	1506
V	204601	1626
V	204718	1542
V	204837	1610
V	204958	1638
V	205079	1582
V	205195	1510
V	205309	1526
V	205430	1644
V	205547	1680
V	205669	1584
V	205789	1620
V	205907	1666
V	206022	1592
V	206134	1618
V	206247	1612
V	206362	1586
V	206483	1500
V	206596	1656
V	206711	1572
V	206824	1562
V	206939	1662
V	207050	1682
V	207171	1686
V	207287	1684
V	207409	1534
V	207525	1614
V	207640	1588
V	207757	1622
V	207871	1632
V	207988	1608
V	208104	1576
V	208226	1590
V	208330	1514
V	208449	1498
V	208570	1674
V	208685	1652
V	208806	1578
V	208927	1538
V	209048	1556
V	209169	1554
V	209284	1688
V	209398	1580
V	209513	1496
V	209628	1494
V	209744	1650
V	209859	1654
V	209978	1664
V	210099	1678
V	210219	1616
V	210335	1492
V	210450	1602
V	210569	1540
V	210685	1628
V	210806	1604
V	210925	1690
V	211039	1566
V	211152	1698
V	211267	1560
V	211388	1692
V	211505	1696
V	211627	1504
V	211740	1544
V	211856	1530
V	211977	1508
V	212098	1694
V	212213	1624
V	212330	1548
V	212442	1598
V	212556	1658
V	212677	1536
V	212793	1568
V	212912	1648
V	213027	1646
V	213149	1672
V	213264	1600
V	213381	1522
V	213498	1570
V	213619	1516
V	213733	1506
V	213854	1626
V	213971	1542
V	214090	1610
V	214211	1638
V	214332	1582
V	214446	1510
V	214560	1526
V	214681	1644
V	214798	1680
V	214919	1584
V	215036	1620
V	215154	1666
V	215267	1592
V	215379	1618
V	215492	1612
V	215607	1586
V	215728	1500
V	215841	1656
V	215955	1572
V	216068	1562
V	216185	1662
V	216296	1682
V	216417	1686
V	216533	1684
V	216654	1534
V	216768	1614
V	216883	1588
V	217000	1622
V	217115	1632
V	217236	1608
V	217352	1576
V	217474	1590
V	217578	1514
V	217697	1498
V	217818	1674
V	217933	1652
V	218051	1578
V	218171	1538
V	218292	1556
V	218413	1554
V	218526	1688
V	218640	1580
V	218755	1496
V	218870	1494
V	218986	1650
V	219101	1654
V	219220	1664
V	219341	1678
V	219462	1616
V	219576	1492
V	219689	1602
V	219808	1540
V	219923	1628
V	220044	1604
V	220163	1690
V	220277	1566
V	220390	1698
V	220505	1560
V	220626	1692
V	220742	1696
V	220867	1504
V	220980	1544
V	221096	1530
V	221217	1508
V	221338	1694
V	221449	1624
V	221566	1548
V	221678	1598
V	221792	1658
V	221913	1536
V	222030	1568
V	222151	1648
V	222266	1646
V	222388	1672
V	222510	1600
V	222627	1522
V	222744	1570
V	222863	1516
V	222977	1506
V	223098	1626
V	223215	1542
V	223334	1610
V	223455	1638
V	223576	1582
V	223692	1510
V	223806	1526
V	223927	1644
V	224044	1680
V	224164	1584
V	224282	1620
V	224400	1666
V	224515	1592
V	224627	1618
V	224740	1612
V	224855	1586
V	224976	1500
V	225089	1656
V	225203	1572
V	225316	1562
V	225430	1662
V	225541	1682
V	225662	1686
V	225776	1684
V	225896	1534
V	226011	1614
V	226120	1588
V	226237	1622
V	226352	1632
V	226473	1608
V	226589	1576
V	226711	1590
V	226815	1514
V	226934	1498
V	227055	1674
V	227170	1652
V	227288	1578
V	227409	1538
V	227530	1556
V	227651	1554
V	227762	1688
V	227876	1580
V	227991	1496
V	228104	1494
V	228220	1650
V	228335	1654
V	228454	1664
V	228575	1678
V	228695	1616
V	228810	1492
V	228921	1602
V	229040	1540
V	229155	1628
V	229276	1604
V	229395	1690
V	229509	1566
V	229622	1698
V	229737	1560
V	229858	1692
V	229977	1696
V	230096	1504
V	230209	1544
V	230325	1530
V	230446	1508
V	230567	1694
V	230678	1624
V	230795	1548
V	230907	1598
V	231022	1658
V	231143	1536
V	231258	1568
V	231377	1648
V	231492	1646
V	231614	1672
V	231734	1600
V	231851	1522
V	231968	1570
V	232089	1516
V	232203	1506
V	232324	1626
V	232441	1542
V	232560	1610
V	232681	1638
V	232802	1582
V	232917	1510
V	233031	1526
V	233152	1644
V	233269	1680
V	233390	1584
V	233508	1620
V	233626	1666
V	233740	1592
V	233852	1618
V	233965	1612
V	234080	1586
V	234201	1500
V	234314	1656
V	234430	1572
V	234543	1562
V	234657	1662
V	234768	1682
V	234889	1686
V	235005	1684
V	235125	1534
V	235240	1614
V	235355	1588
V	235472	1622
V	235587	1632
V	235708	1608
V	235824	1576
V	235946	1590
V	236050	1514
V	236169	1498
V	236290	1674
V	236405	1652
V	236522	1578
V	236643	1538
V	236764	1556
V	236885	1554
V	237001	1688
V	237115	1580
V	237230	1496
V	237345	1494
V	237461	1650
V	237576	1654
V	237695	1664
V	237816	1678
V	237937	1616
V	238052	1492
V	238168	1602
V	238281	1540
V	238400	1628
V	238521	1604
V	238640	1690
V	238754	1566
V	238867	1698
V	238982	1560
V	239103	1692
V	239219	1696
V	239341	1504
V	239454	1544
V	239570	1530
V	239691	1508
V	239812	1694
V	239923	1624
V	240040	1548
V	240152	1598
V	240267	1658
V	240388	1536
V	240502	1568
V	240618	1648
V	240733	1646
V	240855	1672
V	240969	1600
V	241086	1522
V	241203	1570
V	241325	1516
V	241439	1506
V	241560	1626
V	241677	1542
V	241796	1610
V	241917	1638
V	242038	1582
V	242153	1510
V	242267	1526
V	242388	1644
V	242505	1680
V	242625	1584
V	242743	1620
V	242861	1666
V	242975	1592
V	243087	1618
V	243200	1612
V	243315	1586
V	243436	1500
V	243549	1656
V	243664	1572
V	243777	1562
V	243892	1662
V	244003	1682
V	244124	1686
V	244239	1684
V	244359	1534
V	244472	1614
V	244585	1588
V	244702	1622
V	244817	1632
V	244938	1608
V	245054	1576
V	245176	1590
V	245280	1514
V	245399	1498
V	245520	1674
V	245635	1652
V	245757	1578
V	245878	1538
V	245999	1556
V	246120	1554
V	246234	1688
V	246348	1580
V	246463	1496
V	246577	1494
V	246693	1650
V	246808	1654
V	246927	1664
V	247048	1678
V	247169	1616
V	247284	1492
V	247398	1602
V	247515	1540
V	247629	1628
V	247750	1604
V	247869	1690
V	247983	1566
V	248096	1698
V	248211	1560
V	248332	1692
V	248451	1696
V	248570	1504
V	248683	1544
V	248797	1530
V	248918	1508
V	249039	1694
V	249150	1624
V	249267	1548
V	249379	1598
V	249493	1658
V	249614	1536
V	249728	1568
V	249839	1648
V	249954	1646
V	250076	1672
V	250200	1600
V	250317	1522
V	250434	1570
V	250556	1516
V	250670	1506
V	250791	1626
V	250908	1542
V	251027	1610
V	251148	1638
V	251269	1582
V	251385	1510
V	251499	1526
V	251620	1644
V	251737	1680
V	251859	1584
V	251977	1620
V	252095	1666
V	252210	1592
V	252322	1618
V	252435	1612
V	252550	1586
V	252671	1500
V	252784	1656
V	252900	1572
V	253013	1562
V	253128	1662
V	253239	1682
V	253360	1686
V	253475	1684
V	253595	1534
V	253710	1614
V	253822	1588
V	253939	1622
V	254053	1632
V	254170	1608
V	254286	1576
V	254408	1590
V	254512	1514
V	254627	1498
V	254748	1674
V	254863	1652
V	254985	1578
V	255106	1538
V	255227	1556
V	255348	1554
V	255464	1688
V	255578	1580
V	255693	1496
V	255807	1494
V	255923	1650
V	256038	1654
V	256157	1664
V	256278	1678
V	256399	1616
V	256513	1492
V	256629	1602
V	256742	1540
V	256857	1628
V	256978	1604
V	257097	1690
V	257211	1566
V	257324	1698
V	257439	1560
V	257560	1692
V	257679	1696
V	257799	1504
V	257912	1544
V	258026	1530
V	258147	1508
V	258268	1694
V	258379	1624
V	258496	1548
V	258608	1598
V	258723	1658
V	258844	1536
V	258959	1568
V	259077	1648
V	259192	1646
V	259312	1672
V	259436	1600
V	259553	1522
V	259670	1570
V	259792	1516
V	259906	1506
V	260027	1626
V	260144	1542
V	260263	1610
V	260384	1638
V	260505	1582
V	260623	1510
V	260737	1526
V	260858	1644
V	260975	1680
V	261097	1584
V	261215	1620
V	261333	1666
V	261448	1592
V	261560	1618
V	261673	1612
V	261788	1586
V	261909	1500
V	262022	1656
V	262138	1572
V	262251	1562
V	262365	1662
V	262476	1682
V	262597	1686
V	262711	1684
V	262831	1534
V	262945	1614
V	263054	1588
V	263171	1622
V	263285	1632
V	263402	1608
V	263518	1576
V	263640	1590
V	263744	1514
V	263860	1498
V	263981	1674
V	264096	1652
V	264218	1578
V	264339	1538
V	264460	1556
V	264581	1554
V	264696	1688
V	264810	1580
V	264925	1496
V	265040	1494
V	265156	1650
V	265271	1654
V	265390	1664
V	265511	1678
V	265632	1616
V	265748	1492
V	265863	1602
V	265980	1540
V	266091	1628
V	266212	1604
V	266326	1690
V	266440	1566
V	266553	1698
V	266668	1560
V	266789	1692
V	266906	1696
V	267028	1504
V	267141	1544
V	267255	1530
V	267376	1508
V	267497	1694
V	267608	1624
V	267725	1548
V	267837	1598
V	267950	1658
V	268071	1536
V	268185	1568
V	268305	1648
V	268420	1646
V	268541	1672
V	268656	1600
V	268773	1522
V	268890	1570
V	269012	1516
V	269126	1506
V	269247	1626
V	269364	1542
V	269483	1610
V	269604	1638
V	269725	1582
V	269836	1510
V	269950	1526
V	270071	1644
V	270188	1680
V	270310	1584
V	270428	1620
V	270546	1666
V	270662	1592
V	270774	1618
V	270887	1612
V	271002	1586
V	271123	1500
V	271236	1656
V	271351	1572
V	271464	1562
V	271579	1662
V	271690	1682
V	271811	1686
V	271926	1684
V	272047	1534
V	272161	1614
V	272274	1588
V	272391	1622
V	272505	1632
V	272622	1608
V	272738	1576
V	272860	1590
V	272964	1514
V	273079	1498
V	273200	1674
V	273315	1652
V	273437	1578
V	273558	1538
V	273679	1556
V	273800	1554
V	273914	1688
V	274028	1580
V	274143	1496
V	274258	1494
V	274374	1650
V	274489	1654
V	274608	1664
V	274729	1678
V	274850	1616
V	274965	1492
V	275079	1602
V	275198	1540
V	275314	1628
V	275435	1604
V	275552	1690
V	275666	1566
V	275779	1698
V	275894	1560
V	276015	1692
V	276136	1696
V	276257	1504
V	276370	1544
V	276484	1530
V	276605	1508
V	276720	1694
V	276836	1624
V	276953	1548
V	277065	1598
V	277179	1658
V	277300	1536
V	277414	1568
V	277534	1648
V	277649	1646
V	277769	1672
V	277884	1600
V	278001	1522
V	278118	1570
V	278240	1516
V	278354	1506
V	278475	1626
V	278592	1542
V	278711	1610
V	278832	1638
V	278953	1582
V	279069	1510
V	279183	1526
V	279304	1644
V	279421	1680
V	279543	1584
V	279664	1620
V	279782	1666
V	279896	1592
V	280008	1618
V	280121	1612
V	280236	1586
V	280357	1500
V	280470	1656
V	280585	1572
V	280698	1562
V	280812	1662
V	280923	1682
V	281044	1686
V	281158	1684
V	281278	1534
V	281393	1614
V	281506	1588
V	281623	1622
V	281737	1632
V	281854	1608
V	281970	1576
V	282092	1590
V	282196	1514
V	282312	1498
V	282433	1674
V	282548	1652
V	282669	1578
V	282790	1538
V	282911	1556
V	283032	1554
V	283148	1688
V	283262	1580
V	283377	1496
V	283493	1494
V	283609	1650
V	283724	1654
V	283843	1664
V	283964	1678
V	284085	1616
V	284199	1492
V	284315	1602
V	284434	1540
V	284549	1628
V	284670	1604
V	284784	1690
V	284898	1566
V	285011	1698
V	285126	1560
V	285247	1692
V	285368	1696
V	285489	1504
V	285602	1544
V	285718	1530
V	285839	1508
V	285960	1694
V	286075	1624
V	286192	1548
V	286304	1598
V	286418	1658
V	286539	1536
V	286654	1568
V	286770	1648
V	286885	1646
V	287006	1672
V	287120	1600
V	287237	1522
V	287354	1570
V	287476	1516
V	287590	1506
V	287711	1626
V	287828	1542
V	287947	1610
V	288068	1638
V	288189	1582
V	288303	1510
V	288417	1526
V	288538	1644
V	288655	1680
V	288777	1584
V	288898	1620
V	289016	1666
V	289131	1592
V	289243	1618
V	289356	1612
V	289471	1586
V	289592	1500
V	289705	1656
V	289824	1572
V	289937	1562
V	290051	1662
V	290162	1682
V	290283	1686
V	290395	1684
V	290516	1534
V	290631	1614
V	290741	1588
V	290858	1622
V	290975	1632
V	291092	1608
V	291208	1576
V	291330	1590
V	291434	1514
V	291553	1498
V	291674	1674
V	291789	1652
V	291907	1578
V	292027	1538
V	292148	1556
V	292269	1554
V	292384	1688
V	292498	1580
V	292613	1496
V	292727	1494
V	292843	1650
V	292958	1654
V	293077	1664
V	293198	1678
V	293319	1616
V	293433	1492
V	293548	1602
V	293667	1540
V	293783	1628
V	293904	1604
V	294021	1690
V	294135	1566
V	294248	1698
V	294363	1560
V	294484	1692
V	294605	1696
V	294728	1504
V	294841	1544
V	294957	1530
V	295078	1508
V	295193	1694
V	295309	1624
V	295426	1548
V	295538	1598
V	295655	1658
V	295776	1536
V	295890	1568
V	296011	1648
V	296126	1646
V	296248	1672
V	296370	1600
V	296487	1522
V	296604	1570
V	296723	1516
V	296837	1506
V	296958	1626
V	297075	1542
V	297194	1610
V	297315	1638
V	297436	1582
V	297552	1510
V	297666	1526
V	297787	1644
V	297904	1680
V	298026	1584
V	298146	1620
V	298264	1666
V	298379	1592
V	298491	1618
V	298604	1612
V	298719	1586
V	298840	1500
V	298953	1656
V	299068	1572
V	299181	1562
V	299296	1662
V	299407	1682
V	299528	1686
V	299644	1684
V	299766	1534
V	299882	1614
V	299997	1588
V	300114	1622
V	300228	1632
V	300345	1608
V	300461	1576
V	300583	1590
V	300687	1514
V	300806	1498
V	300927	1674
V	301042	1652
V	301163	1578
V	301284	1538
V	301405	1556
V	301526	1554
V	301641	1688
V	301755	1580
V	301870	1496
V	301985	1494
V	302101	1650
V	302216	1654
V	302335	1664
V	302456	1678
V	302576	1616
V	302690	1492
V	302805	1602
V	302924	1540
V	303040	1628
V	303161	1604
V	303280	1690
V	303394	1566
V	303507	1698
V	303622	1560
V	303743	1692
V	303860	1696
V	303982	1504
V	304095	1544
V	304211	1530
V	304332	1508
V	304453	1694
V	304568	1624
V	304685	1548
V	304797	1598
V	304911	1658
V	305032	1536
V	305148	1568
V	305267	1648
V	305382	1646
V	305504	1672
V	305619	1600
V	305736	1522
V	305853	1570
V	305974	1516
V	306088	1506
V	306209	1626
V	306326	1542
V	306445	1610
V	306566	1638
V	306687	1582
V	306801	1510
V	306915	1526
V	307036	1644
V	307153	1680
V	307274	1584
V	307391	1620
V	307509	1666
V	307622	1592
V	307734	1618
V	307847	1612
V	307962	1586
V	308083	1500
V	308196	1656
V	308310	1572
V	308423	1562
V	308540	1662
V	308651	1682
V	308772	1686
V	308888	1684
V	309009	1534
V	309123	1614
V	309238	1588
V	309355	1622
V	309470	1632
V	309591	1608
V	309707	1576
V	309829	1590
V	309933	1514
V	310052	1498
V	310173	1674
V	310288	1652
V	310406	1578
V	310526	1538
V	310647	1556
V	310768	1554
V	310881	1688
V	310995	1580
V	311110	1496
V	311225	1494
V	311341	1650
V	311456	1654
V	311575	1664
V	311696	1678
V	311817	1616
V	311931	1492
V	312044	1602
V	312163	1540
V	312278	1628
V	312399	1604
V	312518	1690
V	312632	1566
V	312745	1698
V	312860	1560
V	312981	1692
V	313097	1696
V	313222	1504
V	313335	1544
V	313451	1530
V	313572	1508
V	313693	1694
V	313804	1624
V	313921	1548
V	314033	1598
V	314147	1658
V	314268	1536
V	314385	1568
V	314506	1648
V	314621	1646
V	314743	1672
V	314865	1600
V	314982	1522
V	315099	1570
V	315218	1516
V	315332	1506
V	315453	1626
V	315570	1542
V	315689	1610
V	315810	1638
V	315931	1582
V	316047	1510
V	316161	1526
V	316282	1644
V	316399	1680
V	316519	1584
V	316637	1620
V	316755	1666
V	316870	1592
V	316982	1618
V	317095	1612
V	317210	1586
V	317331	1500
V	317444	1656
V	317558	1572
V	317671	1562
V	317785	1662
V	317896	1682
V	318017	1686
V	318131	1684
V	318251	1534
V	318366	1614
V	318475	1588
V	318592	1622
V	318707	1632
V	318828	1608
V	318944	1576
V	319066	1590
V	319170	1514
V	319289	1498
V	319410	1674
V	319525	1652
V	319643	1578
V	319764	1538
V	319885	1556
V	320006	1554
V	320117	1688
V	320231	1580
V	320346	1496
V	320459	1494
V	320575	1650
V	320690	1654
V	320809	1664
V	320930	1678
V	321050	1616
V	321165	1492
V	321276	1602
V	321395	1540
V	321510	1628
V	321631	1604
V	321750	1690
V	321864	1566
V	321977	1698
V	322092	1560
V	322213	1692
V	322332	1696
V	322451	1504
V	322564	1544
V	322680	1530
V	322801	1508
V	322922	1694
V	323033	1624
V	323150	1548
V	323262	1598
V	323377	1658
V	323498	1536
V	323613	1568
V	323732	1648
V	323847	1646
V	323969	1672
V	324089	1600
V	324206	1522
V	324323	1570
V	324444	1516
V	324558	1506
V	324679	1626
V	324796	1542
V	324915	1610
V	325036	1638
V	325157	1582
V	325272	1510
V	325386	1526
V	325507	1644
V	325624	1680
V	325745	1584
V	325863	1620
V	325981	1666
V	326095	1592
V	326207	1618
V	326320	1612
V	326435	1586
V	326556	1500
V	326669	1656
V	326785	1572
V	326898	1562
V	327012	1662
V	327123	1682
V	327244	1686
V	327360	1684
V	327480	1534
V	327595	1614
V	327710	1588
V	327827	1622
V	327942	1632
V	328063	1608
V	328179	1576
V	328301	1590
V	328405	1514
V	328524	1498
V	328645	1674
V	328760	1652
V	328877	1578
V	328998	1538
V	329119	1556
V	329240	1554
V	329356	1688
V	329470	1580
V	329585	1496
V	329700	1494
V	329816	1650
V	329931	1654
V	330050	1664
V	330171	1678
V	330292	1616
V	330407	1492
V	330523	1602
V	330636	1540
V	330755	1628
V	330876	1604
V	330995	1690
V	331109	1566
V	331222	1698
V	331337	1560
V	331458	1692
V	331574	1696
V	331696	1504
V	331809	1544
V	331925	1530
V	332046	1508
V	332167	1694
V	332278	1624
V	332395	1548
V	332507	1598
V	332622	1658
V	332743	1536
V	332857	1568
V	332973	1648
V	333088	1646
V	333210	1672
V	333324	1600
V	333441	1522
V	333558	1570
V	333680	1516
V	333794	1506
V	333915	1626
V	334032	1542
V	334151	1610
V	334272	1638
V	334393	1582
V	334508	1510
V	334622	1526
V	334743	1644
V	334860	1680
V	334980	1584
V	335098	1620
V	335216	1666
V	335330	1592
V	335442	1618
V	335555	1612
V	335670	1586
V	335791	1500
V	335904	1656
V	336019	1572
V	336132	1562
V	336247	1662
V	336358	1682
V	336479	1686
V	336594	1684
V	336714	1534
V	336827	1614
V	336940	1588
V	337057	1622
V	337172	1632
V	337293	1608
V	337409	1576
V	337531	1590
V	337635	1514
V	337754	1498
V	337875	1674
V	337990	1652
V	338112	1578
V	338233	1538
V	338354	1556
V	338475	1554
V	338589	1688
V	338703	1580
V	338818	1496
V	338932	1494
V	339048	1650
V	339163	1654
V	339282	1664
V	339403	1678
V	339524	1616
V	339639	1492
V	339753	1602
V	339870	1540
V	339984	1628
V	340105	1604
V	340224	1690
V	340338	1566
V	340451	1698
V	340566	1560
V	340687	1692
V	340806	1696
V	340925	1504
V	341038	1544
V	341152	1530
V	341273	1508
V	341394	1694
V	341505	1624
V	341622	1548
V	341734	1598
V	341848	1658
V	341969	1536
V	342083	1568
V	342194	1648
V	342309	1646
V	342431	1672
V	342555	1600
V	342672	1522
V	342789	1570
V	342911	1516
V	343025	1506
V	343146	1626
V	343263	1542
V	343382	1610
V	343503	1638
V	343624	1582
V	343740	1510
V	343854	1526
V	343975	1644
V	344092	1680
V	344214	1584
V	344332	1620
V	344450	1666
V	344565	1592
V	344677	1618
V	344790	1612
V	344905	1586
V	345026	1500
V	345139	1656
V	345255	1572
V	345368	1562
V	345483	1662
V	345594	1682
V	345715	1686
V	345830	1684
V	345950	1534
V	346065	1614
V	346177	1588
V	346294	1622
V	346408	1632
V	346525	1608
V	346641	1576
V	346763	1590
V	346867	1514
V	346982	1498
V	347103	1674
V	347218	1652
V	347340	1578
V	347461	1538
V	347582	1556
V	347703	1554
V	347819	1688
V	347933	1580
V	348048	1496
V	348162	1494
V	348278	1650
V	348393	1654
V	348512	1664
V	348633	1678
V	348754	1616
V	348868	1492
V	348984	1602
V	349097	1540
V	349212	1628
V	349333	1604
V	349452	1690
V	349566	1566
V	349679	1698
V	349794	1560
V	349915	1692
V	350034	1696
V	350154	1504
V	350267	1544
V	350381	1530
V	350502	1508
V	350623	1694
V	350734	1624
V	350851	1548
V	350963	1598
V	351078	1658
V	351199	1536
V	351314	1568
V	351432	1648
V	351547	1646
V	351667	1672
V	351791	1600
V	351908	1522
V	352025	1570
V	352147	1516
V	352261	1506
V	352382	1626
V	352499	1542
V	352618	1610
V	352739	1638
V	352860	1582
V	352978	1510
V	353092	1526
V	353213	1644
V	353330	1680
V	353452	1584
V	353570	1620
V	353688	1666
V	353803	1592
V	353915	1618
V	354028	1612
V	354143	1586
V	354264	1500
V	354377	1656
V	354493	1572
V	354606	1562
V	354720	1662
V	354831	1682
V	354952	1686
V	355066	1684
V	355186	1534
V	355300	1614
V	355409	1588
V	355526	1622
V	355640	1632
V	355757	1608
V	355873	1576
V	355995	1590
V	356099	1514
V	356215	1498
V	356336	1674
V	356451	1652
V	356573	1578
V	356694	1538
V	356815	1556
V	356936	1554
V	357051	1688
V	357165	1580
V	357280	1496
V	357395	1494
V	357511	1650
V	357626	1654
V	357745	1664
V	357866	1678
V	357987	1616
V	358103	1492
V	358218	1602
V	358335	1540
V	358446	1628
V	358567	1604
V	358681	1690
V	358795	1566
V	358908	1698
V	359023	1560
V	359144	1692
V	359261	1696
V	359383	1504
V	359496	1544
V	359610	1530
V	359731	1508
V	359852	1694
V	359963	1624
V	360080	1548
V	360192	1598
V	360305	1658
V	360426	1536
V	360540	1568
V	360660	1648
V	360775	1646
V	360896	1672
V	361011	1600
V	361128	1522
V	361245	1570
V	361367	1516
V	361481	1506
V	361602	1626
V	361719	1542
V	361838	1610
V	361959	1638
V	362080	1582
V	362191	1510
V	362305	1526
V	362426	1644
V	362543	1680
V	362665	1584
V	362783	1620
V	362901	1666
V	363017	1592
V	363129	1618
V	363242	1612
V	363357	1586
V	363478	1500
V	363591	1656
V	363706	1572
V	363819	1562
V	363934	1662
V	364045	1682
V	364166	1686
V	364281	1684
V	364402	1534
V	364516	1614
V	364629	1588
V	364746	1622
V	364860	1632
V	364977	1608
V	365093	1576
V	365215	1590
V	365319	1514
V	365434	1498
V	365555	1674
V	365670	1652
V	365792	1578
V	365913	1538
V	366034	1556
V	366155	1554
V	366269	1688
V	366383	1580
V	366498	1496
V	366613	1494
V	366729	1650
V	366844	1654
V	366963	1664
V	367084	1678
V	367205	1616
V	367320	1492
V	367434	1602
V	367553	1540
V	367669	1628
V	367790	1604
V	367907	1690
V	368021	1566
V	368134	1698
V	368249	1560
V	368370	1692
V	368491	1696
V	368612	1504
V	368725	1544
V	368839	1530
V	368960	1508
V	369075	1694
V	369191	1624
V	369308	1548
V	369420	1598
V	369534	1658
V	369655	1536
V	369769	1568
V	369889	1648
V	370004	1646
V	370124	1672
V	370239	1600
V	370356	1522
V	370473	1570
V	370595	1516
V	370709	1506
V	370830	1626
V	370947	1542
V	371066	1610
V	371187	1638
V	371308	1582
V	371424	1510
V	371538	1526
V	371659	1644
V	371776	1680
V	371898	1584
V	372019	1620
V	372137	1666
V	372251	1592
V	372363	1618
V	372476	1612
V	372591	1586
V	372712	1500
V	372825	1656
V	372940	1572
V	373053	1562
V	373167	1662
V	373278	1682
V	373399	1686
V	373513	1684
V	373633	1534
V	373748	1614
V	373861	1588
V	373978	1622
V	374092	1632
V	374209	1608
V	374325	1576
V	374447	1590
V	374551	1514
V	374667	1498
V	374788	1674
V	374903	1652
V	375024	1578
V	375145	1538
V	375266	1556
V	375387	1554
V	375503	1688
V	375617	1580
V	375732	1496
V	375848	1494
V	375964	1650
V	376079	1654
V	376198	1664
V	376319	1678
V	376440	1616
V	376554	1492
V	376670	1602
V	376789	1540
V	376904	1628
V	377025	1604
V	377139	1690
V	377253	1566
V	377366	1698
V	377481	1560
V	377602	1692
V	377723	1696
V	377844	1504
V	377957	1544
V	378073	1530
V	378194	1508
V	378315	1694
V	378430	1624
V	378547	1548
V	378659	1598
V	378773	1658
V	378894	1536
V	379009	1568
V	379125	1648
V	379240	1646
V	379361	1672
V	379475	1600
V	379592	1522
V	379709	1570
V	379831	1516
V	379945	1506
V	380066	1626
V	380183	1542
V	380302	1610
V	380423	1638
V	380544	1582
V	380658	1510
V	380772	1526
V	380893	1644
V	381010	1680
V	381132	1584
V	381253	1620
V	381371	1666
V	381486	1592
V	381598	1618
V	381711	1612
V	381826	1586
V	381947	1500
V	382060	1656
V	382179	1572
V	382292	1562
V	382406	1662
V	382517	1682
V	382638	1686
V	382750	1684
V	382871	1534
V	382986	1614
V	383096	1588
V	383213	1622
V	383330	1632
V	383447	1608
V	383563	1576
V	383685	1590
V	383789	1514
V	383908	1498
V	384029	1674
V	384144	1652
V	384262	1578
V	384382	1538
V	384503	1556
V	384624	1554
V	384739	1688
V	384853	1580
V	384968	1496
V	385082	1494
V	385198	1650
V	385313	1654
V	385432	1664
V	385553	1678
V	385674	1616
V	385788	1492
V	385903	1602
V	386022	1540
V	386138	1628
V	386259	1604
V	386376	1690
V	386490	1566
V	386603	1698
V	386718	1560
V	386839	1692
V	386960	1696
V	387083	1504
V	387196	1544
V	387312	1530
V	387433	1508
V	387548	1694
V	387664	1624
V	387781	1548
V	387893	1598
V	388010	1658
V	388131	1536
V	388245	1568
V	388366	1648
V	388481	1646
V	388603	1672
V	388725	1600
V	388842	1522
V	388959	1570
V	389078	1516
V	389192	1506
V	389313	1626
V	389430	1542
V	389549	1610
V	389670	1638
V	389791	1582
V	389907	1510
V	390021	1526
V	390142	1644
V	390259	1680
V	390381	1584
V	390501	1620
V	390619	1666
V	390734	1592
V	390846	1618
V	390959	1612
V	391074	1586
V	391195	1500
V	391308	1656
V	391423	1572
V	391536	1562
V	391651	1662
V	391762	1682
V	391883	1686
V	391999	1684
V	392121	1534
V	392237	1614
V	392352	1588
V	392469	1622
V	392583	1632
V	392700	1608
V	392816	1576
V	392938	1590
V	393042	1514
V	393161	1498
V	393282	1674
V	393397	1652
V	393518	1578
V	393639	1538
V	393760	1556
V	393881	1554
V	393996	1688
V	394110	1580
V	394225	1496
V	394340	1494
V	394456	1650
V	394571	1654
V	394690	1664
V	394811	1678
V	394931	1616
V	395045	1492
V	395160	1602
V	395279	1540
V	395395	1628
V	395516	1604
V	395635	1690
V	395749	1566
V	395862	1698
V	395977	1560
V	396098	1692
V	396215	1696
V	396337	1504
V	396450	1544
V	396566	1530
V	396687	1508
V	396808	1694
V	396923	1624
V	397040	1548
V	397152	1598
V	397266	1658
V	397387	1536
V	397503	1568
V	397622	1648
V	397737	1646
V	397859	1672
V	397974	1600
V	398091	1522
V	398208	1570
V	398329	1516
V	398443	1506
V	398564	1626
V	398681	1542
V	398800	1610
V	398921	1638
V	399042	1582
V	399156	1510
V	399270	1526
V	399391	1644
V	399508	1680
V	399629	1584
V	399746	1620
V	399864	1666
V	399977	1592
V	400089	1618
V	400202	1612
V	400317	1586
V	400438	1500
V	400551	1656
V	400665	1572
V	400778	1562
V	400895	1662
V	401006	1682
V	401127	1686
V	401243	1684
V	401364	1534
V	401478	1614
V	401593	1588
V	401710	1622
V	401825	1632
V	401946	1608
V	402062	1576
V	402184	1590
V	402288	1514
V	402407	1498
V	402528	1674
V	402643	1652
V	402761	1578
V	402881	1538
V	403002	1556
V	403123	1554
V	403236	1688
V	403350	1580
V	403465	1496
V	403580	1494
V	403696	1650
V	403811	1654
V	403930	1664
V	404051	1678
V	404172	1616
V	404286	1492
V	404399	1602
V	404518	1540
V	404633	1628
V	404754	1604
V	404873	1690
V	404987	1566
V	405100	1698
V	405215	1560
V	405336	1692
V	405452	1696
V	405577	1504
V	405690	1544
V	405806	1530
V	405927	1508
V	406048	1694
V	406159	1624
V	406276	1548
V	406388	1598
V	406502	1658
V	406623	1536
V	406740	1568
V	406861	1648
V	406976	1646
V	407098	1672
V	407220	1600
V	407337	1522
V	407454	1570
V	407573	1516
