\P\	PurchaseOrderID	RevisionNumber	Status	EmployeeID	VendorID	ShipMethodID	OrderDate	ShipDate	SubTotal	TaxAmt	Freight	TotalDue	ModifiedDate\
V	661	4	4	250	1622	5	2013-08-22 00:00:00	2013-08-31 00:00:00	557.487	44.599	13.9372	616.0232	2013-08-31 00:00:00
V	662	4	4	254	1632	5	2013-08-22 00:00:00	2013-08-31 00:00:00	38421.075	3073.686	960.5269	42455.2879	2013-08-31 00:00:00
V	663	4	4	257	1608	5	2013-08-22 00:00:00	2013-08-31 00:00:00	5948.25	475.86	148.7063	6572.8163	2013-08-31 00:00:00
V	664	4	3	261	1576	5	2013-08-22 00:00:00	2013-08-31 00:00:00	91117.95	7289.436	2277.9488	100685.3348	2013-08-31 00:00:00
V	665	4	4	251	1590	1	2013-08-22 00:00:00	2013-08-31 00:00:00	525	42	13.125	580.125	2013-08-31 00:00:00
V	666	4	4	253	1514	5	2013-08-22 00:00:00	2013-08-31 00:00:00	2003.6835	160.2947	50.0921	2214.0703	2013-08-31 00:00:00
V	667	4	4	255	1498	4	2013-08-22 00:00:00	2013-08-31 00:00:00	26455.275	2116.422	661.3819	29233.0789	2013-08-31 00:00:00
V	668	4	4	256	1674	2	2013-08-22 00:00:00	2013-08-31 00:00:00	944.37	75.5496	23.6093	1043.5289	2013-08-31 00:00:00
V	669	4	4	259	1652	1	2013-08-22 00:00:00	2013-08-31 00:00:00	6993.525	559.482	174.8381	7727.8451	2013-08-31 00:00:00
V	670	4	4	260	1578	3	2013-08-22 00:00:00	2013-08-31 00:00:00	62843.55	5027.484	1571.0888	69442.1228	2013-08-31 00:00:00
V	671	4	4	258	1538	5	2013-08-22 00:00:00	2013-08-31 00:00:00	37843.575	3027.486	946.0894	41817.1504	2013-08-31 00:00:00
V	672	4	4	254	1556	4	2013-08-22 00:00:00	2013-08-31 00:00:00	25531.275	2042.502	638.2819	28212.0589	2013-08-31 00:00:00
V	673	4	4	257	1554	4	2013-08-25 00:00:00	2013-09-03 00:00:00	358.6275	28.6902	8.9657	396.2834	2013-09-03 00:00:00
V	674	4	3	261	1688	4	2013-08-25 00:00:00	2013-09-03 00:00:00	125.748	10.0598	3.1437	138.9515	2013-09-03 00:00:00
V	675	4	4	251	1580	5	2013-08-25 00:00:00	2013-09-03 00:00:00	150.7905	12.0632	3.7698	166.6235	2013-09-03 00:00:00
V	676	4	4	253	1496	5	2013-08-25 00:00:00	2013-09-03 00:00:00	534.807	42.7846	13.3702	590.9618	2013-09-03 00:00:00
V	677	4	4	255	1494	2	2013-08-25 00:00:00	2013-09-03 00:00:00	8847.3	707.784	221.1825	9776.2665	2013-09-03 00:00:00
V	678	4	4	256	1650	5	2013-08-25 00:00:00	2013-09-03 00:00:00	171.0765	13.6861	4.2769	189.0395	2013-09-03 00:00:00
V	679	4	4	252	1654	4	2013-08-25 00:00:00	2013-09-03 00:00:00	20397.3	1631.784	509.9325	22539.0165	2013-09-03 00:00:00
V	680	4	4	260	1664	3	2013-08-25 00:00:00	2013-09-03 00:00:00	14628.075	1170.246	365.7019	16164.0229	2013-09-03 00:00:00
V	681	4	4	258	1678	4	2013-08-25 00:00:00	2013-09-03 00:00:00	25334.925	2026.794	633.3731	27995.0921	2013-09-03 00:00:00
V	682	4	4	254	1616	5	2013-08-25 00:00:00	2013-09-03 00:00:00	278.523	22.2818	6.9631	307.7679	2013-09-03 00:00:00
V	683	4	4	257	1492	4	2013-08-25 00:00:00	2013-09-03 00:00:00	358.6275	28.6902	8.9657	396.2834	2013-09-03 00:00:00
V	684	4	3	261	1602	5	2013-08-25 00:00:00	2013-09-03 00:00:00	270.8055	21.6644	6.7701	299.24	2013-09-03 00:00:00
V	685	4	4	250	1540	4	2013-08-25 00:00:00	2013-09-03 00:00:00	2421.1215	193.6897	60.528	2675.3392	2013-09-03 00:00:00
V	686	4	4	253	1628	5	2013-08-25 00:00:00	2013-09-03 00:00:00	34644.225	2771.538	866.1056	38281.8686	2013-09-03 00:00:00
V	687	4	4	255	1604	4	2013-08-25 00:00:00	2013-09-03 00:00:00	1839.5055	147.1604	45.9876	2032.6535	2013-09-03 00:00:00
V	688	4	4	256	1690	5	2013-08-25 00:00:00	2013-09-03 00:00:00	146.286	11.7029	3.6572	161.6461	2013-09-03 00:00:00
V	689	4	4	259	1566	5	2013-08-26 00:00:00	2013-09-04 00:00:00	102.564	8.2051	2.5641	113.3332	2013-09-04 00:00:00
V	690	4	4	260	1698	5	2013-08-26 00:00:00	2013-09-04 00:00:00	150.7905	12.0632	3.7698	166.6235	2013-09-04 00:00:00
V	691	4	4	258	1560	5	2013-08-26 00:00:00	2013-09-04 00:00:00	13669.425	1093.554	341.7356	15104.7146	2013-09-04 00:00:00
V	692	4	4	254	1692	5	2013-08-26 00:00:00	2013-09-04 00:00:00	6444.9	515.592	161.1225	7121.6145	2013-09-04 00:00:00
V	693	4	4	252	1696	2	2013-08-26 00:00:00	2013-09-04 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2013-09-04 00:00:00
V	694	4	3	261	1504	1	2013-08-26 00:00:00	2013-09-04 00:00:00	551.88	44.1504	13.797	609.8274	2013-09-04 00:00:00
V	695	4	4	251	1544	1	2013-08-26 00:00:00	2013-09-04 00:00:00	6987.75	559.02	174.6938	7721.4638	2013-09-04 00:00:00
V	696	4	4	253	1530	2	2013-08-26 00:00:00	2013-09-04 00:00:00	28072.275	2245.782	701.8069	31019.8639	2013-09-04 00:00:00
V	697	4	4	255	1508	1	2013-08-26 00:00:00	2013-09-04 00:00:00	1917.3	153.384	47.9325	2118.6165	2013-09-04 00:00:00
V	698	4	4	256	1694	1	2013-08-26 00:00:00	2013-09-04 00:00:00	7623	609.84	190.575	8423.415	2013-09-04 00:00:00
V	699	4	4	259	1624	2	2013-08-26 00:00:00	2013-09-04 00:00:00	28297.5	2263.8	707.4375	31268.7375	2013-09-04 00:00:00
V	700	4	4	260	1548	2	2013-08-26 00:00:00	2013-09-04 00:00:00	59.9445	4.7956	1.4986	66.2387	2013-09-04 00:00:00
V	701	4	4	258	1598	4	2013-08-26 00:00:00	2013-09-04 00:00:00	117.432	9.3946	2.9358	129.7624	2013-09-04 00:00:00
V	702	4	4	254	1658	5	2013-08-26 00:00:00	2013-09-04 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2013-09-04 00:00:00
V	703	4	4	257	1536	4	2013-08-26 00:00:00	2013-09-04 00:00:00	383.355	30.6684	9.5839	423.6073	2013-09-04 00:00:00
V	704	4	3	261	1568	1	2013-08-26 00:00:00	2013-09-04 00:00:00	10631.775	850.542	265.7944	11748.1114	2013-09-04 00:00:00
V	705	4	4	251	1648	5	2013-08-27 00:00:00	2013-09-05 00:00:00	142.4115	11.3929	3.5603	157.3647	2013-09-05 00:00:00
V	706	4	4	253	1646	2	2013-08-27 00:00:00	2013-09-05 00:00:00	48030.675	3842.454	1200.7669	53073.8959	2013-09-05 00:00:00
V	707	4	4	255	1672	4	2013-08-27 00:00:00	2013-09-05 00:00:00	22516.725	1801.338	562.9181	24880.9811	2013-09-05 00:00:00
V	708	5	4	256	1600	1	2013-08-27 00:00:00	2013-09-05 00:00:00	1276.275	102.102	31.9069	1410.2839	2013-09-05 00:00:00
V	709	4	4	259	1522	1	2013-08-27 00:00:00	2013-09-05 00:00:00	2003.925	160.314	50.0981	2214.3371	2013-09-05 00:00:00
V	710	4	4	260	1570	2	2013-08-27 00:00:00	2013-09-05 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2013-09-05 00:00:00
V	711	4	4	258	1516	1	2013-08-27 00:00:00	2013-09-05 00:00:00	454.86	36.3888	11.3715	502.6203	2013-09-05 00:00:00
V	712	4	4	254	1506	5	2013-08-27 00:00:00	2013-09-05 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2013-09-05 00:00:00
V	713	4	4	257	1626	2	2013-08-27 00:00:00	2013-09-05 00:00:00	7132.125	570.57	178.3031	7880.9981	2013-09-05 00:00:00
V	714	4	3	261	1542	2	2013-08-27 00:00:00	2013-09-05 00:00:00	28343.7	2267.496	708.5925	31319.7885	2013-09-05 00:00:00
V	715	4	4	251	1610	4	2013-08-27 00:00:00	2013-09-05 00:00:00	22516.725	1801.338	562.9181	24880.9811	2013-09-05 00:00:00
V	716	4	4	253	1638	5	2013-08-27 00:00:00	2013-09-05 00:00:00	34644.225	2771.538	866.1056	38281.8686	2013-09-05 00:00:00
V	717	4	4	252	1582	4	2013-08-27 00:00:00	2013-09-05 00:00:00	247.5585	19.8047	6.189	273.5522	2013-09-05 00:00:00
V	718	4	4	256	1510	5	2013-08-27 00:00:00	2013-09-05 00:00:00	143.0415	11.4433	3.576	158.0608	2013-09-05 00:00:00
V	719	4	4	259	1526	2	2013-08-27 00:00:00	2013-09-05 00:00:00	28199.325	2255.946	704.9831	31160.2541	2013-09-05 00:00:00
V	720	4	4	260	1644	1	2013-08-27 00:00:00	2013-09-05 00:00:00	3713.325	297.066	92.8331	4103.2241	2013-09-05 00:00:00
V	721	4	4	258	1680	4	2013-08-28 00:00:00	2013-09-06 00:00:00	19952.625	1596.21	498.8156	22047.6506	2013-09-06 00:00:00
V	722	4	4	254	1584	5	2013-08-28 00:00:00	2013-09-06 00:00:00	6540.66	523.2528	163.5165	7227.4293	2013-09-06 00:00:00
V	723	4	4	257	1620	5	2013-08-28 00:00:00	2013-09-06 00:00:00	5711.475	456.918	142.7869	6311.1799	2013-09-06 00:00:00
V	724	4	3	261	1666	5	2013-08-28 00:00:00	2013-09-06 00:00:00	279.783	22.3826	6.9946	309.1602	2013-09-06 00:00:00
V	725	4	4	251	1592	2	2013-08-28 00:00:00	2013-09-06 00:00:00	97.965	7.8372	2.4491	108.2513	2013-09-06 00:00:00
V	726	4	4	253	1618	4	2013-08-28 00:00:00	2013-09-06 00:00:00	114.471	9.1577	2.8618	126.4905	2013-09-06 00:00:00
V	727	4	4	255	1612	4	2013-08-28 00:00:00	2013-09-06 00:00:00	132.6465	10.6117	3.3162	146.5744	2013-09-06 00:00:00
V	728	4	4	252	1586	5	2013-08-28 00:00:00	2013-09-06 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2013-09-06 00:00:00
V	729	4	4	259	1500	1	2013-08-28 00:00:00	2013-09-06 00:00:00	418.95	33.516	10.4738	462.9398	2013-09-06 00:00:00
V	730	4	4	260	1656	4	2013-08-28 00:00:00	2013-09-06 00:00:00	366.345	29.3076	9.1586	404.8112	2013-09-06 00:00:00
V	731	4	4	258	1572	1	2013-08-28 00:00:00	2013-09-06 00:00:00	461.79	36.9432	11.5448	510.278	2013-09-06 00:00:00
V	732	4	4	250	1562	4	2013-08-28 00:00:00	2013-09-06 00:00:00	272.4435	21.7955	6.8111	301.0501	2013-09-06 00:00:00
V	733	4	4	257	1662	2	2013-08-28 00:00:00	2013-09-06 00:00:00	37.0755	2.966	0.9269	40.9684	2013-09-06 00:00:00
V	734	4	3	261	1682	4	2013-08-28 00:00:00	2013-09-06 00:00:00	21558.075	1724.646	538.9519	23821.6729	2013-09-06 00:00:00
V	735	4	4	251	1686	4	2013-08-28 00:00:00	2013-09-06 00:00:00	800.1	64.008	20.0025	884.1105	2013-09-06 00:00:00
V	736	4	4	253	1684	5	2013-08-28 00:00:00	2013-09-06 00:00:00	86220.75	6897.66	2155.5188	95273.9288	2013-09-06 00:00:00
V	737	4	4	255	1534	4	2013-08-29 00:00:00	2013-09-07 00:00:00	235.9035	18.8723	5.8976	260.6734	2013-09-07 00:00:00
V	738	4	4	256	1614	5	2013-08-29 00:00:00	2013-09-07 00:00:00	533.547	42.6838	13.3387	589.5695	2013-09-07 00:00:00
V	739	4	4	259	1588	5	2013-08-29 00:00:00	2013-09-07 00:00:00	40471.2	3237.696	1011.78	44720.676	2013-09-07 00:00:00
V	740	4	4	260	1622	4	2013-08-29 00:00:00	2013-09-07 00:00:00	389.655	31.1724	9.7414	430.5688	2013-09-07 00:00:00
V	741	4	4	258	1632	4	2013-08-29 00:00:00	2013-09-07 00:00:00	23671.725	1893.738	591.7931	26157.2561	2013-09-07 00:00:00
V	742	4	4	254	1608	5	2013-08-29 00:00:00	2013-09-07 00:00:00	5948.25	475.86	148.7063	6572.8163	2013-09-07 00:00:00
V	743	4	4	257	1576	5	2013-08-29 00:00:00	2013-09-07 00:00:00	91117.95	7289.436	2277.9488	100685.3348	2013-09-07 00:00:00
V	744	4	3	261	1590	1	2013-08-29 00:00:00	2013-09-07 00:00:00	525	42	13.125	580.125	2013-09-07 00:00:00
V	745	6	4	251	1514	5	2013-08-29 00:00:00	2013-09-07 00:00:00	2003.6835	160.2947	50.0921	2214.0703	2013-09-07 00:00:00
V	746	4	4	253	1498	4	2013-08-29 00:00:00	2013-09-07 00:00:00	26455.275	2116.422	661.3819	29233.0789	2013-09-07 00:00:00
V	747	4	4	255	1674	2	2013-08-29 00:00:00	2013-09-07 00:00:00	944.37	75.5496	23.6093	1043.5289	2013-09-07 00:00:00
V	748	4	4	256	1652	4	2013-08-29 00:00:00	2013-09-07 00:00:00	51588.075	4127.046	1289.7019	57004.8229	2013-09-07 00:00:00
V	749	4	4	259	1578	3	2013-08-29 00:00:00	2013-09-07 00:00:00	62843.55	5027.484	1571.0888	69442.1228	2013-09-07 00:00:00
V	750	4	4	250	1538	5	2013-08-29 00:00:00	2013-09-07 00:00:00	37843.575	3027.486	946.0894	41817.1504	2013-09-07 00:00:00
V	751	4	4	258	1556	4	2013-08-29 00:00:00	2013-09-07 00:00:00	25531.275	2042.502	638.2819	28212.0589	2013-09-07 00:00:00
V	752	4	4	254	1554	4	2013-08-29 00:00:00	2013-09-07 00:00:00	234.9585	18.7967	5.874	259.6292	2013-09-07 00:00:00
V	753	4	4	259	1600	1	2013-08-30 00:00:00	2013-09-08 00:00:00	1276.275	102.102	31.9069	1410.2839	2013-09-08 00:00:00
V	754	6	4	260	1522	1	2013-08-30 00:00:00	2013-09-08 00:00:00	2003.925	160.314	50.0981	2214.3371	2013-09-08 00:00:00
V	755	4	4	258	1570	2	2013-08-30 00:00:00	2013-09-08 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2013-09-08 00:00:00
V	756	4	4	254	1516	1	2013-08-30 00:00:00	2013-09-08 00:00:00	454.86	36.3888	11.3715	502.6203	2013-09-08 00:00:00
V	757	4	4	257	1688	4	2013-09-01 00:00:00	2013-09-10 00:00:00	125.748	10.0598	3.1437	138.9515	2013-09-10 00:00:00
V	758	4	4	261	1580	5	2013-09-01 00:00:00	2013-09-10 00:00:00	150.7905	12.0632	3.7698	166.6235	2013-09-10 00:00:00
V	759	4	4	251	1496	4	2013-09-01 00:00:00	2013-09-10 00:00:00	602.028	48.1622	15.0507	665.2409	2013-09-10 00:00:00
V	760	4	4	253	1494	2	2013-09-01 00:00:00	2013-09-10 00:00:00	8847.3	707.784	221.1825	9776.2665	2013-09-10 00:00:00
V	761	4	4	255	1650	5	2013-09-01 00:00:00	2013-09-10 00:00:00	171.0765	13.6861	4.2769	189.0395	2013-09-10 00:00:00
V	762	4	4	256	1654	4	2013-09-01 00:00:00	2013-09-10 00:00:00	20397.3	1631.784	509.9325	22539.0165	2013-09-10 00:00:00
V	763	4	4	259	1664	3	2013-09-01 00:00:00	2013-09-10 00:00:00	14628.075	1170.246	365.7019	16164.0229	2013-09-10 00:00:00
V	764	4	4	260	1678	3	2013-09-01 00:00:00	2013-09-10 00:00:00	33350.625	2668.05	833.7656	36852.4406	2013-09-10 00:00:00
V	765	4	4	250	1616	5	2013-09-01 00:00:00	2013-09-10 00:00:00	2145.4335	171.6347	53.6358	2370.704	2013-09-10 00:00:00
V	766	4	4	254	1492	4	2013-09-01 00:00:00	2013-09-10 00:00:00	234.9585	18.7967	5.874	259.6292	2013-09-10 00:00:00
V	767	4	4	257	1602	5	2013-09-01 00:00:00	2013-09-10 00:00:00	1525.23	122.0184	38.1308	1685.3792	2013-09-10 00:00:00
V	768	4	4	261	1540	4	2013-09-01 00:00:00	2013-09-10 00:00:00	631.386	50.5109	15.7847	697.6816	2013-09-10 00:00:00
V	769	4	4	251	1628	5	2013-09-01 00:00:00	2013-09-10 00:00:00	34644.225	2771.538	866.1056	38281.8686	2013-09-10 00:00:00
V	770	4	4	253	1604	4	2013-09-01 00:00:00	2013-09-10 00:00:00	1839.5055	147.1604	45.9876	2032.6535	2013-09-10 00:00:00
V	771	4	4	255	1690	5	2013-09-01 00:00:00	2013-09-10 00:00:00	146.286	11.7029	3.6572	161.6461	2013-09-10 00:00:00
V	772	4	4	256	1566	5	2013-09-01 00:00:00	2013-09-10 00:00:00	102.564	8.2051	2.5641	113.3332	2013-09-10 00:00:00
V	773	4	4	259	1698	5	2013-09-02 00:00:00	2013-09-11 00:00:00	150.7905	12.0632	3.7698	166.6235	2013-09-11 00:00:00
V	774	4	4	260	1560	5	2013-09-02 00:00:00	2013-09-11 00:00:00	13669.425	1093.554	341.7356	15104.7146	2013-09-11 00:00:00
V	775	4	4	258	1692	5	2013-09-02 00:00:00	2013-09-11 00:00:00	9948.33	795.8664	248.7083	10992.9047	2013-09-11 00:00:00
V	776	4	4	254	1696	2	2013-09-02 00:00:00	2013-09-11 00:00:00	62462.4	4996.992	1561.56	69020.952	2013-09-11 00:00:00
V	777	4	4	257	1504	1	2013-09-02 00:00:00	2013-09-11 00:00:00	551.88	44.1504	13.797	609.8274	2013-09-11 00:00:00
V	778	4	4	261	1544	1	2013-09-02 00:00:00	2013-09-11 00:00:00	6987.75	559.02	174.6938	7721.4638	2013-09-11 00:00:00
V	779	4	4	251	1530	2	2013-09-02 00:00:00	2013-09-11 00:00:00	28072.275	2245.782	701.8069	31019.8639	2013-09-11 00:00:00
V	780	4	4	253	1508	1	2013-09-02 00:00:00	2013-09-11 00:00:00	37312.275	2984.982	932.8069	41230.0639	2013-09-11 00:00:00
V	781	4	4	255	1694	1	2013-09-02 00:00:00	2013-09-11 00:00:00	7623	609.84	190.575	8423.415	2013-09-11 00:00:00
V	782	4	4	256	1624	2	2013-09-02 00:00:00	2013-09-11 00:00:00	28297.5	2263.8	707.4375	31268.7375	2013-09-11 00:00:00
V	783	5	4	252	1548	2	2013-09-02 00:00:00	2013-09-11 00:00:00	59.9445	4.7956	1.4986	66.2387	2013-09-11 00:00:00
V	784	4	4	260	1598	4	2013-09-02 00:00:00	2013-09-11 00:00:00	240.723	19.2578	6.0181	265.9989	2013-09-11 00:00:00
V	785	4	4	258	1658	5	2013-09-02 00:00:00	2013-09-11 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2013-09-11 00:00:00
V	786	4	4	254	1536	4	2013-09-02 00:00:00	2013-09-11 00:00:00	475.3665	38.0293	11.8842	525.28	2013-09-11 00:00:00
V	787	4	4	257	1568	2	2013-09-02 00:00:00	2013-09-11 00:00:00	42504	3400.32	1062.6	46966.92	2013-09-11 00:00:00
V	788	4	4	261	1648	5	2013-09-02 00:00:00	2013-09-11 00:00:00	142.4115	11.3929	3.5603	157.3647	2013-09-11 00:00:00
V	789	4	4	250	1646	2	2013-09-03 00:00:00	2013-09-12 00:00:00	48030.675	3842.454	1200.7669	53073.8959	2013-09-12 00:00:00
V	790	4	4	253	1672	4	2013-09-03 00:00:00	2013-09-12 00:00:00	421.155	33.6924	10.5289	465.3763	2013-09-12 00:00:00
V	791	4	4	255	1600	1	2013-09-03 00:00:00	2013-09-12 00:00:00	1276.275	102.102	31.9069	1410.2839	2013-09-12 00:00:00
V	792	4	4	256	1522	1	2013-09-03 00:00:00	2013-09-12 00:00:00	2003.925	160.314	50.0981	2214.3371	2013-09-12 00:00:00
V	793	4	4	259	1570	2	2013-09-03 00:00:00	2013-09-12 00:00:00	50860.425	4068.834	1271.5106	56200.7696	2013-09-12 00:00:00
V	794	4	4	260	1516	1	2013-09-03 00:00:00	2013-09-12 00:00:00	454.86	36.3888	11.3715	502.6203	2013-09-12 00:00:00
V	795	4	4	258	1506	5	2013-09-03 00:00:00	2013-09-12 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2013-09-12 00:00:00
V	796	4	4	254	1626	2	2013-09-03 00:00:00	2013-09-12 00:00:00	7132.125	570.57	178.3031	7880.9981	2013-09-12 00:00:00
V	797	5	4	252	1542	2	2013-09-03 00:00:00	2013-09-12 00:00:00	28343.7	2267.496	708.5925	31319.7885	2013-09-12 00:00:00
V	798	4	4	261	1610	4	2013-09-03 00:00:00	2013-09-12 00:00:00	22516.725	1801.338	562.9181	24880.9811	2013-09-12 00:00:00
V	799	4	4	251	1638	5	2013-09-03 00:00:00	2013-09-12 00:00:00	34644.225	2771.538	866.1056	38281.8686	2013-09-12 00:00:00
V	800	4	4	253	1582	5	2013-09-03 00:00:00	2013-09-12 00:00:00	427.9275	34.2342	10.6982	472.8599	2013-09-12 00:00:00
V	801	4	4	255	1510	5	2013-09-03 00:00:00	2013-09-12 00:00:00	143.0415	11.4433	3.576	158.0608	2013-09-12 00:00:00
V	802	4	4	256	1526	2	2013-09-03 00:00:00	2013-09-12 00:00:00	28199.325	2255.946	704.9831	31160.2541	2013-09-12 00:00:00
V	803	4	4	259	1644	1	2013-09-03 00:00:00	2013-09-12 00:00:00	3713.325	297.066	92.8331	4103.2241	2013-09-12 00:00:00
V	804	4	4	260	1680	5	2013-09-03 00:00:00	2013-09-12 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2013-09-12 00:00:00
V	805	4	4	258	1584	5	2013-09-04 00:00:00	2013-09-13 00:00:00	9799.65	783.972	244.9913	10828.6133	2013-09-13 00:00:00
V	806	4	4	254	1620	5	2013-09-04 00:00:00	2013-09-13 00:00:00	5711.475	456.918	142.7869	6311.1799	2013-09-13 00:00:00
V	807	4	4	257	1666	5	2013-09-04 00:00:00	2013-09-13 00:00:00	814.59	65.1672	20.3648	900.122	2013-09-13 00:00:00
V	808	4	4	261	1592	2	2013-09-04 00:00:00	2013-09-13 00:00:00	97.965	7.8372	2.4491	108.2513	2013-09-13 00:00:00
V	809	4	4	251	1618	4	2013-09-04 00:00:00	2013-09-13 00:00:00	114.471	9.1577	2.8618	126.4905	2013-09-13 00:00:00
V	810	4	4	253	1612	4	2013-09-04 00:00:00	2013-09-13 00:00:00	132.6465	10.6117	3.3162	146.5744	2013-09-13 00:00:00
V	811	4	4	255	1586	5	2013-09-04 00:00:00	2013-09-13 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2013-09-13 00:00:00
V	812	4	4	256	1500	1	2013-09-04 00:00:00	2013-09-13 00:00:00	418.95	33.516	10.4738	462.9398	2013-09-13 00:00:00
V	813	4	4	259	1656	4	2013-09-04 00:00:00	2013-09-13 00:00:00	347.445	27.7956	8.6861	383.9267	2013-09-13 00:00:00
V	814	4	4	260	1572	1	2013-09-04 00:00:00	2013-09-13 00:00:00	461.79	36.9432	11.5448	510.278	2013-09-13 00:00:00
V	815	4	4	258	1562	4	2013-09-04 00:00:00	2013-09-13 00:00:00	1112.265	88.9812	27.8066	1229.0528	2013-09-13 00:00:00
V	816	4	4	254	1662	2	2013-09-04 00:00:00	2013-09-13 00:00:00	37.0755	2.966	0.9269	40.9684	2013-09-13 00:00:00
V	817	4	4	257	1682	4	2013-09-04 00:00:00	2013-09-13 00:00:00	21558.075	1724.646	538.9519	23821.6729	2013-09-13 00:00:00
V	818	4	4	261	1686	4	2013-09-04 00:00:00	2013-09-13 00:00:00	624.2985	49.9439	15.6075	689.8499	2013-09-13 00:00:00
V	819	4	4	251	1684	5	2013-09-04 00:00:00	2013-09-13 00:00:00	86220.75	6897.66	2155.5188	95273.9288	2013-09-13 00:00:00
V	820	4	4	253	1534	5	2013-09-04 00:00:00	2013-09-13 00:00:00	429.345	34.3476	10.7336	474.4262	2013-09-13 00:00:00
V	821	4	4	252	1614	5	2013-09-05 00:00:00	2013-09-14 00:00:00	564.8265	45.1861	14.1207	624.1333	2013-09-14 00:00:00
V	822	4	4	256	1588	5	2013-09-05 00:00:00	2013-09-14 00:00:00	40471.2	3237.696	1011.78	44720.676	2013-09-14 00:00:00
V	823	4	4	259	1622	5	2013-09-05 00:00:00	2013-09-14 00:00:00	427.455	34.1964	10.6864	472.3378	2013-09-14 00:00:00
V	824	4	4	260	1632	5	2013-09-05 00:00:00	2013-09-14 00:00:00	38421.075	3073.686	960.5269	42455.2879	2013-09-14 00:00:00
V	825	4	4	258	1608	5	2013-09-05 00:00:00	2013-09-14 00:00:00	5948.25	475.86	148.7063	6572.8163	2013-09-14 00:00:00
V	826	4	4	254	1576	5	2013-09-05 00:00:00	2013-09-14 00:00:00	91117.95	7289.436	2277.9488	100685.3348	2013-09-14 00:00:00
V	827	4	4	257	1590	1	2013-09-05 00:00:00	2013-09-14 00:00:00	525	42	13.125	580.125	2013-09-14 00:00:00
V	828	4	4	261	1514	5	2013-09-05 00:00:00	2013-09-14 00:00:00	2003.6835	160.2947	50.0921	2214.0703	2013-09-14 00:00:00
V	829	5	4	251	1498	4	2013-09-05 00:00:00	2013-09-14 00:00:00	26455.275	2116.422	661.3819	29233.0789	2013-09-14 00:00:00
V	830	4	4	253	1674	2	2013-09-05 00:00:00	2013-09-14 00:00:00	944.37	75.5496	23.6093	1043.5289	2013-09-14 00:00:00
V	831	4	4	255	1652	4	2013-09-05 00:00:00	2013-09-14 00:00:00	51588.075	4127.046	1289.7019	57004.8229	2013-09-14 00:00:00
V	832	4	4	252	1578	3	2013-09-05 00:00:00	2013-09-14 00:00:00	36122.625	2889.81	903.0656	39915.5006	2013-09-14 00:00:00
V	833	4	4	259	1538	5	2013-09-05 00:00:00	2013-09-14 00:00:00	37843.575	3027.486	946.0894	41817.1504	2013-09-14 00:00:00
V	834	4	4	260	1556	4	2013-09-05 00:00:00	2013-09-14 00:00:00	25531.275	2042.502	638.2819	28212.0589	2013-09-14 00:00:00
V	835	4	4	258	1554	5	2013-09-05 00:00:00	2013-09-14 00:00:00	2061.7065	164.9365	51.5427	2278.1857	2013-09-14 00:00:00
V	836	4	4	250	1688	4	2013-09-05 00:00:00	2013-09-14 00:00:00	125.748	10.0598	3.1437	138.9515	2013-09-14 00:00:00
V	837	4	4	257	1506	5	2013-09-06 00:00:00	2013-09-15 00:00:00	43878.45	3510.276	1096.9613	48485.6873	2013-09-15 00:00:00
V	838	4	4	261	1626	2	2013-09-06 00:00:00	2013-09-15 00:00:00	7132.125	570.57	178.3031	7880.9981	2013-09-15 00:00:00
V	839	4	4	251	1542	2	2013-09-06 00:00:00	2013-09-15 00:00:00	28343.7	2267.496	708.5925	31319.7885	2013-09-15 00:00:00
V	840	4	4	253	1610	4	2013-09-06 00:00:00	2013-09-15 00:00:00	22516.725	1801.338	562.9181	24880.9811	2013-09-15 00:00:00
V	841	4	4	257	1580	5	2013-09-08 00:00:00	2013-09-17 00:00:00	150.7905	12.0632	3.7698	166.6235	2013-09-17 00:00:00
V	842	4	4	261	1496	4	2013-09-08 00:00:00	2013-09-17 00:00:00	235.9035	18.8723	5.8976	260.6734	2013-09-17 00:00:00
V	843	4	4	251	1494	2	2013-09-08 00:00:00	2013-09-17 00:00:00	8847.3	707.784	221.1825	9776.2665	2013-09-17 00:00:00
V	844	4	4	253	1650	5	2013-09-08 00:00:00	2013-09-17 00:00:00	171.0765	13.6861	4.2769	189.0395	2013-09-17 00:00:00
V	845	7	4	255	1654	4	2013-09-08 00:00:00	2013-09-17 00:00:00	20397.3	1631.784	509.9325	22539.0165	2013-09-17 00:00:00
V	846	4	4	256	1664	3	2013-09-08 00:00:00	2013-09-17 00:00:00	14628.075	1170.246	365.7019	16164.0229	2013-09-17 00:00:00
V	847	4	4	259	1678	4	2013-09-08 00:00:00	2013-09-17 00:00:00	25334.925	2026.794	633.3731	27995.0921	2013-09-17 00:00:00
