OpFlag	ProductID	StartDate	EndDate	ListPrice	ModifiedDate
V	932	2013-05-30 00:00:00		24.99	2013-05-09 00:00:00
V	933	2013-05-30 00:00:00		32.6	2013-05-09 00:00:00
V	934	2013-05-30 00:00:00		28.99	2013-05-09 00:00:00
V	935	2013-05-30 00:00:00		40.49	2013-05-09 00:00:00
V	936	2013-05-30 00:00:00		62.09	2013-05-09 00:00:00
V	937	2013-05-30 00:00:00		80.99	2013-05-09 00:00:00
V	938	2013-05-30 00:00:00		40.49	2013-05-09 00:00:00
V	939	2013-05-30 00:00:00		62.09	2013-05-09 00:00:00
V	940	2013-05-30 00:00:00		80.99	2013-05-09 00:00:00
V	941	2013-05-30 00:00:00		80.99	2013-05-09 00:00:00
V	942	2013-05-30 00:00:00		364.09	2013-05-09 00:00:00
V	943	2013-05-30 00:00:00		249.79	2013-05-09 00:00:00
V	944	2013-05-30 00:00:00		264.05	2013-05-09 00:00:00
V	945	2013-05-30 00:00:00		91.49	2013-05-09 00:00:00
V	946	2013-05-30 00:00:00		46.09	2013-05-09 00:00:00
V	947	2013-05-30 00:00:00		91.57	2013-05-09 00:00:00
V	948	2013-05-30 00:00:00		106.5	2013-05-09 00:00:00
V	949	2013-05-30 00:00:00		175.49	2013-05-09 00:00:00
V	950	2013-05-30 00:00:00		256.49	2013-05-09 00:00:00
V	951	2013-05-30 00:00:00		404.99	2013-05-09 00:00:00
V	952	2013-05-30 00:00:00		20.24	2013-05-09 00:00:00
V	953	2013-05-30 00:00:00		1214.85	2013-05-09 00:00:00
V	954	2013-05-30 00:00:00		2384.07	2013-05-09 00:00:00
V	955	2013-05-30 00:00:00		2384.07	2013-05-09 00:00:00
V	956	2013-05-30 00:00:00		2384.07	2013-05-09 00:00:00
V	957	2013-05-30 00:00:00		2384.07	2013-05-09 00:00:00
V	958	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	959	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	960	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	961	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	962	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	963	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	964	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	965	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	966	2013-05-30 00:00:00		2384.07	2013-05-09 00:00:00
V	967	2013-05-30 00:00:00		2384.07	2013-05-09 00:00:00
V	968	2013-05-30 00:00:00		2384.07	2013-05-09 00:00:00
V	969	2013-05-30 00:00:00		2384.07	2013-05-09 00:00:00
V	970	2013-05-30 00:00:00		1214.85	2013-05-09 00:00:00
V	971	2013-05-30 00:00:00		1214.85	2013-05-09 00:00:00
V	972	2013-05-30 00:00:00		1214.85	2013-05-09 00:00:00
V	973	2013-05-30 00:00:00		1700.99	2013-05-09 00:00:00
V	974	2013-05-30 00:00:00		1700.99	2013-05-09 00:00:00
V	975	2013-05-30 00:00:00		1700.99	2013-05-09 00:00:00
V	976	2013-05-30 00:00:00		1700.99	2013-05-09 00:00:00
V	977	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
V	978	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	979	2013-05-30 00:00:00		742.35	2013-05-09 00:00:00
V	980	2013-05-30 00:00:00		769.49	2013-05-09 00:00:00
V	981	2013-05-30 00:00:00		769.49	2013-05-09 00:00:00
V	982	2013-05-30 00:00:00		769.49	2013-05-09 00:00:00
V	983	2013-05-30 00:00:00		769.49	2013-05-09 00:00:00
V	984	2013-05-30 00:00:00		564.99	2013-05-09 00:00:00
V	985	2013-05-30 00:00:00		564.99	2013-05-09 00:00:00
V	986	2013-05-30 00:00:00		564.99	2013-05-09 00:00:00
V	987	2013-05-30 00:00:00		564.99	2013-05-09 00:00:00
V	988	2013-05-30 00:00:00		564.99	2013-05-09 00:00:00
V	989	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
V	990	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
V	991	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
V	992	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
V	993	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
V	994	2013-05-30 00:00:00		53.99	2013-05-09 00:00:00
V	995	2013-05-30 00:00:00		101.24	2013-05-09 00:00:00
V	996	2013-05-30 00:00:00		121.49	2013-05-09 00:00:00
V	997	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
V	998	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
V	999	2013-05-30 00:00:00		539.99	2013-05-09 00:00:00
