\P\	CurrencyRateID	CurrencyRateDate	FromCurrencyCode	ToCurrencyCode	AverageRate	EndOfDayRate	ModifiedDate\
V	2067	2011-11-05 00:00:00	USD	VEB	672.75	672.83	2011-11-05 00:00:00
V	2068	2011-11-06 00:00:00	USD	ARS	0.999	0.9985	2011-11-06 00:00:00
V	2069	2011-11-06 00:00:00	USD	AUD	1.6879	1.6875	2011-11-06 00:00:00
V	2070	2011-11-06 00:00:00	USD	BRL	1.7789	1.77	2011-11-06 00:00:00
V	2071	2011-11-06 00:00:00	USD	CAD	1.4744	1.4709	2011-11-06 00:00:00
V	2072	2011-11-06 00:00:00	USD	CNY	8.2792	8.2791	2011-11-06 00:00:00
V	2073	2011-11-06 00:00:00	USD	DEM	2.0848	2.0842	2011-11-06 00:00:00
V	2074	2011-11-06 00:00:00	USD	EUR	1.0659	1.0652	2011-11-06 00:00:00
V	2075	2011-11-06 00:00:00	USD	FRF	6.992	6.9912	2011-11-06 00:00:00
V	2076	2011-11-06 00:00:00	USD	GBP	0.634	0.6338	2011-11-06 00:00:00
V	2077	2011-11-06 00:00:00	USD	JPY	105.871	105.799	2011-11-06 00:00:00
V	2078	2011-11-06 00:00:00	USD	MXN	9.41	9.409	2011-11-06 00:00:00
V	2079	2011-11-06 00:00:00	USD	SAR	3.7507	3.7505	2011-11-06 00:00:00
V	2080	2011-11-06 00:00:00	USD	VEB	672.75	672.7	2011-11-06 00:00:00
V	2081	2011-11-07 00:00:00	USD	ARS	0.9996	1.0003	2011-11-07 00:00:00
V	2082	2011-11-07 00:00:00	USD	AUD	1.6862	1.6872	2011-11-07 00:00:00
V	2083	2011-11-07 00:00:00	USD	BRL	1.7834	1.7929	2011-11-07 00:00:00
V	2084	2011-11-07 00:00:00	USD	CAD	1.474	1.4751	2011-11-07 00:00:00
V	2085	2011-11-07 00:00:00	USD	CNY	8.2792	8.2802	2011-11-07 00:00:00
V	2086	2011-11-07 00:00:00	USD	DEM	2.0827	2.0832	2011-11-07 00:00:00
V	2087	2011-11-07 00:00:00	USD	EUR	1.0649	1.0656	2011-11-07 00:00:00
V	2088	2011-11-07 00:00:00	USD	FRF	6.9851	6.9859	2011-11-07 00:00:00
V	2089	2011-11-07 00:00:00	USD	GBP	0.6332	0.634	2011-11-07 00:00:00
V	2090	2011-11-07 00:00:00	USD	JPY	105.7159	105.769	2011-11-07 00:00:00
V	2091	2011-11-07 00:00:00	USD	MXN	9.4273	9.432	2011-11-07 00:00:00
V	2092	2011-11-07 00:00:00	USD	SAR	3.7507	3.7545	2011-11-07 00:00:00
V	2093	2011-11-07 00:00:00	USD	VEB	672.926	672.95	2011-11-07 00:00:00
V	2094	2011-11-08 00:00:00	USD	ARS	0.9997	0.9992	2011-11-08 00:00:00
V	2095	2011-11-08 00:00:00	USD	AUD	1.6847	1.6842	2011-11-08 00:00:00
V	2096	2011-11-08 00:00:00	USD	BRL	1.7882	1.782	2011-11-08 00:00:00
V	2097	2011-11-08 00:00:00	USD	CAD	1.4752	1.4748	2011-11-08 00:00:00
V	2098	2011-11-08 00:00:00	USD	CNY	8.2792	8.2783	2011-11-08 00:00:00
V	2099	2011-11-08 00:00:00	USD	DEM	2.0804	2.0794	2011-11-08 00:00:00
V	2100	2011-11-08 00:00:00	USD	EUR	1.0637	1.0632	2011-11-08 00:00:00
V	2101	2011-11-08 00:00:00	USD	FRF	6.9774	6.9772	2011-11-08 00:00:00
V	2102	2011-11-08 00:00:00	USD	GBP	0.6332	0.6326	2011-11-08 00:00:00
V	2103	2011-11-08 00:00:00	USD	JPY	105.462	105.408	2011-11-08 00:00:00
V	2104	2011-11-08 00:00:00	USD	MXN	9.4459	9.4399	2011-11-08 00:00:00
V	2105	2011-11-08 00:00:00	USD	SAR	3.7507	3.745	2011-11-08 00:00:00
V	2106	2011-11-08 00:00:00	USD	VEB	673.1169	673.0499	2011-11-08 00:00:00
V	2107	2011-11-09 00:00:00	USD	ARS	0.9998	1.0006	2011-11-09 00:00:00
V	2108	2011-11-09 00:00:00	USD	AUD	1.6819	1.6827	2011-11-09 00:00:00
V	2109	2011-11-09 00:00:00	USD	BRL	1.7929	1.7949	2011-11-09 00:00:00
V	2110	2011-11-09 00:00:00	USD	CAD	1.477	1.4778	2011-11-09 00:00:00
V	2111	2011-11-09 00:00:00	USD	CNY	8.2792	8.2803	2011-11-09 00:00:00
V	2112	2011-11-09 00:00:00	USD	DEM	2.0844	2.0853	2011-11-09 00:00:00
V	2113	2011-11-09 00:00:00	USD	EUR	1.0658	1.066	2011-11-09 00:00:00
V	2114	2011-11-09 00:00:00	USD	FRF	6.9911	6.9919	2011-11-09 00:00:00
V	2115	2011-11-09 00:00:00	USD	GBP	0.6337	0.6341	2011-11-09 00:00:00
V	2116	2011-11-09 00:00:00	USD	JPY	105.8229	105.84	2011-11-09 00:00:00
V	2117	2011-11-09 00:00:00	USD	MXN	9.442	9.444	2011-11-09 00:00:00
V	2118	2011-11-09 00:00:00	USD	SAR	3.7509	3.7572	2011-11-09 00:00:00
V	2119	2011-11-09 00:00:00	USD	VEB	673.5	673.5599	2011-11-09 00:00:00
V	2120	2011-11-10 00:00:00	USD	ARS	0.9998	0.999	2011-11-10 00:00:00
V	2121	2011-11-10 00:00:00	USD	AUD	1.6842	1.6839	2011-11-10 00:00:00
V	2122	2011-11-10 00:00:00	USD	BRL	1.7889	1.784	2011-11-10 00:00:00
V	2123	2011-11-10 00:00:00	USD	CAD	1.4688	1.461	2011-11-10 00:00:00
V	2124	2011-11-10 00:00:00	USD	CNY	8.2798	8.2789	2011-11-10 00:00:00
V	2125	2011-11-10 00:00:00	USD	DEM	2.124	2.1232	2011-11-10 00:00:00
V	2126	2011-11-10 00:00:00	USD	EUR	1.0861	1.0854	2011-11-10 00:00:00
V	2127	2011-11-10 00:00:00	USD	FRF	7.1241	7.1238	2011-11-10 00:00:00
V	2128	2011-11-10 00:00:00	USD	GBP	0.6326	0.6321	2011-11-10 00:00:00
V	2129	2011-11-10 00:00:00	USD	JPY	105.9539	105.936	2011-11-10 00:00:00
V	2130	2011-11-10 00:00:00	USD	MXN	9.407	9.406	2011-11-10 00:00:00
V	2131	2011-11-10 00:00:00	USD	SAR	3.7509	3.7456	2011-11-10 00:00:00
V	2132	2011-11-10 00:00:00	USD	VEB	674.3	674.21	2011-11-10 00:00:00
V	2133	2011-11-11 00:00:00	USD	ARS	0.9998	1.0001	2011-11-11 00:00:00
V	2134	2011-11-11 00:00:00	USD	AUD	1.7023	1.7028	2011-11-11 00:00:00
V	2135	2011-11-11 00:00:00	USD	BRL	1.8037	1.8069	2011-11-11 00:00:00
V	2136	2011-11-11 00:00:00	USD	CAD	1.4758	1.4782	2011-11-11 00:00:00
V	2137	2011-11-11 00:00:00	USD	CNY	8.2803	8.2806	2011-11-11 00:00:00
V	2138	2011-11-11 00:00:00	USD	DEM	2.1179	2.1181	2011-11-11 00:00:00
V	2139	2011-11-11 00:00:00	USD	EUR	1.0829	1.0833	2011-11-11 00:00:00
V	2140	2011-11-11 00:00:00	USD	FRF	7.1031	7.1033	2011-11-11 00:00:00
V	2141	2011-11-11 00:00:00	USD	GBP	0.6348	0.6352	2011-11-11 00:00:00
V	2142	2011-11-11 00:00:00	USD	JPY	106.322	106.374	2011-11-11 00:00:00
V	2143	2011-11-11 00:00:00	USD	MXN	9.4202	9.4239	2011-11-11 00:00:00
V	2144	2011-11-11 00:00:00	USD	SAR	3.7507	3.7563	2011-11-11 00:00:00
V	2145	2011-11-11 00:00:00	USD	VEB	675	675.08	2011-11-11 00:00:00
V	2146	2011-11-12 00:00:00	USD	ARS	0.9998	0.999	2011-11-12 00:00:00
V	2147	2011-11-12 00:00:00	USD	AUD	1.6999	1.6998	2011-11-12 00:00:00
V	2148	2011-11-12 00:00:00	USD	BRL	1.8067	1.798	2011-11-12 00:00:00
V	2149	2011-11-12 00:00:00	USD	CAD	1.4772	1.4685	2011-11-12 00:00:00
V	2150	2011-11-12 00:00:00	USD	CNY	8.2805	8.2799	2011-11-12 00:00:00
V	2151	2011-11-12 00:00:00	USD	DEM	2.1509	2.1499	2011-11-12 00:00:00
V	2152	2011-11-12 00:00:00	USD	EUR	1.0996	1.099	2011-11-12 00:00:00
V	2153	2011-11-12 00:00:00	USD	FRF	7.2137	7.2131	2011-11-12 00:00:00
V	2154	2011-11-12 00:00:00	USD	GBP	0.636	0.6352	2011-11-12 00:00:00
V	2155	2011-11-12 00:00:00	USD	JPY	106.417	106.374	2011-11-12 00:00:00
V	2156	2011-11-12 00:00:00	USD	MXN	9.4329	9.428	2011-11-12 00:00:00
V	2157	2011-11-12 00:00:00	USD	SAR	3.7507	3.7482	2011-11-12 00:00:00
V	2158	2011-11-12 00:00:00	USD	VEB	675.75	675.6799	2011-11-12 00:00:00
V	2159	2011-11-13 00:00:00	USD	ARS	0.9992	0.9998	2011-11-13 00:00:00
V	2160	2011-11-13 00:00:00	USD	AUD	1.7146	1.7154	2011-11-13 00:00:00
V	2161	2011-11-13 00:00:00	USD	BRL	1.806	1.81	2011-11-13 00:00:00
V	2162	2011-11-13 00:00:00	USD	CAD	1.4806	1.4906	2011-11-13 00:00:00
V	2163	2011-11-13 00:00:00	USD	CNY	8.2806	8.2811	2011-11-13 00:00:00
V	2164	2011-11-13 00:00:00	USD	DEM	2.1465	2.1474	2011-11-13 00:00:00
V	2165	2011-11-13 00:00:00	USD	EUR	1.0974	1.0984	2011-11-13 00:00:00
V	2166	2011-11-13 00:00:00	USD	FRF	7.1993	7.2	2011-11-13 00:00:00
V	2167	2011-11-13 00:00:00	USD	GBP	0.6444	0.6452	2011-11-13 00:00:00
V	2168	2011-11-13 00:00:00	USD	JPY	108.179	108.232	2011-11-13 00:00:00
V	2169	2011-11-13 00:00:00	USD	MXN	9.397	9.4049	2011-11-13 00:00:00
V	2170	2011-11-13 00:00:00	USD	SAR	3.7507	3.7578	2011-11-13 00:00:00
V	2171	2011-11-13 00:00:00	USD	VEB	675.7599	675.7999	2011-11-13 00:00:00
V	2172	2011-11-14 00:00:00	USD	ARS	0.9992	0.9989	2011-11-14 00:00:00
V	2173	2011-11-14 00:00:00	USD	AUD	1.7146	1.7142	2011-11-14 00:00:00
V	2174	2011-11-14 00:00:00	USD	BRL	1.8069	1.806	2011-11-14 00:00:00
V	2175	2011-11-14 00:00:00	USD	CAD	1.4807	1.4765	2011-11-14 00:00:00
V	2176	2011-11-14 00:00:00	USD	CNY	8.2803	8.2796	2011-11-14 00:00:00
V	2177	2011-11-14 00:00:00	USD	DEM	2.1453	2.1446	2011-11-14 00:00:00
V	2178	2011-11-14 00:00:00	USD	EUR	1.0969	1.0964	2011-11-14 00:00:00
V	2179	2011-11-14 00:00:00	USD	FRF	7.1948	7.1947	2011-11-14 00:00:00
V	2180	2011-11-14 00:00:00	USD	GBP	0.6444	0.6443	2011-11-14 00:00:00
V	2181	2011-11-14 00:00:00	USD	JPY	108.2	108.164	2011-11-14 00:00:00
V	2182	2011-11-14 00:00:00	USD	MXN	9.397	9.391	2011-11-14 00:00:00
V	2183	2011-11-14 00:00:00	USD	SAR	3.7507	3.7425	2011-11-14 00:00:00
V	2184	2011-11-14 00:00:00	USD	VEB	675.7599	675.6799	2011-11-14 00:00:00
V	2185	2011-11-15 00:00:00	USD	ARS	0.9992	1.0001	2011-11-15 00:00:00
V	2186	2011-11-15 00:00:00	USD	AUD	1.7097	1.7098	2011-11-15 00:00:00
V	2187	2011-11-15 00:00:00	USD	BRL	1.8069	1.814	2011-11-15 00:00:00
V	2188	2011-11-15 00:00:00	USD	CAD	1.4804	1.4896	2011-11-15 00:00:00
V	2189	2011-11-15 00:00:00	USD	CNY	8.2806	8.2807	2011-11-15 00:00:00
V	2190	2011-11-15 00:00:00	USD	DEM	2.1463	2.1465	2011-11-15 00:00:00
V	2191	2011-11-15 00:00:00	USD	EUR	1.0974	1.098	2011-11-15 00:00:00
V	2192	2011-11-15 00:00:00	USD	FRF	7.1988	7.1997	2011-11-15 00:00:00
V	2193	2011-11-15 00:00:00	USD	GBP	0.6442	0.6452	2011-11-15 00:00:00
V	2194	2011-11-15 00:00:00	USD	JPY	107.926	107.986	2011-11-15 00:00:00
V	2195	2011-11-15 00:00:00	USD	MXN	9.397	9.406	2011-11-15 00:00:00
V	2196	2011-11-15 00:00:00	USD	SAR	3.7507	3.7517	2011-11-15 00:00:00
V	2197	2011-11-15 00:00:00	USD	VEB	675.7599	675.7899	2011-11-15 00:00:00
V	2198	2011-11-16 00:00:00	USD	ARS	0.9992	0.9987	2011-11-16 00:00:00
V	2199	2011-11-16 00:00:00	USD	AUD	1.7153	1.7148	2011-11-16 00:00:00
V	2200	2011-11-16 00:00:00	USD	BRL	1.8069	1.8049	2011-11-16 00:00:00
V	2201	2011-11-16 00:00:00	USD	CAD	1.4787	1.4733	2011-11-16 00:00:00
V	2202	2011-11-16 00:00:00	USD	CNY	8.2806	8.2797	2011-11-16 00:00:00
V	2203	2011-11-16 00:00:00	USD	DEM	2.1362	2.1358	2011-11-16 00:00:00
V	2204	2011-11-16 00:00:00	USD	EUR	1.0922	1.0914	2011-11-16 00:00:00
V	2205	2011-11-16 00:00:00	USD	FRF	7.1646	7.1638	2011-11-16 00:00:00
V	2206	2011-11-16 00:00:00	USD	GBP	0.6441	0.6433	2011-11-16 00:00:00
V	2207	2011-11-16 00:00:00	USD	JPY	108.8289	108.8259	2011-11-16 00:00:00
V	2208	2011-11-16 00:00:00	USD	MXN	9.3295	9.329	2011-11-16 00:00:00
V	2209	2011-11-16 00:00:00	USD	SAR	3.7507	3.7482	2011-11-16 00:00:00
V	2210	2011-11-16 00:00:00	USD	VEB	675.7599	675.6599	2011-11-16 00:00:00
V	2211	2011-11-17 00:00:00	USD	ARS	0.9998	1.0004	2011-11-17 00:00:00
V	2212	2011-11-17 00:00:00	USD	AUD	1.7105	1.7113	2011-11-17 00:00:00
V	2213	2011-11-17 00:00:00	USD	BRL	1.804	1.8089	2011-11-17 00:00:00
V	2214	2011-11-17 00:00:00	USD	CAD	1.4851	1.4874	2011-11-17 00:00:00
V	2215	2011-11-17 00:00:00	USD	CNY	8.2806	8.2807	2011-11-17 00:00:00
V	2216	2011-11-17 00:00:00	USD	DEM	2.153	2.1537	2011-11-17 00:00:00
V	2217	2011-11-17 00:00:00	USD	EUR	1.1008	1.1016	2011-11-17 00:00:00
V	2218	2011-11-17 00:00:00	USD	FRF	7.221	7.2214	2011-11-17 00:00:00
V	2219	2011-11-17 00:00:00	USD	GBP	0.6412	0.6414	2011-11-17 00:00:00
V	2220	2011-11-17 00:00:00	USD	JPY	108.56	108.6149	2011-11-17 00:00:00
V	2221	2011-11-17 00:00:00	USD	MXN	9.3466	9.3469	2011-11-17 00:00:00
V	2222	2011-11-17 00:00:00	USD	SAR	3.7507	3.7583	2011-11-17 00:00:00
V	2223	2011-11-17 00:00:00	USD	VEB	676.5	676.5199	2011-11-17 00:00:00
V	2224	2011-11-18 00:00:00	USD	ARS	0.9998	0.9998	2011-11-18 00:00:00
V	2225	2011-11-18 00:00:00	USD	AUD	1.6889	1.6888	2011-11-18 00:00:00
V	2226	2011-11-18 00:00:00	USD	BRL	1.8159	1.8129	2011-11-18 00:00:00
V	2227	2011-11-18 00:00:00	USD	CAD	1.4935	1.484	2011-11-18 00:00:00
V	2228	2011-11-18 00:00:00	USD	CNY	8.2806	8.2799	2011-11-18 00:00:00
V	2229	2011-11-18 00:00:00	USD	DEM	2.1855	2.1848	2011-11-18 00:00:00
V	2230	2011-11-18 00:00:00	USD	EUR	1.1173	1.1169	2011-11-18 00:00:00
V	2231	2011-11-18 00:00:00	USD	FRF	7.33	7.3291	2011-11-18 00:00:00
V	2232	2011-11-18 00:00:00	USD	GBP	0.6402	0.6401	2011-11-18 00:00:00
V	2233	2011-11-18 00:00:00	USD	JPY	109.111	109.104	2011-11-18 00:00:00
V	2234	2011-11-18 00:00:00	USD	MXN	9.3965	9.3879	2011-11-18 00:00:00
V	2235	2011-11-18 00:00:00	USD	SAR	3.7505	3.7475	2011-11-18 00:00:00
V	2236	2011-11-18 00:00:00	USD	VEB	676.5	676.3999	2011-11-18 00:00:00
V	2237	2011-11-19 00:00:00	USD	ARS	0.9998	1.0004	2011-11-19 00:00:00
V	2238	2011-11-19 00:00:00	USD	AUD	1.6922	1.6931	2011-11-19 00:00:00
V	2239	2011-11-19 00:00:00	USD	BRL	1.812	1.8149	2011-11-19 00:00:00
V	2240	2011-11-19 00:00:00	USD	CAD	1.4971	1.5022	2011-11-19 00:00:00
V	2241	2011-11-19 00:00:00	USD	CNY	8.2806	8.2812	2011-11-19 00:00:00
V	2242	2011-11-19 00:00:00	USD	DEM	2.197	2.1977	2011-11-19 00:00:00
V	2243	2011-11-19 00:00:00	USD	EUR	1.1233	1.1243	2011-11-19 00:00:00
V	2244	2011-11-19 00:00:00	USD	FRF	7.3685	7.3689	2011-11-19 00:00:00
V	2245	2011-11-19 00:00:00	USD	GBP	0.6489	0.6492	2011-11-19 00:00:00
V	2246	2011-11-19 00:00:00	USD	JPY	108.158	108.2189	2011-11-19 00:00:00
V	2247	2011-11-19 00:00:00	USD	MXN	9.4288	9.4299	2011-11-19 00:00:00
V	2248	2011-11-19 00:00:00	USD	SAR	3.7505	3.753	2011-11-19 00:00:00
V	2249	2011-11-19 00:00:00	USD	VEB	677	677.0099	2011-11-19 00:00:00
V	2250	2011-11-20 00:00:00	USD	ARS	0.9993	0.9986	2011-11-20 00:00:00
V	2251	2011-11-20 00:00:00	USD	AUD	1.6763	1.6755	2011-11-20 00:00:00
V	2252	2011-11-20 00:00:00	USD	BRL	1.8009	1.792	2011-11-20 00:00:00
V	2253	2011-11-20 00:00:00	USD	CAD	1.4904	1.4846	2011-11-20 00:00:00
V	2254	2011-11-20 00:00:00	USD	CNY	8.2806	8.2804	2011-11-20 00:00:00
V	2255	2011-11-20 00:00:00	USD	DEM	2.1789	2.1781	2011-11-20 00:00:00
V	2256	2011-11-20 00:00:00	USD	EUR	1.1141	1.1137	2011-11-20 00:00:00
V	2257	2011-11-20 00:00:00	USD	FRF	7.3079	7.3079	2011-11-20 00:00:00
V	2258	2011-11-20 00:00:00	USD	GBP	0.6545	0.654	2011-11-20 00:00:00
V	2259	2011-11-20 00:00:00	USD	JPY	108.563	108.547	2011-11-20 00:00:00
V	2260	2011-11-20 00:00:00	USD	MXN	9.468	9.4659	2011-11-20 00:00:00
V	2261	2011-11-20 00:00:00	USD	SAR	3.7505	3.7498	2011-11-20 00:00:00
V	2262	2011-11-20 00:00:00	USD	VEB	677.6499	677.58	2011-11-20 00:00:00
V	2263	2011-11-21 00:00:00	USD	ARS	0.9993	1.0001	2011-11-21 00:00:00
V	2264	2011-11-21 00:00:00	USD	AUD	1.6763	1.677	2011-11-21 00:00:00
V	2265	2011-11-21 00:00:00	USD	BRL	1.802	1.802	2011-11-21 00:00:00
V	2266	2011-11-21 00:00:00	USD	CAD	1.4904	1.4953	2011-11-21 00:00:00
V	2267	2011-11-21 00:00:00	USD	CNY	8.2806	8.2809	2011-11-21 00:00:00
V	2268	2011-11-21 00:00:00	USD	DEM	2.1797	2.18	2011-11-21 00:00:00
V	2269	2011-11-21 00:00:00	USD	EUR	1.1145	1.115	2011-11-21 00:00:00
V	2270	2011-11-21 00:00:00	USD	FRF	7.3102	7.3106	2011-11-21 00:00:00
V	2271	2011-11-21 00:00:00	USD	GBP	0.6532	0.6542	2011-11-21 00:00:00
V	2272	2011-11-21 00:00:00	USD	JPY	108.93	109.015	2011-11-21 00:00:00
V	2273	2011-11-21 00:00:00	USD	MXN	9.468	9.47	2011-11-21 00:00:00
V	2274	2011-11-21 00:00:00	USD	SAR	3.7505	3.7538	2011-11-21 00:00:00
V	2275	2011-11-21 00:00:00	USD	VEB	677.6499	677.74	2011-11-21 00:00:00
V	2276	2011-11-22 00:00:00	USD	ARS	0.9993	0.9983	2011-11-22 00:00:00
V	2277	2011-11-22 00:00:00	USD	AUD	1.6761	1.6757	2011-11-22 00:00:00
V	2278	2011-11-22 00:00:00	USD	BRL	1.802	1.8009	2011-11-22 00:00:00
V	2279	2011-11-22 00:00:00	USD	CAD	1.4916	1.4892	2011-11-22 00:00:00
V	2280	2011-11-22 00:00:00	USD	CNY	8.2806	8.28	2011-11-22 00:00:00
V	2281	2011-11-22 00:00:00	USD	DEM	2.1806	2.1802	2011-11-22 00:00:00
V	2282	2011-11-22 00:00:00	USD	EUR	1.115	1.1141	2011-11-22 00:00:00
V	2283	2011-11-22 00:00:00	USD	FRF	7.3136	7.3132	2011-11-22 00:00:00
V	2284	2011-11-22 00:00:00	USD	GBP	0.6544	0.6543	2011-11-22 00:00:00
V	2285	2011-11-22 00:00:00	USD	JPY	108.599	108.571	2011-11-22 00:00:00
V	2286	2011-11-22 00:00:00	USD	MXN	9.468	9.4619	2011-11-22 00:00:00
V	2287	2011-11-22 00:00:00	USD	SAR	3.7505	3.7467	2011-11-22 00:00:00
V	2288	2011-11-22 00:00:00	USD	VEB	677.6499	677.58	2011-11-22 00:00:00
V	2289	2011-11-23 00:00:00	USD	ARS	0.9998	1.0004	2011-11-23 00:00:00
V	2290	2011-11-23 00:00:00	USD	AUD	1.7177	1.7178	2011-11-23 00:00:00
V	2291	2011-11-23 00:00:00	USD	BRL	1.808	1.8089	2011-11-23 00:00:00
V	2292	2011-11-23 00:00:00	USD	CAD	1.4924	1.4942	2011-11-23 00:00:00
V	2293	2011-11-23 00:00:00	USD	CNY	8.2805	8.281	2011-11-23 00:00:00
V	2294	2011-11-23 00:00:00	USD	DEM	2.1772	2.1778	2011-11-23 00:00:00
V	2295	2011-11-23 00:00:00	USD	EUR	1.1132	1.1135	2011-11-23 00:00:00
V	2296	2011-11-23 00:00:00	USD	FRF	7.3023	7.3026	2011-11-23 00:00:00
V	2297	2011-11-23 00:00:00	USD	GBP	0.6528	0.6532	2011-11-23 00:00:00
V	2298	2011-11-23 00:00:00	USD	JPY	109.116	109.2159	2011-11-23 00:00:00
V	2299	2011-11-23 00:00:00	USD	MXN	9.4923	9.493	2011-11-23 00:00:00
V	2300	2011-11-23 00:00:00	USD	SAR	3.7503	3.7595	2011-11-23 00:00:00
V	2301	2011-11-23 00:00:00	USD	VEB	677.71	677.73	2011-11-23 00:00:00
V	2302	2011-11-24 00:00:00	USD	ARS	0.9998	0.9991	2011-11-24 00:00:00
V	2303	2011-11-24 00:00:00	USD	AUD	1.7135	1.7129	2011-11-24 00:00:00
V	2304	2011-11-24 00:00:00	USD	BRL	1.812	1.804	2011-11-24 00:00:00
V	2305	2011-11-24 00:00:00	USD	CAD	1.4916	1.4823	2011-11-24 00:00:00
V	2306	2011-11-24 00:00:00	USD	CNY	8.2797	8.2788	2011-11-24 00:00:00
V	2307	2011-11-24 00:00:00	USD	DEM	2.1558	2.1551	2011-11-24 00:00:00
V	2308	2011-11-24 00:00:00	USD	EUR	1.1022	1.102	2011-11-24 00:00:00
V	2309	2011-11-24 00:00:00	USD	FRF	7.2302	7.2295	2011-11-24 00:00:00
V	2310	2011-11-24 00:00:00	USD	GBP	0.6532	0.6529	2011-11-24 00:00:00
V	2311	2011-11-24 00:00:00	USD	JPY	109.265	109.2	2011-11-24 00:00:00
V	2312	2011-11-24 00:00:00	USD	MXN	9.5228	9.522	2011-11-24 00:00:00
V	2313	2011-11-24 00:00:00	USD	SAR	3.7503	3.741	2011-11-24 00:00:00
V	2314	2011-11-24 00:00:00	USD	VEB	677.75	677.6599	2011-11-24 00:00:00
V	2315	2011-11-25 00:00:00	USD	ARS	0.9998	1.0004	2011-11-25 00:00:00
V	2316	2011-11-25 00:00:00	USD	AUD	1.7197	1.7205	2011-11-25 00:00:00
V	2317	2011-11-25 00:00:00	USD	BRL	1.82	1.826	2011-11-25 00:00:00
V	2318	2011-11-25 00:00:00	USD	CAD	1.4936	1.4973	2011-11-25 00:00:00
V	2319	2011-11-25 00:00:00	USD	CNY	8.2792	8.2796	2011-11-25 00:00:00
V	2320	2011-11-25 00:00:00	USD	DEM	2.1573	2.1575	2011-11-25 00:00:00
V	2321	2011-11-25 00:00:00	USD	EUR	1.103	1.1039	2011-11-25 00:00:00
V	2322	2011-11-25 00:00:00	USD	FRF	7.2351	7.2355	2011-11-25 00:00:00
V	2323	2011-11-25 00:00:00	USD	GBP	0.662	0.6629	2011-11-25 00:00:00
V	2324	2011-11-25 00:00:00	USD	JPY	109.5639	109.64	2011-11-25 00:00:00
V	2325	2011-11-25 00:00:00	USD	MXN	9.6265	9.634	2011-11-25 00:00:00
V	2326	2011-11-25 00:00:00	USD	SAR	3.7505	3.7582	2011-11-25 00:00:00
V	2327	2011-11-25 00:00:00	USD	VEB	678	678.0499	2011-11-25 00:00:00
V	2328	2011-11-26 00:00:00	USD	ARS	0.9998	0.9998	2011-11-26 00:00:00
V	2329	2011-11-26 00:00:00	USD	AUD	1.7245	1.7237	2011-11-26 00:00:00
V	2330	2011-11-26 00:00:00	USD	BRL	1.824	1.8149	2011-11-26 00:00:00
V	2331	2011-11-26 00:00:00	USD	CAD	1.4884	1.4866	2011-11-26 00:00:00
V	2332	2011-11-26 00:00:00	USD	CNY	8.2789	8.2781	2011-11-26 00:00:00
V	2333	2011-11-26 00:00:00	USD	DEM	2.1701	2.1699	2011-11-26 00:00:00
V	2334	2011-11-26 00:00:00	USD	EUR	1.1095	1.1089	2011-11-26 00:00:00
V	2335	2011-11-26 00:00:00	USD	FRF	7.2782	7.2781	2011-11-26 00:00:00
V	2336	2011-11-26 00:00:00	USD	GBP	0.6646	0.664	2011-11-26 00:00:00
V	2337	2011-11-26 00:00:00	USD	JPY	108.59	108.546	2011-11-26 00:00:00
V	2338	2011-11-26 00:00:00	USD	MXN	9.577	9.5719	2011-11-26 00:00:00
V	2339	2011-11-26 00:00:00	USD	SAR	3.7505	3.742	2011-11-26 00:00:00
V	2340	2011-11-26 00:00:00	USD	VEB	679.3	679.2	2011-11-26 00:00:00
V	2341	2011-11-27 00:00:00	USD	ARS	0.9993	1.0002	2011-11-27 00:00:00
V	2342	2011-11-27 00:00:00	USD	AUD	1.7253	1.7254	2011-11-27 00:00:00
V	2343	2011-11-27 00:00:00	USD	BRL	1.8359	1.841	2011-11-27 00:00:00
V	2344	2011-11-27 00:00:00	USD	CAD	1.4864	1.4882	2011-11-27 00:00:00
V	2345	2011-11-27 00:00:00	USD	CNY	8.2786	8.2794	2011-11-27 00:00:00
V	2346	2011-11-27 00:00:00	USD	DEM	2.1282	2.1286	2011-11-27 00:00:00
V	2347	2011-11-27 00:00:00	USD	EUR	1.0881	1.0882	2011-11-27 00:00:00
V	2348	2011-11-27 00:00:00	USD	FRF	7.1376	7.1383	2011-11-27 00:00:00
V	2349	2011-11-27 00:00:00	USD	GBP	0.6592	0.6596	2011-11-27 00:00:00
V	2350	2011-11-27 00:00:00	USD	JPY	108.59	108.674	2011-11-27 00:00:00
V	2351	2011-11-27 00:00:00	USD	MXN	9.5899	9.598	2011-11-27 00:00:00
V	2352	2011-11-27 00:00:00	USD	SAR	3.7505	3.758	2011-11-27 00:00:00
V	2353	2011-11-27 00:00:00	USD	VEB	679.3999	679.4199	2011-11-27 00:00:00
V	2354	2011-11-28 00:00:00	USD	ARS	0.9993	0.9991	2011-11-28 00:00:00
V	2355	2011-11-28 00:00:00	USD	AUD	1.7241	1.7239	2011-11-28 00:00:00
V	2356	2011-11-28 00:00:00	USD	BRL	1.839	1.834	2011-11-28 00:00:00
V	2357	2011-11-28 00:00:00	USD	CAD	1.4864	1.4785	2011-11-28 00:00:00
V	2358	2011-11-28 00:00:00	USD	CNY	8.2786	8.2779	2011-11-28 00:00:00
V	2359	2011-11-28 00:00:00	USD	DEM	2.1273	2.1267	2011-11-28 00:00:00
