\P\	Pos	StateProvinceID\
V	812479	50
V	812629	9
V	812777	53
V	812920	14
V	813074	79
V	813224	70
V	813371	117
V	813528	7
V	813673	9
V	813823	79
V	813980	70
V	814124	8
V	814269	9
V	814418	9
V	814566	7
V	814719	20
V	814867	161
V	815023	9
V	815169	177
V	815344	9
V	815496	9
V	815647	64
V	815793	79
V	815939	64
V	816092	9
V	816243	9
V	816392	9
V	816537	7
V	816692	9
V	816850	9
V	817004	9
V	817155	71
V	817310	58
V	817461	7
V	817610	79
V	817758	9
V	817905	9
V	818046	14
V	818198	7
V	818353	14
V	818500	71
V	818648	9
V	818804	79
V	818952	50
V	819103	58
V	819249	14
V	819399	50
V	819548	70
V	819700	77
V	819851	9
V	820001	9
V	820152	79
V	820305	1
V	820454	64
V	820606	9
V	820758	7
V	820907	161
V	821065	64
V	821212	64
V	821364	161
V	821528	50
V	821689	7
V	821839	58
V	821987	19
V	822136	77
V	822283	79
V	822427	9
V	822574	79
V	822721	145
V	822880	9
V	823028	58
V	823175	14
V	823324	7
V	823474	79
V	823619	9
V	823773	14
V	823924	58
V	824078	79
V	824230	58
V	824383	9
V	824537	14
V	824684	79
V	824837	79
V	824987	58
V	825135	14
V	825282	14
V	825425	9
V	825575	14
V	825725	79
V	825869	70
V	826017	14
V	826164	19
V	826312	7
V	826459	9
V	826607	9
V	826758	9
V	826907	9
V	827059	161
V	827221	9
V	827364	64
V	827516	145
V	827683	9
V	827827	7
V	827971	64
V	828123	9
V	828272	9
V	828423	14
V	828578	9
V	828728	19
V	828885	14
V	829031	79
V	829185	7
V	829331	14
V	829484	14
V	829626	53
V	829780	145
V	829951	179
V	830123	19
V	830272	58
V	830421	9
V	830569	161
V	830729	7
V	830876	7
V	831024	79
V	831181	50
V	831333	58
V	831479	14
V	831626	70
V	831772	7
V	831932	9
V	832083	9
V	832241	79
V	832381	9
V	832532	9
V	832684	7
V	832830	19
V	832976	53
V	833118	58
V	833270	50
V	833423	14
V	833568	9
V	833722	58
V	833876	50
V	834028	7
V	834177	77
V	834322	143
V	834484	9
V	834639	20
V	834784	7
V	834930	79
V	835084	9
V	835227	53
V	835368	79
V	835511	58
V	835666	161
V	835831	9
V	835982	7
V	836134	58
V	836281	64
V	836433	77
V	836582	178
V	836746	9
V	836896	70
V	837042	9
V	837197	79
V	837346	79
V	837489	161
V	837651	53
V	837793	9
V	837939	9
V	838085	145
V	838249	9
V	838402	77
V	838557	9
V	838709	19
V	838857	64
V	839004	9
V	839151	14
V	839297	9
V	839441	9
V	839591	179
V	839757	7
V	839901	70
V	840040	79
V	840189	7
V	840338	145
V	840501	178
V	840674	50
V	840824	70
V	840971	14
V	841115	7
V	841258	161
V	841423	14
V	841568	79
V	841715	79
V	841871	14
V	842028	9
V	842184	9
V	842332	14
V	842485	9
V	842637	66
V	842785	77
V	842935	7
V	843089	58
V	843240	79
V	843393	9
V	843536	7
V	843683	14
V	843834	127
V	843995	20
V	844150	79
V	844297	9
V	844449	7
V	844599	9
V	844753	50
V	844901	50
V	845054	79
V	845204	79
V	845354	50
V	845507	79
V	845662	70
V	845805	77
V	845956	9
V	846101	7
V	846250	7
V	846399	148
V	846564	9
V	846718	9
V	846865	9
V	847022	7
V	847164	64
V	847311	50
V	847457	9
V	847609	79
V	847759	14
V	847909	163
V	848073	77
V	848230	9
V	848379	9
V	848529	50
V	848682	50
V	848828	58
V	848975	178
V	849143	50
V	849286	58
V	849434	77
V	849582	79
V	849727	9
V	849879	14
V	850029	53
V	850190	77
V	850335	9
V	850488	178
V	850657	64
V	850806	9
V	850953	58
V	851104	9
V	851253	7
V	851398	9
V	851550	161
V	851711	7
V	851856	64
V	852011	9
V	852161	14
V	852305	7
V	852451	9
V	852603	79
V	852760	9
V	852898	19
V	853043	9
V	853189	79
V	853338	14
V	853490	70
V	853644	161
V	853802	77
V	853946	9
V	854103	20
V	854265	9
V	854421	50
V	854570	7
V	854711	79
V	854871	77
V	855019	143
V	855176	64
V	855329	9
V	855475	79
V	855621	9
V	855764	79
V	855914	163
V	856076	79
V	856229	19
V	856374	50
V	856528	53
V	856674	14
V	856818	7
V	856967	9
V	857112	9
V	857266	50
V	857410	70
V	857571	9
V	857723	58
V	857864	9
V	858007	131
V	858168	14
V	858315	9
V	858465	64
V	858620	14
V	858783	7
V	858941	20
V	859088	14
V	859237	9
V	859393	9
V	859538	77
V	859686	79
V	859836	7
V	859982	145
V	860149	53
V	860292	117
V	860454	79
V	860603	50
V	860763	79
V	860918	7
V	861066	79
V	861209	9
V	861355	58
V	861501	7
V	861644	9
V	861794	53
V	861941	9
V	862093	9
V	862238	50
V	862384	79
V	862533	9
V	862676	177
V	862840	70
V	862989	9
V	863137	70
V	863284	9
V	863431	79
V	863581	9
V	863731	50
V	863878	70
V	864030	58
V	864174	9
V	864322	9
V	864468	180
V	864622	64
V	864777	14
V	864930	66
V	865076	9
V	865227	14
V	865380	50
V	865533	77
V	865689	9
V	865838	58
V	865990	79
V	866143	9
V	866292	77
V	866443	50
V	866594	14
V	866740	64
V	866883	50
V	867036	70
V	867185	9
V	867340	79
V	867488	14
V	867634	14
V	867788	14
V	867932	9
V	868083	58
V	868238	178
V	868408	19
V	868562	79
V	868708	9
V	868857	9
V	869007	64
V	869156	161
V	869314	14
V	869461	161
V	869622	9
V	869769	7
V	869925	14
V	870069	64
V	870217	7
V	870368	19
V	870523	79
V	870666	9
V	870815	50
V	870961	9
V	871109	58
V	871259	77
V	871411	7
V	871554	79
V	871708	14
V	871862	9
V	872013	9
V	872162	9
V	872309	9
V	872463	14
V	872610	9
V	872763	7
V	872907	9
V	873058	66
V	873206	9
V	873354	79
V	873506	9
V	873658	7
V	873805	19
V	873956	58
V	874105	77
V	874263	9
V	874406	14
V	874554	9
V	874702	9
V	874844	9
V	874997	14
V	875148	14
V	875303	58
V	875451	64
V	875599	66
V	875741	9
V	875889	50
V	876038	79
V	876188	9
V	876336	9
V	876487	179
V	876651	14
V	876801	50
V	876950	58
V	877098	9
V	877250	14
V	877400	9
V	877553	14
V	877708	9
V	877853	9
V	878003	58
V	878151	20
V	878296	127
V	878470	14
V	878624	50
V	878765	9
V	878920	14
V	879069	9
V	879221	79
V	879375	14
V	879517	7
V	879668	9
V	879815	9
V	879959	9
V	880108	9
V	880258	77
V	880409	64
V	880558	66
V	880703	9
V	880847	50
V	880997	7
V	881142	50
V	881293	14
V	881444	79
V	881585	77
V	881730	9
V	881873	50
V	882023	66
V	882173	50
V	882330	9
V	882480	58
V	882630	8
V	882807	79
V	882960	66
V	883101	9
V	883250	7
V	883391	14
V	883547	9
V	883698	14
V	883848	9
V	884001	79
V	884149	79
V	884300	79
V	884454	14
V	884602	70
V	884746	9
V	884903	9
V	885062	9
V	885212	79
V	885367	178
V	885523	7
V	885677	9
V	885823	19
V	885972	50
V	886120	64
V	886271	58
V	886417	9
V	886570	181
V	886732	20
V	886881	9
V	887035	58
V	887178	53
V	887325	14
V	887477	9
V	887627	14
V	887773	66
V	887919	71
V	888060	77
V	888207	58
V	888355	50
V	888507	14
V	888662	9
V	888811	9
V	888962	79
V	889111	145
V	889272	50
V	889423	9
V	889574	53
V	889726	164
V	889893	9
V	890042	9
V	890192	9
V	890337	7
V	890485	50
V	890630	20
V	890781	64
V	890931	9
V	891084	9
V	891233	70
V	891387	79
V	891542	79
V	891698	14
V	891854	177
V	892012	7
V	892152	1
V	892299	79
V	892446	7
V	892598	50
V	892744	79
V	892892	164
V	893074	9
V	893226	71
V	893373	77
V	893521	79
V	893668	79
V	893815	50
V	893965	50
V	894119	79
V	894261	179
V	894416	8
V	894564	145
V	894720	179
V	894878	9
V	895021	164
V	895182	14
V	895335	53
V	895485	7
V	895636	19
V	895786	19
V	895928	14
V	896086	7
V	896228	64
V	896376	9
V	896524	58
V	896674	50
V	896828	7
V	896978	53
V	897127	50
V	897285	9
V	897437	64
V	897583	7
V	897728	7
V	897870	9
V	898019	14
V	898170	79
V	898314	9
V	898464	79
V	898613	7
V	898769	7
V	898918	7
V	899062	179
V	899224	9
V	899375	77
V	899530	14
V	899678	177
V	899837	8
V	899980	9
V	900128	9
V	900274	58
V	900424	77
V	900569	161
V	900726	14
V	900875	70
V	901017	179
V	901180	50
V	901329	79
V	901480	9
V	901624	7
V	901775	131
V	901934	50
V	902091	9
V	902241	7
V	902389	8
V	902534	163
V	902705	58
V	902855	79
V	903007	50
V	903155	19
V	903302	20
V	903443	9
V	903594	9
V	903748	79
V	903896	9
V	904040	66
V	904186	9
V	904329	9
V	904475	79
V	904627	50
V	904778	70
V	904924	53
V	905079	145
V	905237	9
V	905388	9
V	905534	64
V	905684	79
V	905833	7
V	905980	64
V	906132	9
V	906287	9
V	906443	9
V	906591	177
V	906752	179
V	906934	7
V	907082	50
V	907233	9
V	907384	58
V	907530	64
V	907681	9
V	907830	14
V	907977	20
V	908123	9
V	908274	7
V	908419	9
V	908568	79
V	908722	9
V	908872	7
V	909026	64
V	909171	7
V	909322	58
V	909467	79
V	909618	161
V	909783	79
V	909941	70
V	910099	7
V	910253	79
V	910397	177
V	910566	9
V	910715	179
V	910879	9
V	911033	79
V	911176	79
V	911326	161
V	911488	9
V	911642	58
V	911791	9
V	911938	9
V	912096	79
V	912249	9
V	912392	64
V	912538	58
V	912685	9
V	912837	14
V	912992	9
V	913144	14
V	913298	179
V	913465	79
V	913608	64
V	913760	9
V	913912	14
V	914065	179
V	914232	79
V	914391	50
V	914547	9
V	914693	9
V	914843	50
V	914991	14
V	915140	9
V	915283	14
V	915432	9
V	915576	79
V	915726	7
V	915879	50
V	916025	14
V	916177	53
V	916328	9
V	916477	7
V	916618	14
V	916769	7
V	916920	79
V	917066	9
V	917220	53
V	917369	50
V	917520	9
V	917662	14
V	917805	9
V	917956	79
V	918107	9
V	918268	53
V	918414	79
V	918565	9
V	918719	58
V	918870	161
V	919032	7
V	919182	9
V	919334	79
V	919478	79
V	919627	50
V	919778	14
V	919924	79
V	920069	19
V	920220	79
V	920367	79
V	920519	161
V	920678	7
V	920827	145
V	920988	14
V	921131	77
V	921279	9
V	921434	42
V	921585	79
V	921737	9
V	921883	9
V	922033	79
V	922179	14
V	922325	71
V	922470	79
V	922617	145
V	922774	177
V	922950	9
V	923092	50
V	923245	79
V	923391	9
V	923540	9
V	923688	7
V	923833	77
V	923979	9
V	924123	19
V	924267	9
V	924418	9
V	924567	53
V	924711	14
V	924858	9
V	925009	179
V	925169	20
V	925318	9
V	925466	14
V	925616	14
V	925757	77
V	925909	14
V	926069	77
V	926212	79
V	926361	14
V	926522	9
V	926672	77
V	926829	19
V	926976	7
V	927133	9
V	927279	14
V	927431	79
V	927581	7
V	927737	9
V	927887	9
V	928032	181
V	928192	9
V	928339	9
V	928486	7
V	928635	19
V	928785	70
V	928940	79
V	929087	7
V	929243	53
V	929388	161
V	929548	9
V	929698	53
V	929842	79
V	929988	14
V	930136	66
V	930284	58
V	930433	58
V	930583	9
V	930732	131
V	930897	58
V	931045	58
V	931190	77
V	931339	164
V	931501	9
V	931650	9
V	931803	14
V	931957	9
V	932116	58
V	932267	58
V	932416	9
V	932564	9
V	932712	14
V	932859	79
V	933007	20
V	933150	7
V	933298	9
V	933442	14
V	933593	9
V	933749	19
V	933893	50
V	934047	58
V	934200	79
V	934354	19
V	934502	14
V	934650	9
V	934803	79
V	934952	7
V	935104	77
V	935254	79
V	935401	70
V	935555	79
V	935699	145
V	935873	14
V	936020	14
V	936171	58
V	936320	19
V	936466	79
V	936609	50
V	936762	9
V	936912	79
V	937060	161
V	937220	9
V	937372	14
V	937514	58
V	937666	19
V	937810	9
V	937962	14
V	938114	14
V	938268	9
V	938412	7
V	938563	9
V	938711	145
V	938873	9
V	939019	79
V	939166	177
V	939330	79
V	939489	58
V	939640	79
V	939789	7
V	939944	163
V	940109	64
V	940259	14
V	940407	7
V	940557	53
V	940700	9
V	940848	79
V	940999	50
V	941148	14
V	941296	14
V	941444	79
V	941595	19
V	941743	9
V	941889	58
V	942044	77
V	942186	7
V	942334	14
V	942481	14
V	942622	7
V	942775	79
V	942922	9
V	943060	14
V	943217	7
V	943374	7
V	943524	9
V	943671	50
V	943824	9
V	943978	53
V	944122	79
V	944272	50
V	944419	64
V	944569	14
V	944720	53
V	944866	79
V	945012	70
V	945162	17
V	945315	7
V	945466	9
V	945615	161
V	945773	79
V	945931	19
V	946075	7
V	946225	178
V	946385	7
V	946534	161
V	946695	9
V	946842	79
V	946998	7
V	947139	58
V	947292	9
V	947444	70
V	947591	9
V	947741	50
V	947889	14
V	948038	50
V	948194	161
V	948352	50
V	948503	9
V	948650	9
V	948797	7
V	948947	79
V	949089	177
V	949264	9
V	949412	79
V	949568	79
V	949723	64
V	949875	58
V	950029	14
V	950183	8
V	950327	79
V	950468	79
V	950616	50
V	950766	19
V	950909	14
V	951061	64
V	951212	20
V	951358	58
V	951508	14
V	951657	14
V	951804	179
V	951964	64
V	952114	14
V	952260	79
V	952408	50
V	952556	9
V	952710	79
V	952861	64
V	953006	9
V	953150	50
V	953300	58
V	953450	70
V	953598	9
V	953749	9
V	953895	9
V	954041	9
V	954192	7
V	954340	50
V	954489	9
V	954639	9
V	954788	77
V	954928	77
V	955078	79
V	955223	9
V	955369	79
V	955512	9
V	955663	161
V	955825	7
V	955967	9
V	956123	9
V	956277	177
V	956438	7
V	956579	7
V	956729	9
V	956883	79
V	957036	14
V	957186	9
V	957337	79
V	957488	117
V	957652	14
V	957801	7
V	957951	7
V	958096	14
V	958247	79
V	958402	9
V	958561	14
V	958720	178
V	958889	7
V	959041	79
V	959192	53
V	959345	50
V	959492	50
V	959639	9
V	959785	14
V	959937	77
V	960082	79
V	960234	9
V	960384	9
V	960538	53
V	960700	58
V	960855	50
V	961013	64
V	961163	50
V	961319	9
V	961461	79
V	961614	143
V	961771	8
V	961921	58
V	962071	9
V	962224	9
V	962371	9
V	962523	50
V	962674	9
V	962828	58
V	962984	14
V	963131	79
V	963286	77
V	963432	14
V	963585	79
V	963731	14
V	963886	79
V	964037	9
V	964186	79
V	964325	9
V	964480	14
V	964635	9
V	964783	9
V	964927	50
V	965075	58
V	965226	79
V	965378	77
V	965525	179
V	965686	64
V	965830	79
V	965975	77
V	966121	14
V	966276	9
V	966431	7
V	966580	179
V	966746	79
V	966897	161
V	967050	9
V	967210	9
V	967364	145
V	967527	20
V	967679	9
V	967837	50
V	967984	9
V	968135	58
V	968284	148
V	968457	179
V	968623	9
V	968768	79
V	968924	9
V	969080	9
V	969232	79
V	969380	79
V	969531	9
V	969682	177
V	969848	9
V	970003	58
V	970156	9
V	970300	7
V	970448	9
V	970597	14
V	970746	9
V	970901	14
V	971054	14
V	971203	64
V	971354	79
V	971506	19
V	971648	79
V	971797	58
V	971950	77
V	972097	19
V	972242	14
V	972387	9
V	972540	79
V	972687	79
V	972833	50
V	972985	14
V	973132	9
V	973290	7
V	973444	7
V	973601	14
V	973756	9
V	973914	9
V	974061	50
V	974215	7
V	974360	70
V	974510	9
V	974657	9
V	974806	64
V	974955	9
V	975107	9
V	975254	7
V	975406	180
V	975565	79
V	975720	79
V	975870	20
V	976030	7
V	976183	77
V	976330	9
V	976479	14
V	976626	7
V	976771	64
V	976919	9
V	977068	20
V	977222	9
V	977376	50
V	977531	179
V	977693	14
V	977850	145
V	978013	79
V	978163	77
V	978319	9
V	978473	161
V	978633	145
V	978810	9
V	978963	145
V	979124	9
V	979281	9
V	979434	14
V	979580	9
V	979723	77
V	979864	9
V	980012	79
V	980157	9
V	980313	9
V	980470	14
V	980619	9
V	980766	9
V	980916	77
V	981062	9
V	981212	77
V	981358	70
V	981503	14
V	981649	9
V	981801	20
V	981951	9
V	982095	9
V	982242	7
V	982397	14
V	982550	9
V	982701	9
V	982854	77
V	983001	161
V	983168	164
V	983351	19
V	983512	58
V	983666	50
V	983816	79
V	983961	161
V	984124	9
V	984272	9
V	984424	64
V	984571	77
V	984718	79
V	984870	79
V	985017	14
V	985169	8
V	985327	79
V	985473	145
V	985633	179
V	985813	71
V	985959	19
V	986102	79
V	986253	9
V	986399	79
V	986556	58
V	986704	9
V	986858	9
V	987013	7
V	987159	177
V	987331	7
V	987480	14
V	987622	79
V	987771	7
V	987925	14
V	988078	79
V	988224	9
V	988374	177
V	988539	58
V	988689	58
V	988838	79
V	988987	145
V	989147	20
V	989301	14
V	989453	64
V	989602	14
V	989753	179
V	989931	14
V	990078	14
V	990227	179
V	990388	79
V	990542	161
V	990704	9
V	990852	58
V	991005	79
V	991147	177
V	991317	9
V	991469	164
V	991627	9
V	991779	79
V	991931	14
V	992079	14
V	992235	85
V	992389	19
V	992534	9
V	992687	14
V	992831	77
V	992984	7
V	993134	14
V	993280	79
V	993431	161
V	993603	9
V	993764	145
V	993932	14
V	994080	77
V	994229	9
V	994378	161
V	994533	9
V	994677	58
V	994834	161
V	995000	7
V	995150	9
V	995305	9
V	995458	58
V	995612	64
V	995765	50
V	995918	131
V	996091	9
V	996240	178
V	996411	58
V	996561	24
V	996710	85
V	996865	9
V	997009	161
V	997170	9
V	997317	14
V	997472	9
V	997622	77
V	997775	71
V	997919	19
V	998068	9
V	998224	79
V	998379	9
V	998529	14
V	998685	79
V	998838	79
V	998990	7
V	999140	58
V	999290	14
V	999444	7
V	999594	9
V	999748	7
V	999901	177
V	1000068	19
V	1000218	79
V	1000374	50
V	1000526	7
V	1000672	53
V	1000823	14
V	1000970	58
V	1001119	79
V	1001273	50
V	1001424	70
V	1001569	9
V	1001723	50
V	1001876	70
V	1002028	9
V	1002173	58
V	1002319	9
V	1002464	58
V	1002615	77
V	1002763	79
V	1002915	9
V	1003066	14
V	1003207	70
V	1003358	9
V	1003512	8
V	1003657	9
V	1003801	9
V	1003952	50
V	1004101	9
V	1004249	50
V	1004400	14
V	1004556	79
V	1004698	24
V	1004844	79
V	1004992	14
V	1005142	77
V	1005285	179
V	1005447	79
V	1005593	7
V	1005737	79
V	1005886	66
V	1006032	9
V	1006186	178
V	1006345	9
V	1006494	9
V	1006639	79
V	1006789	14
V	1006940	66
V	1007085	14
V	1007234	145
V	1007395	9
V	1007543	20
V	1007702	58
V	1007854	50
V	1007999	9
V	1008150	9
V	1008299	14
V	1008450	50
V	1008603	7
V	1008743	50
V	1008891	9
V	1009040	161
V	1009201	9
V	1009357	58
V	1009508	9
V	1009653	7
V	1009805	79
V	1009957	9
V	1010107	79
V	1010250	103
V	1010425	50
V	1010574	14
V	1010724	9
V	1010875	163
V	1011046	9
V	1011199	9
V	1011348	7
V	1011500	7
V	1011644	19
V	1011789	79
V	1011940	14
V	1012092	9
V	1012241	9
V	1012392	7
V	1012538	77
V	1012686	9
V	1012833	50
V	1012984	79
V	1013130	79
V	1013285	14
V	1013439	79
V	1013587	14
V	1013737	14
V	1013889	9
V	1014039	79
V	1014190	79
V	1014337	164
V	1014513	9
V	1014665	79
V	1014818	79
V	1014964	79
V	1015107	8
V	1015250	145
V	1015415	79
V	1015565	50
V	1015711	7
V	1015859	14
V	1016009	177
V	1016188	9
V	1016343	9
V	1016490	14
V	1016641	58
V	1016788	9
V	1016935	14
V	1017085	77
V	1017235	79
V	1017386	9
V	1017547	9
V	1017694	14
V	1017849	77
V	1017992	79
V	1018136	7
V	1018280	14
V	1018433	7
V	1018581	9
V	1018722	70
V	1018876	9
V	1019026	14
V	1019180	9
V	1019333	50
V	1019484	79
V	1019636	8
V	1019796	161
V	1019952	58
V	1020106	58
V	1020257	8
V	1020405	14
V	1020549	14
V	1020697	9
V	1020844	64
V	1020997	9
V	1021143	9
V	1021292	53
V	1021436	9
V	1021588	20
V	1021728	9
V	1021884	79
V	1022034	20
V	1022191	79
V	1022342	64
V	1022495	66
V	1022639	79
V	1022789	79
V	1022936	50
V	1023081	14
V	1023235	9
V	1023386	79
V	1023534	9
V	1023685	64
V	1023843	77
V	1023986	9
V	1024134	7
V	1024290	14
V	1024439	50
V	1024592	53
V	1024745	161
V	1024907	9
V	1025060	9
V	1025204	70
V	1025360	9
V	1025509	7
V	1025660	178
V	1025831	7
V	1025983	14
V	1026128	70
V	1026278	79
V	1026428	14
V	1026579	79
V	1026728	79
V	1026878	79
V	1027023	9
V	1027176	79
V	1027326	9
V	1027476	64
V	1027624	64
V	1027774	79
V	1027928	9
V	1028084	9
V	1028239	58
V	1028384	9
V	1028530	58
V	1028681	161
V	1028846	9
V	1028996	79
V	1029143	9
V	1029290	50
V	1029437	77
V	1029585	58
V	1029735	7
V	1029878	14
V	1030029	7
V	1030176	7
V	1030323	145
V	1030488	166
V	1030648	9
V	1030797	50
V	1030948	64
V	1031096	79
V	1031243	9
V	1031391	145
V	1031549	79
V	1031696	20
V	1031836	9
V	1031983	58
V	1032133	20
V	1032275	79
V	1032424	9
V	1032578	20
V	1032743	64
V	1032898	50
V	1033051	79
V	1033203	58
V	1033349	66
V	1033495	58
V	1033646	79
V	1033797	19
V	1033949	145
V	1034126	9
V	1034271	7
V	1034425	9
V	1034573	58
V	1034727	64
V	1034876	58
V	1035019	179
V	1035192	9
V	1035350	58
V	1035504	9
V	1035654	14
V	1035794	161
V	1035955	9
V	1036106	53
V	1036262	14
V	1036406	7
V	1036561	58
V	1036714	50
V	1036863	9
V	1037021	79
V	1037174	79
V	1037330	178
V	1037505	58
V	1037651	145
V	1037810	64
V	1037957	9
V	1038104	58
V	1038257	64
V	1038408	9
V	1038563	79
V	1038714	79
V	1038865	9
V	1039012	14
V	1039164	58
V	1039313	14
V	1039469	9
V	1039616	14
V	1039768	145
V	1039924	58
V	1040070	77
V	1040218	9
V	1040373	9
V	1040525	64
V	1040673	14
V	1040825	117
V	1041000	164
V	1041179	14
V	1041321	64
V	1041471	7
V	1041624	58
V	1041774	70
V	1041928	7
V	1042078	9
V	1042225	71
V	1042375	53
V	1042520	79
V	1042673	50
V	1042822	50
V	1042972	145
V	1043146	79
V	1043297	64
V	1043448	9
V	1043598	79
V	1043750	77
V	1043899	58
V	1044061	77
V	1044210	70
V	1044363	58
V	1044510	53
V	1044653	14
V	1044809	50
V	1044958	8
V	1045095	79
V	1045244	161
V	1045407	79
V	1045554	164
V	1045721	9
V	1045875	50
V	1046028	9
V	1046186	14
V	1046341	77
V	1046490	64
V	1046639	77
V	1046789	20
V	1046932	9
V	1047083	9
V	1047235	50
V	1047383	7
V	1047536	50
V	1047693	164
V	1047862	58
V	1048008	79
V	1048153	66
V	1048299	164
V	1048463	7
V	1048616	14
V	1048763	77
V	1048915	79
V	1049068	79
V	1049216	7
V	1049363	77
V	1049513	79
V	1049655	9
V	1049801	79
V	1049958	58
V	1050104	64
V	1050258	9
V	1050409	9
V	1050562	64
V	1050712	58
V	1050859	58
V	1051010	20
V	1051163	50
V	1051312	131
V	1051472	58
V	1051624	77
V	1051773	58
V	1051923	8
V	1052069	9
V	1052212	9
V	1052363	64
V	1052516	14
V	1052670	58
V	1052817	9
V	1052964	131
V	1053139	79
V	1053287	9
V	1053438	7
V	1053581	53
V	1053723	9
V	1053875	179
V	1054038	70
V	1054186	7
V	1054338	14
V	1054495	9
V	1054645	7
V	1054787	79
V	1054934	9
V	1055083	14
V	1055231	14
V	1055380	79
V	1055531	14
V	1055677	79
V	1055832	9
V	1055976	9
V	1056132	64
V	1056287	8
V	1056435	131
V	1056598	70
V	1056750	9
V	1056893	50
V	1057050	58
V	1057197	19
V	1057345	9
V	1057496	103
V	1057655	143
V	1057807	14
V	1057963	77
V	1058110	164
V	1058268	14
V	1058419	9
V	1058570	14
V	1058723	50
V	1058874	145
V	1059035	64
V	1059184	14
V	1059337	9
V	1059491	79
V	1059635	79
V	1059786	58
V	1059936	70
V	1060078	9
V	1060221	163
V	1060384	7
V	1060541	20
V	1060684	58
V	1060831	7
V	1060973	79
V	1061121	70
V	1061267	79
V	1061412	9
V	1061557	58
V	1061708	50
V	1061857	58
V	1062004	77
V	1062150	9
V	1062301	9
V	1062452	9
V	1062602	19
V	1062761	178
V	1062926	131
V	1063087	58
V	1063234	79
V	1063382	79
V	1063533	50
V	1063686	9
V	1063838	58
V	1063990	64
V	1064142	14
V	1064296	145
V	1064460	77
V	1064612	70
V	1064764	9
V	1064913	79
V	1065058	8
V	1065199	9
V	1065343	9
V	1065491	50
V	1065645	50
V	1065800	161
V	1065960	9
V	1066111	14
V	1066261	77
V	1066413	9
V	1066563	79
V	1066720	9
V	1066865	79
V	1067024	9
V	1067170	9
V	1067316	50
V	1067460	53
V	1067614	50
V	1067758	7
V	1067900	14
V	1068047	77
V	1068204	161
V	1068364	79
V	1068513	9
V	1068668	9
V	1068818	79
V	1068963	53
V	1069106	9
V	1069257	145
V	1069421	7
V	1069575	9
V	1069727	14
V	1069891	79
V	1070045	7
V	1070189	79
V	1070338	143
V	1070501	9
V	1070646	50
V	1070792	58
V	1070942	50
V	1071094	9
V	1071255	70
V	1071410	20
V	1071558	79
V	1071706	79
V	1071853	58
V	1072002	58
V	1072152	9
V	1072303	14
V	1072447	14
V	1072592	7
V	1072736	7
V	1072887	9
V	1073030	161
V	1073185	79
V	1073331	50
V	1073481	79
V	1073625	9
V	1073776	58
V	1073928	9
V	1074081	58
V	1074234	79
V	1074380	79
V	1074538	9
V	1074689	14
V	1074837	7
V	1074988	177
V	1075150	161
V	1075319	9
V	1075464	7
V	1075609	161
V	1075771	58
V	1075922	79
V	1076073	79
V	1076228	178
V	1076403	9
V	1076558	50
V	1076710	64
V	1076861	50
V	1077010	58
V	1077163	79
V	1077311	71
V	1077458	9
V	1077610	9
V	1077759	145
V	1077918	79
V	1078072	14
V	1078228	179
V	1078390	79
V	1078540	14
V	1078685	77
V	1078834	9
V	1078979	66
V	1079126	79
V	1079276	14
V	1079419	9
V	1079565	8
V	1079712	8
V	1079853	50
V	1080000	8
V	1080136	9
V	1080286	8
V	1080443	58
V	1080592	58
V	1080748	145
V	1080909	9
V	1081060	7
V	1081209	50
V	1081355	9
V	1081504	9
V	1081650	58
V	1081801	9
V	1081950	14
V	1082101	79
V	1082242	14
V	1082384	53
V	1082528	79
V	1082683	71
V	1082826	54
V	1082970	50
V	1083116	58
V	1083268	14
V	1083421	79
V	1083568	14
V	1083716	9
V	1083862	64
V	1084006	9
V	1084160	50
V	1084312	7
V	1084456	9
V	1084607	50
V	1084753	64
V	1084898	7
V	1085052	7
V	1085202	79
V	1085356	77
V	1085504	164
V	1085670	66
V	1085816	58
V	1085963	79
V	1086113	8
V	1086253	20
V	1086397	64
V	1086550	79
V	1086697	14
V	1086841	79
V	1086991	9
V	1087141	161
V	1087305	77
V	1087461	58
V	1087610	9
V	1087758	14
V	1087909	77
V	1088062	79
V	1088206	9
V	1088353	9
V	1088498	9
V	1088644	64
V	1088793	70
V	1088935	79
V	1089084	58
V	1089231	53
V	1089376	53
V	1089520	9
V	1089671	79
V	1089824	177
V	1090006	58
V	1090153	7
V	1090300	79
V	1090452	164
V	1090628	64
V	1090780	9
V	1090935	9
V	1091082	70
V	1091250	58
V	1091400	79
V	1091549	64
V	1091693	7
V	1091838	79
V	1091982	9
V	1092130	64
V	1092276	9
V	1092426	9
V	1092572	50
V	1092726	66
V	1092874	7
V	1093019	161
V	1093178	14
V	1093326	9
V	1093469	64
V	1093621	77
V	1093768	9
V	1093913	7
V	1094058	14
V	1094208	79
V	1094357	50
V	1094506	79
V	1094658	58
V	1094805	79
V	1094963	7
V	1095112	53
V	1095259	7
V	1095405	14
V	1095557	79
V	1095708	50
V	1095863	9
V	1096004	79
V	1096157	161
V	1096318	14
V	1096474	77
V	1096622	178
V	1096786	64
V	1096936	77
V	1097083	14
V	1097236	79
V	1097379	14
V	1097535	9
V	1097694	64
V	1097843	79
V	1097995	79
V	1098142	19
V	1098305	58
V	1098458	177
V	1098622	50
V	1098784	77
V	1098934	14
V	1099085	9
V	1099230	9
V	1099387	9
V	1099542	70
V	1099706	9
