\P\	Pos	ProductAssemblyID\
V	142600	958
V	142667	958
V	142734	958
V	142801	958
V	142868	959
V	142934	959
V	143000	959
V	143067	959
V	143134	959
V	143200	959
V	143267	959
V	143333	959
V	143400	959
V	143467	959
V	143534	959
V	143601	959
V	143668	959
V	143735	959
V	143802	960
V	143869	960
V	143935	960
V	144002	960
V	144069	960
V	144136	960
V	144203	960
V	144269	960
V	144336	960
V	144403	960
V	144470	960
V	144556	960
V	144623	960
V	144690	960
V	144757	960
V	144824	961
V	144891	961
V	144958	961
V	145025	961
V	145092	961
V	145159	961
V	145226	961
V	145293	961
V	145359	961
V	145425	961
V	145510	961
V	145576	961
V	145643	961
V	145709	961
V	145775	961
V	145842	962
V	145908	962
V	145975	962
V	146042	962
V	146109	962
V	146175	962
V	146242	962
V	146309	962
V	146375	962
V	146461	962
V	146527	962
V	146593	962
V	146660	962
V	146726	962
V	146792	962
V	146859	963
V	146926	963
V	146993	963
V	147060	963
V	147127	963
V	147194	963
V	147261	963
V	147328	963
V	147394	963
V	147460	963
V	147526	963
V	147593	963
V	147659	963
V	147725	963
V	147792	964
V	147859	964
V	147925	964
V	147992	964
V	148059	964
V	148126	964
V	148193	964
V	148260	964
V	148327	964
V	148394	964
V	148461	964
V	148528	964
V	148595	964
V	148662	964
V	148747	964
V	148813	965
V	148880	965
V	148946	965
V	149013	965
V	149080	965
V	149147	965
V	149214	965
V	149281	965
V	149348	965
V	149434	965
V	149501	965
V	149568	965
V	149635	965
V	149702	965
V	149769	965
V	149835	966
V	149901	966
V	149968	966
V	150035	966
V	150102	966
V	150188	966
V	150255	966
V	150321	966
V	150388	966
V	150455	966
V	150520	966
V	150605	966
V	150671	966
V	150738	966
V	150803	966
V	150870	966
V	150935	967
V	151002	967
V	151069	967
V	151136	967
V	151203	967
V	151270	967
V	151337	967
V	151404	967
V	151471	967
V	151556	967
V	151621	967
V	151687	967
V	151754	967
V	151819	967
V	151886	967
V	151951	968
V	152017	968
V	152084	968
V	152151	968
V	152218	968
V	152284	968
V	152350	968
V	152416	968
V	152483	968
V	152548	968
V	152614	968
V	152681	968
V	152746	968
V	152813	968
V	152878	969
V	152944	969
V	153030	969
V	153096	969
V	153182	969
V	153249	969
V	153316	969
V	153383	969
V	153449	969
V	153515	969
V	153582	969
V	153649	969
V	153716	969
V	153802	969
V	153869	969
V	153936	969
V	154003	969
V	154070	970
V	154137	970
V	154202	970
V	154269	970
V	154336	970
V	154403	970
V	154470	970
V	154536	970
V	154603	970
V	154670	970
V	154737	970
V	154804	970
V	154871	970
V	154938	970
V	155023	970
V	155089	971
V	155174	971
V	155240	971
V	155305	971
V	155372	971
V	155458	971
V	155525	971
V	155592	971
V	155658	971
V	155744	971
V	155830	971
V	155896	971
V	155963	971
V	156030	971
V	156097	971
V	156164	971
V	156231	971
V	156298	971
V	156364	972
V	156431	972
V	156516	972
V	156581	972
V	156648	972
V	156715	972
V	156782	972
V	156849	972
V	156935	972
V	157002	972
V	157088	972
V	157155	972
V	157222	972
V	157289	972
V	157375	972
V	157442	972
V	157509	972
V	157576	972
V	157642	973
V	157708	973
V	157794	973
V	157861	973
V	157928	973
V	157995	973
V	158062	973
V	158129	973
V	158215	973
V	158282	973
V	158348	973
V	158415	973
V	158482	973
V	158549	973
V	158616	973
V	158683	973
V	158749	974
V	158816	974
V	158883	974
V	158949	974
V	159016	974
V	159083	974
V	159150	974
V	159217	974
V	159283	974
V	159349	974
V	159416	974
V	159483	974
V	159550	974
V	159616	974
V	159683	975
V	159749	975
V	159816	975
V	159882	975
V	159949	975
V	160016	975
V	160083	975
V	160169	975
V	160236	975
V	160302	975
V	160368	975
V	160435	975
V	160502	975
V	160569	975
V	160635	975
V	160702	976
V	160769	976
V	160854	976
V	160921	976
V	160987	976
V	161054	976
V	161121	976
V	161187	976
V	161254	976
V	161320	976
V	161386	976
V	161453	976
V	161520	976
V	161587	976
V	161653	976
V	161720	977
V	161787	977
V	161854	977
V	161920	977
V	161987	977
V	162054	977
V	162121	977
V	162188	977
V	162255	977
V	162322	977
V	162389	977
V	162455	977
V	162522	977
V	162589	977
V	162655	978
V	162722	978
V	162789	978
V	162856	978
V	162923	978
V	162990	978
V	163057	978
V	163124	978
V	163191	978
V	163256	978
V	163323	978
V	163390	978
V	163457	978
V	163524	978
V	163591	979
V	163657	979
V	163724	979
V	163791	979
V	163858	979
V	163924	979
V	163991	979
V	164077	979
V	164144	979
V	164211	979
V	164276	979
V	164343	979
V	164410	979
V	164477	979
V	164544	979
V	164630	979
V	164697	980
V	164783	980
V	164850	980
V	164917	980
V	164983	980
V	165050	980
V	165135	980
V	165201	980
V	165268	980
V	165333	980
V	165400	980
V	165467	980
V	165553	980
V	165619	980
V	165686	980
V	165753	980
V	165820	980
V	165886	981
V	165953	981
V	166019	981
V	166086	981
V	166151	981
V	166218	981
V	166285	981
V	166352	981
V	166417	981
V	166484	981
V	166551	981
V	166637	981
V	166704	981
V	166771	981
V	166838	981
V	166905	982
V	166991	982
V	167058	982
V	167124	982
V	167191	982
V	167256	982
V	167341	982
V	167407	982
V	167474	982
V	167541	982
V	167606	982
V	167673	982
V	167740	982
V	167807	982
V	167874	982
V	167941	982
V	168008	983
V	168075	983
V	168160	983
V	168226	983
V	168293	983
V	168358	983
V	168425	983
V	168492	983
V	168559	983
V	168624	983
V	168691	983
V	168758	983
V	168825	983
V	168892	983
V	168959	983
V	169026	984
V	169093	984
V	169160	984
V	169227	984
V	169294	984
V	169361	984
V	169428	984
V	169495	984
V	169561	984
V	169628	984
V	169695	984
V	169781	984
V	169848	984
V	169912	984
V	169978	984
V	170045	985
V	170112	985
V	170179	985
V	170265	985
V	170331	985
V	170398	985
V	170464	985
V	170531	985
V	170598	985
V	170665	985
V	170751	985
V	170817	985
V	170883	985
V	170949	985
V	171016	985
V	171083	985
V	171150	986
V	171217	986
V	171284	986
V	171350	986
V	171417	986
V	171484	986
V	171551	986
V	171618	986
V	171685	986
V	171751	986
V	171836	986
V	171902	986
V	171968	986
V	172035	986
V	172102	986
V	172169	987
V	172236	987
V	172303	987
V	172369	987
V	172436	987
V	172502	987
V	172569	987
V	172636	987
V	172703	987
V	172769	987
V	172835	987
V	172901	987
V	172968	987
V	173035	987
V	173102	988
V	173169	988
V	173236	988
V	173302	988
V	173369	988
V	173436	988
V	173503	988
V	173569	988
V	173636	988
V	173703	988
V	173769	988
V	173835	988
V	173902	988
V	173969	988
V	174036	989
V	174102	989
V	174169	989
V	174236	989
V	174303	989
V	174370	989
V	174437	989
V	174504	989
V	174571	989
V	174637	989
V	174704	989
V	174769	989
V	174836	989
V	174902	989
V	174969	990
V	175036	990
V	175102	990
V	175168	990
V	175235	990
V	175302	990
V	175368	990
V	175435	990
V	175502	990
V	175568	990
V	175635	990
V	175701	990
V	175768	990
V	175835	990
V	175902	991
V	175968	991
V	176034	991
V	176100	991
V	176167	991
V	176234	991
V	176301	991
V	176368	991
V	176435	991
V	176501	991
V	176568	991
V	176634	991
V	176701	991
V	176768	991
V	176835	992
V	176902	992
V	176968	992
V	177034	992
V	177101	992
V	177168	992
V	177234	992
V	177301	992
V	177367	992
V	177433	992
V	177500	992
V	177585	992
V	177651	992
V	177718	992
V	177785	992
V	177852	993
V	177918	993
V	177984	993
V	178050	993
V	178117	993
V	178184	993
V	178251	993
V	178318	993
V	178383	993
V	178450	993
V	178517	993
V	178583	993
V	178650	993
V	178717	993
V	178784	994
V	178850	994
V	178917	995
V	178983	995
V	179050	996
V	179116	996
V	179183	997
V	179250	997
V	179317	997
V	179384	997
V	179451	997
V	179517	997
V	179584	997
V	179651	997
V	179718	997
V	179785	997
V	179852	997
V	179919	997
V	179984	997
V	180049	997
V	180116	998
V	180183	998
V	180250	998
V	180317	998
V	180384	998
V	180450	998
V	180516	998
V	180582	998
V	180668	998
V	180735	998
V	180821	998
V	180888	998
V	180955	998
V	181022	998
V	181087	998
V	181152	998
V	181219	999
V	181286	999
V	181352	999
V	181438	999
V	181505	999
V	181572	999
V	181638	999
V	181705	999
V	181772	999
V	181839	999
V	181906	999
V	181973	999
V	182040	999
V	182105	999
V	182190	999
V	182255	999
