\P\	Pos	FromCurrencyCode\
V	118961	USD
V	119029	USD
V	119098	USD
V	119167	USD
V	119235	USD
V	119304	USD
V	119372	USD
V	119443	USD
V	119511	USD
V	119580	USD
V	119646	USD
V	119715	USD
V	119784	USD
V	119851	USD
V	119920	USD
V	119989	USD
V	120058	USD
V	120127	USD
V	120196	USD
V	120265	USD
V	120335	USD
V	120404	USD
V	120473	USD
V	120544	USD
V	120613	USD
V	120682	USD
V	120750	USD
V	120819	USD
V	120888	USD
V	120957	USD
V	121026	USD
V	121094	USD
V	121162	USD
V	121232	USD
V	121300	USD
V	121369	USD
V	121440	USD
V	121509	USD
V	121578	USD
V	121645	USD
V	121714	USD
V	121783	USD
V	121852	USD
V	121921	USD
V	121990	USD
V	122058	USD
V	122128	USD
V	122197	USD
V	122265	USD
V	122334	USD
V	122403	USD
V	122472	USD
V	122539	USD
V	122605	USD
V	122674	USD
V	122741	USD
V	122810	USD
V	122879	USD
V	122948	USD
V	123018	USD
V	123086	USD
V	123155	USD
V	123225	USD
V	123294	USD
V	123363	USD
V	123430	USD
V	123497	USD
V	123566	USD
V	123635	USD
V	123704	USD
V	123773	USD
V	123842	USD
V	123913	USD
V	123981	USD
V	124050	USD
V	124118	USD
V	124187	USD
V	124255	USD
V	124322	USD
V	124391	USD
V	124460	USD
V	124529	USD
V	124597	USD
V	124665	USD
V	124734	USD
V	124803	USD
V	124872	USD
V	124941	USD
V	125011	USD
V	125080	USD
V	125149	USD
V	125216	USD
V	125285	USD
V	125354	USD
V	125423	USD
V	125492	USD
V	125561	USD
V	125628	USD
V	125699	USD
V	125767	USD
V	125836	USD
V	125906	USD
V	125975	USD
V	126044	USD
V	126111	USD
V	126179	USD
V	126248	USD
V	126317	USD
V	126386	USD
V	126455	USD
V	126524	USD
V	126596	USD
V	126664	USD
V	126733	USD
V	126804	USD
V	126873	USD
V	126941	USD
V	127009	USD
V	127078	USD
V	127147	USD
V	127216	USD
V	127285	USD
V	127353	USD
V	127422	USD
V	127493	USD
V	127561	USD
V	127630	USD
V	127698	USD
V	127767	USD
V	127836	USD
V	127903	USD
V	127972	USD
V	128041	USD
V	128110	USD
V	128179	USD
V	128247	USD
V	128316	USD
V	128386	USD
V	128454	USD
V	128523	USD
V	128594	USD
V	128663	USD
V	128732	USD
V	128798	USD
V	128867	USD
V	128936	USD
V	129005	USD
V	129074	USD
V	129143	USD
V	129212	USD
V	129283	USD
V	129349	USD
V	129418	USD
V	129487	USD
V	129556	USD
V	129625	USD
V	129692	USD
V	129761	USD
V	129829	USD
V	129898	USD
V	129967	USD
V	130036	USD
V	130105	USD
V	130175	USD
V	130241	USD
V	130310	USD
V	130378	USD
V	130447	USD
V	130516	USD
V	130583	USD
V	130651	USD
V	130718	USD
V	130786	USD
V	130855	USD
V	130924	USD
V	130993	USD
V	131063	USD
V	131129	USD
V	131198	USD
V	131266	USD
V	131335	USD
V	131404	USD
V	131471	USD
V	131540	USD
V	131609	USD
V	131678	USD
V	131747	USD
V	131816	USD
V	131885	USD
V	131955	USD
V	132024	USD
V	132093	USD
V	132164	USD
V	132233	USD
V	132302	USD
V	132369	USD
V	132438	USD
V	132507	USD
V	132575	USD
V	132644	USD
V	132713	USD
V	132782	USD
V	132853	USD
V	132921	USD
V	132990	USD
V	133059	USD
V	133128	USD
V	133197	USD
V	133265	USD
V	133334	USD
V	133403	USD
V	133472	USD
V	133541	USD
V	133610	USD
V	133677	USD
V	133748	USD
V	133816	USD
V	133885	USD
V	133954	USD
V	134023	USD
V	134092	USD
V	134161	USD
V	134229	USD
V	134298	USD
V	134367	USD
V	134436	USD
V	134505	USD
V	134574	USD
V	134646	USD
V	134715	USD
V	134784	USD
V	134856	USD
V	134925	USD
V	134994	USD
V	135062	USD
V	135131	USD
V	135200	USD
V	135269	USD
V	135338	USD
V	135405	USD
V	135472	USD
V	135544	USD
V	135611	USD
V	135680	USD
V	135751	USD
V	135819	USD
V	135888	USD
V	135955	USD
V	136023	USD
V	136092	USD
V	136161	USD
V	136230	USD
V	136299	USD
V	136368	USD
V	136437	USD
V	136505	USD
V	136574	USD
V	136643	USD
V	136712	USD
V	136781	USD
V	136849	USD
V	136918	USD
V	136987	USD
V	137056	USD
V	137124	USD
V	137193	USD
V	137261	USD
V	137331	USD
V	137398	USD
V	137467	USD
V	137536	USD
V	137605	USD
V	137674	USD
V	137741	USD
V	137810	USD
V	137877	USD
V	137946	USD
V	138015	USD
V	138083	USD
V	138152	USD
V	138223	USD
V	138292	USD
V	138359	USD
V	138429	USD
V	138498	USD
V	138567	USD
V	138636	USD
V	138705	USD
V	138774	USD
V	138843	USD
V	138912	USD
V	138980	USD
V	139049	USD
V	139119	USD
V	139186	USD
V	139255	USD
V	139326	USD
V	139393	USD
V	139462	USD
V	139530	USD
V	139599	USD
V	139666	USD
V	139735	USD
V	139803	USD
V	139872	USD
V	139941	USD
V	140012	USD
V	140081	USD
V	140150	USD
V	140219	USD
V	140287	USD
V	140356	USD
V	140423	USD
V	140492	USD
V	140561	USD
V	140629	USD
V	140698	USD
V	140767	USD
V	140836	USD
V	140907	USD
V	140974	USD
V	141043	USD
V	141112	USD
V	141180	USD
V	141249	USD
V	141316	USD
V	141385	USD
V	141454	USD
V	141523	USD
V	141592	USD
V	141660	USD
V	141728	USD
V	141799	USD
V	141865	USD
V	141934	USD
V	142002	USD
V	142071	USD
V	142140	USD
V	142209	USD
V	142277	USD
V	142346	USD
V	142415	USD
V	142484	USD
V	142553	USD
V	142621	USD
V	142693	USD
V	142761	USD
V	142830	USD
V	142900	USD
V	142969	USD
V	143038	USD
V	143106	USD
V	143175	USD
V	143244	USD
V	143313	USD
V	143382	USD
V	143451	USD
V	143520	USD
V	143591	USD
V	143660	USD
V	143728	USD
V	143801	USD
V	143870	USD
V	143939	USD
V	144008	USD
V	144076	USD
V	144145	USD
V	144214	USD
V	144282	USD
V	144351	USD
V	144420	USD
V	144491	USD
V	144558	USD
V	144627	USD
V	144697	USD
V	144765	USD
V	144834	USD
V	144902	USD
V	144970	USD
V	145039	USD
V	145107	USD
V	145176	USD
V	145245	USD
V	145314	USD
V	145386	USD
V	145453	USD
V	145522	USD
V	145590	USD
V	145659	USD
V	145728	USD
V	145797	USD
V	145866	USD
V	145935	USD
V	146004	USD
V	146073	USD
V	146142	USD
V	146211	USD
V	146282	USD
V	146351	USD
V	146420	USD
V	146486	USD
V	146554	USD
V	146623	USD
V	146691	USD
V	146760	USD
V	146829	USD
V	146898	USD
V	146966	USD
V	147035	USD
V	147103	USD
V	147174	USD
V	147242	USD
V	147311	USD
V	147382	USD
V	147451	USD
V	147520	USD
V	147586	USD
V	147655	USD
V	147724	USD
V	147793	USD
V	147862	USD
V	147928	USD
V	147997	USD
V	148068	USD
V	148136	USD
V	148205	USD
V	148278	USD
V	148347	USD
V	148416	USD
V	148484	USD
V	148553	USD
V	148622	USD
V	148691	USD
V	148760	USD
V	148829	USD
V	148898	USD
V	148967	USD
V	149034	USD
V	149103	USD
V	149176	USD
V	149245	USD
V	149314	USD
V	149382	USD
V	149451	USD
V	149520	USD
V	149589	USD
V	149657	USD
V	149726	USD
V	149795	USD
V	149866	USD
V	149933	USD
V	150002	USD
V	150075	USD
V	150144	USD
V	150213	USD
V	150282	USD
V	150351	USD
V	150420	USD
V	150489	USD
V	150558	USD
V	150627	USD
V	150696	USD
V	150769	USD
V	150837	USD
V	150906	USD
V	150979	USD
V	151048	USD
V	151117	USD
V	151185	USD
V	151254	USD
V	151323	USD
V	151391	USD
V	151460	USD
V	151528	USD
V	151597	USD
V	151668	USD
V	151737	USD
V	151806	USD
V	151876	USD
V	151945	USD
V	152014	USD
V	152083	USD
V	152151	USD
V	152220	USD
V	152289	USD
V	152358	USD
V	152425	USD
V	152494	USD
V	152565	USD
V	152634	USD
V	152703	USD
V	152773	USD
V	152842	USD
V	152911	USD
V	152979	USD
V	153048	USD
V	153117	USD
V	153185	USD
V	153254	USD
V	153323	USD
V	153392	USD
V	153464	USD
V	153533	USD
V	153601	USD
V	153669	USD
V	153738	USD
V	153807	USD
V	153875	USD
V	153944	USD
V	154013	USD
V	154082	USD
V	154151	USD
V	154220	USD
V	154288	USD
V	154359	USD
V	154427	USD
V	154496	USD
V	154567	USD
V	154636	USD
V	154704	USD
V	154771	USD
V	154840	USD
V	154909	USD
V	154976	USD
V	155044	USD
V	155113	USD
V	155182	USD
V	155252	USD
V	155318	USD
V	155387	USD
V	155458	USD
V	155527	USD
V	155596	USD
V	155664	USD
V	155733	USD
V	155800	USD
V	155869	USD
V	155937	USD
V	156006	USD
V	156075	USD
V	156146	USD
V	156214	USD
V	156283	USD
V	156354	USD
V	156423	USD
V	156492	USD
V	156560	USD
V	156629	USD
V	156697	USD
V	156766	USD
V	156835	USD
V	156904	USD
V	156973	USD
V	157045	USD
V	157113	USD
V	157182	USD
V	157251	USD
V	157320	USD
V	157389	USD
V	157456	USD
V	157525	USD
V	157594	USD
V	157663	USD
V	157731	USD
V	157800	USD
V	157869	USD
V	157938	USD
V	158006	USD
V	158074	USD
V	158145	USD
V	158214	USD
V	158283	USD
V	158349	USD
V	158418	USD
V	158487	USD
V	158556	USD
V	158624	USD
V	158693	USD
V	158761	USD
V	158832	USD
V	158900	USD
V	158969	USD
V	159037	USD
V	159106	USD
V	159175	USD
V	159243	USD
V	159312	USD
V	159381	USD
V	159450	USD
V	159519	USD
V	159588	USD
V	159656	USD
V	159726	USD
V	159794	USD
V	159862	USD
V	159929	USD
V	159998	USD
V	160067	USD
V	160135	USD
V	160204	USD
V	160273	USD
V	160342	USD
V	160411	USD
V	160480	USD
V	160549	USD
V	160619	USD
V	160687	USD
V	160755	USD
V	160828	USD
V	160897	USD
V	160966	USD
V	161033	USD
V	161102	USD
V	161171	USD
V	161240	USD
V	161309	USD
V	161378	USD
V	161447	USD
V	161516	USD
V	161584	USD
V	161653	USD
V	161724	USD
V	161793	USD
V	161862	USD
V	161929	USD
V	161998	USD
V	162067	USD
V	162136	USD
V	162205	USD
V	162274	USD
V	162343	USD
V	162414	USD
V	162482	USD
V	162551	USD
V	162624	USD
V	162693	USD
V	162762	USD
V	162829	USD
V	162898	USD
V	162967	USD
V	163036	USD
V	163105	USD
V	163174	USD
V	163242	USD
V	163313	USD
V	163380	USD
V	163449	USD
V	163517	USD
V	163586	USD
V	163655	USD
V	163720	USD
V	163789	USD
V	163857	USD
V	163926	USD
V	163995	USD
V	164068	USD
V	164135	USD
V	164204	USD
V	164275	USD
V	164343	USD
V	164412	USD
V	164478	USD
V	164547	USD
V	164616	USD
V	164685	USD
V	164754	USD
V	164824	USD
V	164893	USD
V	164962	USD
V	165031	USD
V	165100	USD
V	165169	USD
V	165236	USD
V	165305	USD
V	165374	USD
V	165443	USD
V	165512	USD
V	165583	USD
V	165651	USD
V	165720	USD
V	165788	USD
V	165857	USD
V	165926	USD
V	165992	USD
V	166061	USD
V	166130	USD
V	166199	USD
V	166267	USD
V	166339	USD
V	166408	USD
V	166477	USD
V	166545	USD
V	166614	USD
V	166683	USD
V	166749	USD
V	166818	USD
V	166887	USD
V	166956	USD
V	167024	USD
V	167094	USD
V	167161	USD
V	167230	USD
V	167300	USD
V	167369	USD
V	167438	USD
V	167504	USD
V	167573	USD
V	167642	USD
V	167711	USD
V	167780	USD
V	167851	USD
V	167917	USD
V	167986	USD
V	168056	USD
V	168125	USD
V	168194	USD
V	168261	USD
V	168330	USD
V	168399	USD
V	168468	USD
V	168537	USD
V	168607	USD
V	168675	USD
V	168744	USD
V	168813	USD
V	168882	USD
V	168951	USD
V	169018	USD
V	169086	USD
V	169155	USD
V	169224	USD
V	169293	USD
V	169365	USD
V	169434	USD
V	169503	USD
V	169574	USD
V	169643	USD
V	169712	USD
V	169779	USD
V	169848	USD
V	169917	USD
V	169986	USD
V	170055	USD
V	170125	USD
V	170194	USD
V	170263	USD
V	170329	USD
V	170398	USD
V	170467	USD
V	170534	USD
V	170603	USD
V	170671	USD
V	170740	USD
V	170809	USD
V	170880	USD
V	170948	USD
V	171017	USD
V	171085	USD
V	171154	USD
V	171223	USD
V	171290	USD
V	171358	USD
V	171427	USD
V	171495	USD
V	171564	USD
V	171634	USD
V	171703	USD
V	171772	USD
V	171840	USD
V	171908	USD
V	171977	USD
V	172043	USD
V	172112	USD
V	172181	USD
V	172250	USD
V	172319	USD
V	172389	USD
V	172457	USD
V	172526	USD
V	172592	USD
V	172661	USD
V	172730	USD
V	172797	USD
V	172865	USD
V	172934	USD
V	173003	USD
V	173072	USD
V	173142	USD
V	173211	USD
V	173280	USD
V	173348	USD
V	173417	USD
V	173486	USD
V	173553	USD
V	173621	USD
V	173690	USD
V	173759	USD
V	173828	USD
V	173898	USD
V	173965	USD
V	174034	USD
V	174100	USD
V	174169	USD
V	174238	USD
V	174304	USD
V	174373	USD
V	174441	USD
V	174510	USD
V	174579	USD
V	174649	USD
V	174717	USD
V	174786	USD
V	174857	USD
V	174926	USD
V	174995	USD
V	175062	USD
V	175131	USD
V	175200	USD
V	175269	USD
V	175337	USD
V	175407	USD
V	175475	USD
V	175544	USD
V	175610	USD
V	175679	USD
V	175748	USD
V	175815	USD
V	175884	USD
V	175953	USD
V	176022	USD
V	176091	USD
V	176161	USD
V	176228	USD
V	176297	USD
V	176368	USD
V	176437	USD
V	176505	USD
V	176572	USD
V	176640	USD
V	176709	USD
V	176778	USD
V	176847	USD
V	176916	USD
V	176984	USD
V	177053	USD
V	177124	USD
V	177193	USD
V	177262	USD
V	177331	USD
V	177400	USD
V	177469	USD
V	177538	USD
V	177607	USD
V	177677	USD
V	177745	USD
V	177814	USD
V	177885	USD
V	177954	USD
V	178022	USD
V	178090	USD
V	178159	USD
V	178228	USD
V	178297	USD
V	178365	USD
V	178436	USD
V	178504	USD
V	178573	USD
V	178642	USD
V	178711	USD
V	178780	USD
V	178845	USD
V	178914	USD
V	178983	USD
V	179052	USD
V	179121	USD
V	179191	USD
V	179259	USD
V	179328	USD
V	179397	USD
V	179466	USD
V	179535	USD
V	179602	USD
V	179671	USD
V	179740	USD
V	179809	USD
V	179878	USD
V	179948	USD
V	180016	USD
V	180085	USD
V	180153	USD
V	180222	USD
V	180291	USD
V	180358	USD
V	180427	USD
V	180496	USD
V	180563	USD
V	180631	USD
V	180701	USD
V	180769	USD
V	180837	USD
V	180908	USD
V	180977	USD
V	181046	USD
V	181115	USD
V	181184	USD
V	181253	USD
V	181322	USD
V	181391	USD
V	181462	USD
V	181531	USD
V	181600	USD
V	181668	USD
V	181732	USD
V	181800	USD
V	181869	USD
V	181938	USD
V	182006	USD
V	182075	USD
V	182144	USD
V	182214	USD
V	182281	USD
V	182350	USD
V	182421	USD
V	182490	USD
V	182558	USD
V	182623	USD
V	182692	USD
V	182760	USD
V	182828	USD
V	182897	USD
V	182967	USD
V	183035	USD
V	183104	USD
V	183175	USD
V	183244	USD
V	183313	USD
V	183380	USD
V	183449	USD
V	183517	USD
V	183586	USD
V	183655	USD
V	183725	USD
V	183793	USD
V	183862	USD
V	183933	USD
V	184002	USD
V	184071	USD
V	184140	USD
V	184208	USD
V	184277	USD
V	184345	USD
V	184413	USD
V	184483	USD
V	184551	USD
V	184620	USD
V	184689	USD
V	184758	USD
V	184827	USD
V	184894	USD
V	184963	USD
V	185031	USD
V	185100	USD
V	185168	USD
V	185239	USD
V	185305	USD
V	185374	USD
V	185447	USD
V	185516	USD
V	185585	USD
V	185652	USD
V	185721	USD
V	185790	USD
V	185859	USD
V	185927	USD
V	185998	USD
V	186067	USD
V	186136	USD
V	186204	USD
V	186273	USD
V	186342	USD
V	186410	USD
V	186479	USD
V	186548	USD
V	186617	USD
V	186686	USD
V	186757	USD
V	186824	USD
V	186893	USD
V	186963	USD
V	187032	USD
V	187101	USD
V	187168	USD
V	187237	USD
V	187306	USD
V	187375	USD
V	187442	USD
V	187514	USD
V	187582	USD
V	187651	USD
V	187722	USD
V	187791	USD
V	187859	USD
V	187927	USD
V	187996	USD
V	188065	USD
V	188134	USD
V	188203	USD
V	188273	USD
V	188341	USD
V	188409	USD
V	188480	USD
V	188549	USD
V	188618	USD
V	188686	USD
V	188755	USD
V	188824	USD
V	188893	USD
V	188962	USD
V	189033	USD
V	189102	USD
V	189171	USD
V	189244	USD
V	189313	USD
V	189382	USD
V	189450	USD
V	189519	USD
V	189588	USD
V	189657	USD
V	189725	USD
V	189797	USD
V	189866	USD
V	189935	USD
V	190006	USD
V	190075	USD
V	190144	USD
V	190212	USD
V	190281	USD
V	190350	USD
V	190419	USD
V	190488	USD
V	190559	USD
V	190628	USD
V	190697	USD
V	190766	USD
V	190835	USD
V	190902	USD
V	190970	USD
V	191039	USD
V	191107	USD
V	191176	USD
V	191245	USD
V	191316	USD
V	191384	USD
V	191453	USD
V	191522	USD
V	191591	USD
V	191659	USD
V	191726	USD
V	191794	USD
V	191863	USD
V	191932	USD
V	192001	USD
V	192073	USD
V	192141	USD
V	192210	USD
V	192278	USD
V	192347	USD
V	192416	USD
V	192484	USD
V	192553	USD
V	192622	USD
V	192691	USD
V	192760	USD
V	192831	USD
V	192900	USD
V	192969	USD
V	193042	USD
V	193111	USD
V	193180	USD
V	193247	USD
V	193316	USD
V	193385	USD
V	193453	USD
V	193522	USD
V	193593	USD
V	193659	USD
V	193728	USD
V	193799	USD
V	193868	USD
V	193937	USD
V	194004	USD
V	194073	USD
V	194142	USD
V	194211	USD
V	194280	USD
V	194350	USD
V	194417	USD
V	194486	USD
V	194557	USD
V	194626	USD
V	194695	USD
V	194763	USD
V	194832	USD
V	194901	USD
V	194970	USD
V	195038	USD
V	195109	USD
V	195179	USD
V	195248	USD
V	195321	USD
V	195390	USD
V	195458	USD
V	195524	USD
V	195593	USD
V	195662	USD
V	195731	USD
V	195800	USD
V	195871	USD
V	195940	USD
V	196009	USD
V	196078	USD
V	196147	USD
V	196216	USD
V	196283	USD
V	196351	USD
V	196420	USD
V	196489	USD
V	196558	USD
V	196630	USD
V	196699	USD
V	196768	USD
V	196839	USD
V	196908	USD
V	196977	USD
V	197045	USD
V	197114	USD
V	197183	USD
V	197252	USD
V	197321	USD
V	197392	USD
V	197458	USD
V	197527	USD
V	197597	USD
V	197666	USD
V	197735	USD
V	197801	USD
V	197869	USD
V	197938	USD
V	198006	USD
V	198075	USD
V	198147	USD
V	198216	USD
V	198285	USD
V	198353	USD
V	198422	USD
V	198491	USD
V	198559	USD
V	198628	USD
V	198697	USD
V	198765	USD
V	198834	USD
V	198905	USD
V	198973	USD
V	199042	USD
V	199110	USD
V	199179	USD
V	199248	USD
V	199314	USD
V	199383	USD
V	199452	USD
V	199521	USD
V	199590	USD
V	199662	USD
V	199730	USD
V	199799	USD
V	199867	USD
V	199936	USD
V	200005	USD
V	200073	USD
V	200142	USD
V	200211	USD
V	200280	USD
V	200348	USD
V	200419	USD
V	200487	USD
V	200556	USD
V	200624	USD
V	200693	USD
V	200762	USD
V	200829	USD
V	200897	USD
V	200965	USD
V	201033	USD
V	201102	USD
V	201174	USD
V	201242	USD
V	201311	USD
V	201382	USD
V	201451	USD
V	201520	USD
V	201587	USD
V	201656	USD
V	201723	USD
V	201792	USD
V	201861	USD
V	201932	USD
V	202000	USD
V	202069	USD
V	202142	USD
V	202210	USD
V	202279	USD
V	202346	USD
V	202415	USD
V	202484	USD
V	202553	USD
V	202622	USD
V	202692	USD
V	202761	USD
V	202829	USD
V	202898	USD
V	202967	USD
V	203036	USD
V	203105	USD
V	203173	USD
V	203239	USD
V	203307	USD
V	203375	USD
V	203447	USD
V	203515	USD
V	203584	USD
V	203655	USD
V	203724	USD
V	203793	USD
V	203862	USD
V	203931	USD
V	203998	USD
V	204066	USD
V	204135	USD
V	204205	USD
V	204273	USD
V	204342	USD
V	204411	USD
V	204480	USD
V	204549	USD
V	204617	USD
V	204684	USD
V	204751	USD
V	204820	USD
V	204889	USD
V	204958	USD
V	205025	USD
V	205094	USD
V	205163	USD
V	205231	USD
V	205300	USD
V	205369	USD
V	205438	USD
V	205507	USD
V	205576	USD
V	205645	USD
V	205716	USD
V	205785	USD
V	205853	USD
V	205923	USD
V	205992	USD
V	206061	USD
V	206129	USD
V	206195	USD
V	206264	USD
V	206333	USD
V	206402	USD
V	206474	USD
V	206543	USD
V	206612	USD
V	206682	USD
V	206751	USD
V	206817	USD
V	206885	USD
V	206954	USD
V	207023	USD
V	207092	USD
V	207160	USD
V	207229	USD
V	207297	USD
V	207366	USD
V	207434	USD
V	207503	USD
V	207572	USD
V	207640	USD
V	207709	USD
V	207778	USD
V	207846	USD
V	207915	USD
V	207987	USD
V	208054	USD
V	208123	USD
V	208194	USD
V	208263	USD
V	208331	USD
V	208400	USD
V	208469	USD
V	208538	USD
V	208607	USD
V	208676	USD
V	208746	USD
V	208812	USD
V	208881	USD
V	208949	USD
V	209018	USD
V	209086	USD
V	209154	USD
V	209223	USD
V	209292	USD
V	209361	USD
V	209430	USD
V	209499	USD
V	209566	USD
V	209635	USD
V	209705	USD
V	209774	USD
V	209843	USD
V	209910	USD
V	209978	USD
V	210047	USD
V	210114	USD
V	210183	USD
V	210254	USD
V	210320	USD
V	210389	USD
V	210459	USD
V	210523	USD
V	210591	USD
V	210659	USD
V	210728	USD
V	210797	USD
V	210866	USD
V	210935	USD
V	211004	USD
V	211072	USD
V	211141	USD
V	211212	USD
V	211281	USD
V	211350	USD
V	211418	USD
V	211487	USD
V	211556	USD
V	211625	USD
V	211694	USD
V	211766	USD
V	211834	USD
V	211903	USD
V	211974	USD
V	212038	USD
V	212107	USD
V	212175	USD
V	212244	USD
V	212313	USD
V	212381	USD
V	212450	USD
V	212521	USD
V	212588	USD
V	212657	USD
V	212725	USD
V	212794	USD
V	212863	USD
V	212931	USD
V	213000	USD
V	213069	USD
V	213137	USD
V	213206	USD
V	213276	USD
V	213342	USD
V	213411	USD
V	213480	USD
V	213549	USD
V	213618	USD
V	213685	USD
V	213754	USD
V	213823	USD
V	213892	USD
V	213961	USD
V	214033	USD
V	214100	USD
V	214169	USD
V	214237	USD
V	214306	USD
V	214374	USD
V	214443	USD
V	214512	USD
V	214581	USD
V	214650	USD
V	214719	USD
V	214790	USD
V	214857	USD
V	214926	USD
V	214992	USD
V	215061	USD
V	215130	USD
V	215199	USD
V	215268	USD
V	215337	USD
V	215405	USD
V	215474	USD
V	215546	USD
V	215612	USD
V	215681	USD
V	215746	USD
V	215815	USD
V	215883	USD
V	215950	USD
V	216018	USD
V	216087	USD
V	216156	USD
V	216223	USD
V	216295	USD
V	216364	USD
V	216433	USD
V	216499	USD
V	216568	USD
V	216634	USD
V	216702	USD
V	216771	USD
V	216840	USD
V	216909	USD
V	216976	USD
V	217047	USD
V	217115	USD
V	217184	USD
V	217252	USD
V	217321	USD
V	217390	USD
V	217457	USD
V	217526	USD
V	217595	USD
V	217664	USD
V	217733	USD
V	217804	USD
V	217871	USD
V	217940	USD
V	218008	USD
V	218077	USD
V	218146	USD
V	218213	USD
V	218281	USD
V	218348	USD
V	218417	USD
V	218486	USD
V	218557	USD
V	218626	USD
V	218694	USD
V	218764	USD
V	218833	USD
V	218902	USD
V	218970	USD
V	219039	USD
V	219108	USD
V	219176	USD
V	219245	USD
V	219317	USD
V	219384	USD
V	219453	USD
V	219523	USD
V	219587	USD
V	219656	USD
V	219723	USD
V	219792	USD
V	219861	USD
V	219930	USD
V	219999	USD
V	220068	USD
V	220135	USD
V	220204	USD
V	220277	USD
V	220345	USD
V	220412	USD
V	220479	USD
V	220548	USD
V	220617	USD
V	220686	USD
V	220755	USD
V	220827	USD
V	220895	USD
V	220964	USD
V	221035	USD
V	221104	USD
V	221173	USD
V	221239	USD
V	221308	USD
V	221377	USD
V	221446	USD
V	221515	USD
V	221587	USD
V	221656	USD
V	221725	USD
V	221798	USD
V	221866	USD
V	221935	USD
V	222004	USD
V	222073	USD
V	222142	USD
V	222211	USD
V	222280	USD
V	222352	USD
V	222421	USD
V	222490	USD
V	222559	USD
V	222628	USD
V	222696	USD
V	222764	USD
V	222833	USD
V	222902	USD
V	222970	USD
V	223039	USD
V	223109	USD
V	223177	USD
V	223246	USD
V	223316	USD
V	223385	USD
V	223454	USD
V	223523	USD
V	223590	USD
V	223659	USD
V	223728	USD
V	223797	USD
V	223868	USD
V	223936	USD
V	224005	USD
V	224075	USD
V	224144	USD
V	224213	USD
V	224282	USD
V	224351	USD
V	224419	USD
V	224488	USD
V	224557	USD
V	224628	USD
V	224695	USD
V	224764	USD
V	224837	USD
V	224906	USD
V	224975	USD
V	225042	USD
V	225111	USD
V	225180	USD
V	225249	USD
V	225318	USD
V	225389	USD
V	225457	USD
V	225526	USD
V	225597	USD
V	225666	USD
V	225734	USD
V	225802	USD
V	225870	USD
V	225939	USD
V	226006	USD
V	226075	USD
V	226145	USD
V	226212	USD
V	226280	USD
V	226351	USD
V	226419	USD
V	226487	USD
V	226555	USD
V	226624	USD
V	226693	USD
V	226762	USD
V	226831	USD
V	226903	USD
V	226971	USD
V	227040	USD
V	227110	USD
V	227179	USD
V	227248	USD
V	227317	USD
V	227386	USD
V	227455	USD
V	227524	USD
V	227593	USD
V	227663	USD
V	227731	USD
V	227800	USD
V	227871	USD
V	227940	USD
V	228009	USD
V	228077	USD
V	228146	USD
V	228215	USD
V	228283	USD
V	228352	USD
V	228423	USD
V	228492	USD
V	228561	USD
V	228630	USD
V	228699	USD
V	228767	USD
V	228836	USD
V	228904	USD
V	228973	USD
V	229041	USD
V	229110	USD
V	229181	USD
V	229249	USD
V	229318	USD
V	229387	USD
V	229455	USD
V	229524	USD
V	229591	USD
V	229660	USD
V	229729	USD
V	229798	USD
V	229866	USD
V	229937	USD
V	230004	USD
V	230073	USD
V	230139	USD
V	230208	USD
V	230277	USD
V	230343	USD
V	230412	USD
V	230481	USD
V	230549	USD
V	230618	USD
V	230688	USD
V	230756	USD
V	230825	USD
V	230893	USD
V	230962	USD
V	231031	USD
V	231099	USD
V	231168	USD
V	231237	USD
V	231306	USD
V	231375	USD
V	231446	USD
V	231513	USD
V	231582	USD
V	231648	USD
V	231717	USD
V	231786	USD
V	231854	USD
V	231923	USD
V	231992	USD
V	232061	USD
V	232130	USD
V	232202	USD
V	232270	USD
V	232339	USD
V	232405	USD
V	232474	USD
V	232542	USD
V	232609	USD
V	232678	USD
V	232747	USD
V	232816	USD
V	232885	USD
V	232956	USD
V	233024	USD
V	233093	USD
V	233161	USD
V	233230	USD
V	233299	USD
V	233366	USD
V	233434	USD
V	233503	USD
V	233572	USD
V	233640	USD
V	233711	USD
V	233778	USD
V	233847	USD
V	233916	USD
V	233985	USD
V	234054	USD
V	234122	USD
V	234190	USD
V	234259	USD
V	234328	USD
V	234397	USD
V	234469	USD
V	234537	USD
V	234606	USD
V	234674	USD
V	234738	USD
V	234807	USD
V	234874	USD
V	234941	USD
V	235010	USD
V	235079	USD
V	235148	USD
V	235219	USD
V	235286	USD
V	235355	USD
V	235428	USD
V	235497	USD
V	235566	USD
V	235633	USD
V	235702	USD
V	235771	USD
V	235840	USD
V	235909	USD
V	235979	USD
V	236046	USD
V	236115	USD
V	236186	USD
V	236250	USD
V	236319	USD
V	236387	USD
V	236456	USD
V	236525	USD
V	236594	USD
V	236663	USD
V	236733	USD
V	236801	USD
V	236870	USD
V	236943	USD
V	237012	USD
V	237081	USD
V	237150	USD
V	237219	USD
V	237288	USD
V	237357	USD
V	237426	USD
V	237496	USD
V	237565	USD
V	237634	USD
V	237703	USD
V	237772	USD
V	237841	USD
V	237909	USD
V	237977	USD
V	238046	USD
V	238113	USD
V	238182	USD
V	238252	USD
V	238320	USD
V	238389	USD
V	238460	USD
V	238529	USD
V	238598	USD
V	238665	USD
V	238734	USD
V	238801	USD
V	238870	USD
V	238939	USD
V	239010	USD
V	239079	USD
V	239148	USD
