OpFlag	PurchaseOrderID	PurchaseOrderDetailID	DueDate	OrderQty	ProductID	UnitPrice	LineTotal	ReceivedQty	RejectedQty	StockedQty	ModifiedDate
V	1180	2666	2013-11-29 00:00:00	3	497	34.188	102.564	3.00	.00	3.00	2013-11-22 00:00:00
V	1181	2667	2013-11-29 00:00:00	3	323	50.2635	150.7905	3.00	.00	3.00	2013-11-22 00:00:00
V	1182	2668	2013-11-29 00:00:00	550	523	10.731	5902.05	550.00	82.00	468.00	2013-11-22 00:00:00
V	1182	2669	2013-11-29 00:00:00	550	524	14.1225	7767.375	550.00	.00	550.00	2013-11-22 00:00:00
V	1183	2670	2013-11-29 00:00:00	60	494	53.2035	3192.21	60.00	.00	60.00	2013-11-22 00:00:00
V	1183	2671	2013-11-29 00:00:00	60	495	63.693	3821.58	60.00	.00	60.00	2013-11-22 00:00:00
V	1183	2672	2013-11-29 00:00:00	60	496	48.909	2934.54	60.00	.00	60.00	2013-11-22 00:00:00
V	1184	2673	2013-11-29 00:00:00	550	908	21.0945	11601.975	550.00	.00	550.00	2013-11-22 00:00:00
V	1184	2674	2013-11-29 00:00:00	550	909	30.4395	16741.725	550.00	.00	550.00	2013-11-22 00:00:00
V	1185	2675	2013-11-29 00:00:00	60	506	9.198	551.88	60.00	.00	60.00	2013-11-22 00:00:00
V	1186	2676	2013-11-29 00:00:00	550	351	5.775	3176.25	468.00	.00	468.00	2013-11-22 00:00:00
V	1186	2677	2013-11-29 00:00:00	550	352	1.155	635.25	550.00	.00	550.00	2013-11-22 00:00:00
V	1186	2678	2013-11-29 00:00:00	550	679	5.775	3176.25	550.00	.00	550.00	2013-11-22 00:00:00
V	1187	2679	2013-11-29 00:00:00	550	507	23.394	12866.7	550.00	.00	550.00	2013-11-22 00:00:00
V	1187	2680	2013-11-29 00:00:00	550	508	27.6465	15205.575	550.00	.00	550.00	2013-11-22 00:00:00
V	1188	2681	2013-11-29 00:00:00	550	355	1.365	750.75	550.00	.00	550.00	2013-11-22 00:00:00
V	1188	2682	2013-11-29 00:00:00	550	940	62.9895	34644.225	550.00	.00	550.00	2013-11-22 00:00:00
V	1188	2683	2013-11-29 00:00:00	550	535	3.486	1917.3	550.00	.00	550.00	2013-11-22 00:00:00
V	1189	2684	2013-12-02 00:00:00	550	351	6.195	3407.25	550.00	.00	550.00	2013-11-25 00:00:00
V	1189	2685	2013-12-02 00:00:00	550	352	1.47	808.5	550.00	.00	550.00	2013-11-25 00:00:00
V	1189	2686	2013-12-02 00:00:00	550	679	6.195	3407.25	550.00	.00	550.00	2013-11-25 00:00:00
V	1190	2687	2013-12-02 00:00:00	550	507	22.1655	12191.025	550.00	.00	550.00	2013-11-25 00:00:00
V	1190	2688	2013-12-02 00:00:00	550	508	29.2845	16106.475	550.00	55.00	495.00	2013-11-25 00:00:00
V	1191	2689	2013-12-02 00:00:00	3	491	19.9815	59.9445	3.00	.00	3.00	2013-11-25 00:00:00
V	1192	2690	2013-12-02 00:00:00	3	349	39.144	117.432	3.00	.00	3.00	2013-11-25 00:00:00
V	1193	2691	2013-12-02 00:00:00	550	935	31.4895	17319.225	550.00	.00	550.00	2013-11-25 00:00:00
V	1193	2692	2013-12-02 00:00:00	550	936	48.2895	26559.225	550.00	.00	550.00	2013-11-25 00:00:00
V	1194	2693	2013-12-02 00:00:00	3	375	43.344	130.032	3.00	.00	3.00	2013-11-25 00:00:00
V	1194	2694	2013-12-02 00:00:00	3	376	39.0705	117.2115	3.00	.00	3.00	2013-11-25 00:00:00
V	1195	2695	2013-12-02 00:00:00	550	480	11.6655	6416.025	550.00	.00	550.00	2013-11-25 00:00:00
V	1195	2696	2013-12-02 00:00:00	550	481	11.088	6098.4	523.00	.00	523.00	2013-11-25 00:00:00
V	1195	2697	2013-12-02 00:00:00	550	482	8.757	4816.35	550.00	.00	550.00	2013-11-25 00:00:00
V	1195	2698	2013-12-02 00:00:00	550	483	9.6915	5330.325	550.00	.00	550.00	2013-11-25 00:00:00
V	1195	2699	2013-12-02 00:00:00	550	484	6.8775	3782.625	550.00	.00	550.00	2013-11-25 00:00:00
V	1195	2700	2013-12-02 00:00:00	550	485	7.8015	4290.825	550.00	.00	550.00	2013-11-25 00:00:00
V	1195	2701	2013-12-02 00:00:00	550	486	8.757	4816.35	550.00	.00	550.00	2013-11-25 00:00:00
V	1195	2702	2013-12-02 00:00:00	550	487	5.8065	3193.575	550.00	.00	550.00	2013-11-25 00:00:00
V	1195	2703	2013-12-02 00:00:00	550	488	8.862	4874.1	550.00	.00	550.00	2013-11-25 00:00:00
V	1195	2704	2013-12-02 00:00:00	550	489	10.4685	5757.675	550.00	.00	550.00	2013-11-25 00:00:00
V	1196	2705	2013-12-02 00:00:00	3	402	47.4705	142.4115	3.00	.00	3.00	2013-11-25 00:00:00
V	1197	2706	2013-12-02 00:00:00	550	510	23.079	12693.45	550.00	.00	550.00	2013-11-25 00:00:00
V	1197	2707	2013-12-02 00:00:00	550	511	29.274	16100.7	550.00	.00	550.00	2013-11-25 00:00:00
V	1197	2708	2013-12-02 00:00:00	550	512	34.9755	19236.525	550.00	.00	550.00	2013-11-25 00:00:00
V	1198	2709	2013-12-02 00:00:00	3	408	43.2705	129.8115	3.00	.00	3.00	2013-11-25 00:00:00
V	1198	2710	2013-12-02 00:00:00	3	409	41.1705	123.5115	3.00	.00	3.00	2013-11-25 00:00:00
V	1198	2711	2013-12-02 00:00:00	550	914	21.0945	11601.975	550.00	.00	550.00	2013-11-25 00:00:00
V	1198	2712	2013-12-02 00:00:00	550	915	30.4395	16741.725	550.00	.00	550.00	2013-11-25 00:00:00
V	1198	2713	2013-12-02 00:00:00	550	916	40.9395	22516.725	550.00	.00	550.00	2013-11-25 00:00:00
V	1199	2714	2013-12-02 00:00:00	550	525	2.3205	1276.275	550.00	.00	550.00	2013-11-25 00:00:00
V	1200	2715	2013-12-02 00:00:00	550	526	3.6435	2003.925	550.00	.00	550.00	2013-11-25 00:00:00
V	1201	2716	2013-12-03 00:00:00	550	913	40.9395	22516.725	550.00	.00	550.00	2013-11-26 00:00:00
V	1202	2717	2013-12-03 00:00:00	60	356	3.6015	216.09	60.00	9.00	51.00	2013-11-26 00:00:00
V	1202	2718	2013-12-03 00:00:00	60	357	3.9795	238.77	60.00	.00	60.00	2013-11-26 00:00:00
V	1203	2719	2013-12-03 00:00:00	550	935	31.4895	17319.225	550.00	.00	550.00	2013-11-26 00:00:00
V	1203	2720	2013-12-03 00:00:00	550	936	48.2895	26559.225	550.00	.00	550.00	2013-11-26 00:00:00
V	1204	2721	2013-12-03 00:00:00	550	524	12.9675	7132.125	550.00	550.00	.00	2013-11-26 00:00:00
V	1205	2722	2013-12-04 00:00:00	550	911	21.0945	11601.975	550.00	.00	550.00	2013-11-27 00:00:00
V	1205	2723	2013-12-04 00:00:00	550	912	30.4395	16741.725	523.00	.00	523.00	2013-11-27 00:00:00
V	1206	2724	2013-12-04 00:00:00	550	910	40.9395	22516.725	468.00	.00	468.00	2013-11-27 00:00:00
V	1207	2725	2013-12-04 00:00:00	550	937	62.9895	34644.225	550.00	.00	550.00	2013-11-27 00:00:00
V	1208	2726	2013-12-04 00:00:00	3	471	45.4965	136.4895	3.00	.00	3.00	2013-11-27 00:00:00
V	1208	2727	2013-12-04 00:00:00	3	472	41.223	123.669	3.00	.00	3.00	2013-11-27 00:00:00
V	1208	2728	2013-12-04 00:00:00	3	473	39.123	117.369	3.00	.00	3.00	2013-11-27 00:00:00
V	1208	2729	2013-12-04 00:00:00	3	474	43.3965	130.1895	3.00	.00	3.00	2013-11-27 00:00:00
V	1208	2730	2013-12-04 00:00:00	3	475	39.123	117.369	3.00	.00	3.00	2013-11-27 00:00:00
V	1209	2731	2013-12-04 00:00:00	3	462	47.6805	143.0415	3.00	.00	3.00	2013-11-27 00:00:00
V	1210	2732	2013-12-04 00:00:00	550	510	23.4045	12872.475	550.00	.00	550.00	2013-11-27 00:00:00
V	1210	2733	2013-12-04 00:00:00	550	511	27.867	15326.85	550.00	55.00	495.00	2013-11-27 00:00:00
V	1211	2734	2013-12-04 00:00:00	550	527	6.7515	3713.325	550.00	.00	550.00	2013-11-27 00:00:00
V	1212	2735	2013-12-04 00:00:00	550	938	31.4895	17319.225	550.00	82.00	468.00	2013-11-27 00:00:00
V	1212	2736	2013-12-04 00:00:00	550	939	48.2895	26559.225	550.00	.00	550.00	2013-11-27 00:00:00
V	1213	2737	2013-12-04 00:00:00	60	494	50.7465	3044.79	60.00	.00	60.00	2013-11-27 00:00:00
V	1213	2738	2013-12-04 00:00:00	60	495	62.9265	3775.59	60.00	.00	60.00	2013-11-27 00:00:00
V	1213	2739	2013-12-04 00:00:00	60	496	49.6545	2979.27	60.00	.00	60.00	2013-11-27 00:00:00
V	1214	2740	2013-12-04 00:00:00	550	523	10.3845	5711.475	550.00	.00	550.00	2013-11-27 00:00:00
V	1215	2741	2013-12-04 00:00:00	3	429	41.3805	124.1415	3.00	.00	3.00	2013-11-27 00:00:00
V	1215	2742	2013-12-04 00:00:00	3	430	45.654	136.962	3.00	.00	3.00	2013-11-27 00:00:00
V	1215	2743	2013-12-04 00:00:00	3	431	41.3805	124.1415	3.00	.00	3.00	2013-11-27 00:00:00
V	1215	2744	2013-12-04 00:00:00	3	432	39.2805	117.8415	3.00	.00	3.00	2013-11-27 00:00:00
V	1215	2745	2013-12-04 00:00:00	3	433	43.554	130.662	3.00	.00	3.00	2013-11-27 00:00:00
V	1215	2746	2013-12-04 00:00:00	3	434	39.2805	117.8415	3.00	.00	3.00	2013-11-27 00:00:00
V	1215	2747	2013-12-04 00:00:00	3	435	37.1805	111.5415	3.00	.00	3.00	2013-11-27 00:00:00
V	1215	2748	2013-12-04 00:00:00	3	436	41.454	124.362	3.00	.00	3.00	2013-11-27 00:00:00
V	1215	2749	2013-12-04 00:00:00	3	437	37.1805	111.5415	3.00	.00	3.00	2013-11-27 00:00:00
V	1216	2750	2013-12-04 00:00:00	3	490	12.7155	38.1465	3.00	.00	3.00	2013-11-27 00:00:00
V	1216	2751	2013-12-04 00:00:00	3	491	19.9395	59.8185	3.00	.00	3.00	2013-11-27 00:00:00
V	1217	2752	2013-12-04 00:00:00	3	528	38.157	114.471	3.00	.00	3.00	2013-11-27 00:00:00
V	1218	2753	2013-12-04 00:00:00	3	505	44.2155	132.6465	3.00	.00	3.00	2013-11-27 00:00:00
V	1219	2754	2013-12-04 00:00:00	550	938	31.4895	17319.225	550.00	.00	550.00	2013-11-27 00:00:00
V	1219	2755	2013-12-04 00:00:00	550	939	48.2895	26559.225	550.00	.00	550.00	2013-11-27 00:00:00
V	1220	2756	2013-12-04 00:00:00	60	358	6.9825	418.95	60.00	.00	60.00	2013-11-27 00:00:00
V	1221	2757	2013-12-05 00:00:00	3	377	43.2705	129.8115	3.00	.00	3.00	2013-11-28 00:00:00
V	1221	2758	2013-12-05 00:00:00	3	378	41.1705	123.5115	3.00	.00	3.00	2013-11-28 00:00:00
V	1221	2759	2013-12-05 00:00:00	3	379	45.444	136.332	3.00	.00	3.00	2013-11-28 00:00:00
V	1221	2760	2013-12-05 00:00:00	3	380	41.1705	123.5115	3.00	.00	3.00	2013-11-28 00:00:00
V	1222	2761	2013-12-05 00:00:00	60	356	3.381	202.86	60.00	9.00	51.00	2013-11-28 00:00:00
V	1222	2762	2013-12-05 00:00:00	60	357	4.3155	258.93	60.00	.00	60.00	2013-11-28 00:00:00
V	1223	2763	2013-12-05 00:00:00	3	393	39.0705	117.2115	3.00	.00	3.00	2013-11-28 00:00:00
V	1223	2764	2013-12-05 00:00:00	3	394	43.344	130.032	3.00	.00	3.00	2013-11-28 00:00:00
V	1223	2765	2013-12-05 00:00:00	3	395	39.0705	117.2115	3.00	.00	3.00	2013-11-28 00:00:00
V	1224	2766	2013-12-05 00:00:00	3	490	12.3585	37.0755	3.00	.00	3.00	2013-11-28 00:00:00
V	1225	2767	2013-12-06 00:00:00	550	513	39.1965	21558.075	550.00	.00	550.00	2013-11-29 00:00:00
V	1226	2768	2013-12-06 00:00:00	3	403	45.444	136.332	3.00	.00	3.00	2013-11-29 00:00:00
V	1226	2769	2013-12-06 00:00:00	3	404	41.1705	123.5115	3.00	.00	3.00	2013-11-29 00:00:00
V	1226	2770	2013-12-06 00:00:00	3	405	39.0705	117.2115	3.00	.00	3.00	2013-11-29 00:00:00
V	1226	2771	2013-12-06 00:00:00	3	406	43.344	130.032	3.00	.00	3.00	2013-11-29 00:00:00
V	1227	2772	2013-12-06 00:00:00	550	931	34.8705	19178.775	550.00	.00	550.00	2013-11-29 00:00:00
V	1227	2773	2013-12-06 00:00:00	550	932	39.7635	21869.925	550.00	.00	550.00	2013-11-29 00:00:00
V	1227	2774	2013-12-06 00:00:00	550	933	43.9845	24191.475	550.00	.00	550.00	2013-11-29 00:00:00
V	1227	2775	2013-12-06 00:00:00	550	934	38.1465	20980.575	550.00	.00	550.00	2013-11-29 00:00:00
V	1228	2776	2013-12-06 00:00:00	3	437	37.1805	111.5415	3.00	.00	3.00	2013-11-29 00:00:00
V	1229	2777	2013-12-06 00:00:00	3	347	43.3755	130.1265	3.00	.00	3.00	2013-11-29 00:00:00
V	1229	2778	2013-12-06 00:00:00	3	348	41.2755	123.8265	3.00	.00	3.00	2013-11-29 00:00:00
V	1229	2779	2013-12-06 00:00:00	3	349	45.549	136.647	3.00	.00	3.00	2013-11-29 00:00:00
V	1230	2780	2013-12-06 00:00:00	550	931	34.3455	18890.025	550.00	.00	550.00	2013-11-29 00:00:00
V	1230	2781	2013-12-06 00:00:00	550	932	39.2385	21581.175	550.00	55.00	495.00	2013-11-29 00:00:00
V	1231	2782	2013-12-06 00:00:00	3	349	45.444	136.332	3.00	.00	3.00	2013-11-29 00:00:00
V	1232	2783	2013-12-06 00:00:00	550	928	32.7705	18023.775	550.00	82.00	468.00	2013-11-29 00:00:00
V	1232	2784	2013-12-06 00:00:00	550	929	37.086	20397.3	550.00	.00	550.00	2013-11-29 00:00:00
V	1233	2785	2013-12-06 00:00:00	550	332	10.815	5948.25	550.00	.00	550.00	2013-11-29 00:00:00
V	1234	2786	2013-12-06 00:00:00	550	948	82.8345	45558.975	550.00	.00	550.00	2013-11-29 00:00:00
V	1234	2787	2013-12-06 00:00:00	550	907	82.8345	45558.975	550.00	.00	550.00	2013-11-29 00:00:00
V	1235	2788	2013-12-06 00:00:00	1250	325	0.21	262.5	1250.00	.00	1250.00	2013-11-29 00:00:00
V	1235	2789	2013-12-06 00:00:00	1250	326	0.21	262.5	1188.00	.00	1188.00	2013-11-29 00:00:00
V	1236	2790	2013-12-06 00:00:00	3	320	49.644	148.932	3.00	.00	3.00	2013-11-29 00:00:00
V	1236	2791	2013-12-06 00:00:00	3	321	44.3205	132.9615	3.00	.00	3.00	2013-11-29 00:00:00
V	1236	2792	2013-12-06 00:00:00	60	322	28.6965	1721.79	60.00	.00	60.00	2013-11-29 00:00:00
V	1237	2793	2013-12-06 00:00:00	550	930	42.5145	23382.975	550.00	.00	550.00	2013-11-29 00:00:00
V	1237	2794	2013-12-06 00:00:00	550	921	5.586	3072.3	550.00	.00	550.00	2013-11-29 00:00:00
V	1238	2795	2013-12-06 00:00:00	60	952	15.7395	944.37	60.00	.00	60.00	2013-11-29 00:00:00
V	1239	2796	2013-12-06 00:00:00	550	923	6.1845	3401.475	550.00	.00	550.00	2013-11-29 00:00:00
V	1240	2797	2013-12-06 00:00:00	550	317	29.5785	16268.175	550.00	.00	550.00	2013-11-29 00:00:00
V	1240	2798	2013-12-06 00:00:00	550	318	36.099	19854.45	550.00	55.00	495.00	2013-11-29 00:00:00
V	1240	2799	2013-12-06 00:00:00	550	319	48.5835	26720.925	550.00	.00	550.00	2013-11-29 00:00:00
V	1241	2800	2013-12-09 00:00:00	550	928	32.2455	17735.025	550.00	.00	550.00	2013-12-02 00:00:00
V	1241	2801	2013-12-09 00:00:00	550	929	36.561	20108.55	550.00	.00	550.00	2013-12-02 00:00:00
V	1242	2802	2013-12-09 00:00:00	550	319	46.4205	25531.275	550.00	82.00	468.00	2013-12-02 00:00:00
V	1243	2803	2013-12-09 00:00:00	3	361	49.6965	149.0895	3.00	.00	3.00	2013-12-02 00:00:00
V	1243	2804	2013-12-09 00:00:00	3	362	45.423	136.269	3.00	.00	3.00	2013-12-02 00:00:00
V	1243	2805	2013-12-09 00:00:00	3	363	43.323	129.969	3.00	.00	3.00	2013-12-02 00:00:00
V	1244	2806	2013-12-09 00:00:00	3	2	41.916	125.748	3.00	.00	3.00	2013-12-02 00:00:00
V	1245	2807	2013-12-09 00:00:00	3	1	50.2635	150.7905	3.00	.00	3.00	2013-12-02 00:00:00
V	1246	2808	2013-12-09 00:00:00	3	372	37.1805	111.5415	3.00	.00	3.00	2013-12-02 00:00:00
V	1246	2809	2013-12-09 00:00:00	3	373	41.454	124.362	3.00	.00	3.00	2013-12-02 00:00:00
V	1246	2810	2013-12-09 00:00:00	3	374	37.1805	111.5415	3.00	.00	3.00	2013-12-02 00:00:00
V	1247	2811	2013-12-09 00:00:00	550	530	16.086	8847.3	550.00	.00	550.00	2013-12-02 00:00:00
V	1248	2812	2013-12-09 00:00:00	3	4	57.0255	171.0765	3.00	.00	3.00	2013-12-02 00:00:00
V	1249	2813	2013-12-09 00:00:00	550	512	37.086	20397.3	550.00	.00	550.00	2013-12-02 00:00:00
V	1250	2814	2013-12-09 00:00:00	550	513	26.5965	14628.075	550.00	.00	550.00	2013-12-02 00:00:00
V	1251	2815	2013-12-09 00:00:00	550	319	46.0635	25334.925	550.00	.00	550.00	2013-12-02 00:00:00
V	1252	2816	2013-12-09 00:00:00	3	420	39.144	117.432	3.00	.00	3.00	2013-12-02 00:00:00
V	1252	2817	2013-12-09 00:00:00	3	421	47.5755	142.7265	3.00	.00	3.00	2013-12-02 00:00:00
V	1253	2818	2013-12-09 00:00:00	3	424	49.6965	149.0895	3.00	.00	3.00	2013-12-02 00:00:00
V	1253	2819	2013-12-09 00:00:00	3	425	45.423	136.269	3.00	.00	3.00	2013-12-02 00:00:00
V	1253	2820	2013-12-09 00:00:00	3	426	43.323	129.969	3.00	.00	3.00	2013-12-02 00:00:00
V	1254	2821	2013-12-09 00:00:00	3	320	47.4705	142.4115	3.00	.00	3.00	2013-12-02 00:00:00
V	1254	2822	2013-12-09 00:00:00	3	321	42.798	128.394	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2823	2013-12-09 00:00:00	3	438	41.223	123.669	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2824	2013-12-09 00:00:00	3	439	45.4965	136.4895	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2825	2013-12-09 00:00:00	3	440	41.223	123.669	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2826	2013-12-09 00:00:00	3	441	39.123	117.369	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2827	2013-12-09 00:00:00	3	442	43.3965	130.1895	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2828	2013-12-09 00:00:00	3	443	39.123	117.369	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2829	2013-12-09 00:00:00	3	444	37.023	111.069	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2830	2013-12-09 00:00:00	3	445	41.2965	123.8895	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2831	2013-12-09 00:00:00	3	446	37.023	111.069	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2832	2013-12-09 00:00:00	3	447	47.6805	143.0415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2833	2013-12-09 00:00:00	3	448	45.5805	136.7415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2834	2013-12-09 00:00:00	3	449	49.854	149.562	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2835	2013-12-09 00:00:00	3	450	45.5805	136.7415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2836	2013-12-09 00:00:00	3	451	43.4805	130.4415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2837	2013-12-09 00:00:00	3	452	47.754	143.262	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2838	2013-12-09 00:00:00	3	453	43.4805	130.4415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2839	2013-12-09 00:00:00	3	454	41.3805	124.1415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2840	2013-12-09 00:00:00	3	455	45.654	136.962	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2841	2013-12-09 00:00:00	3	456	41.3805	124.1415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2842	2013-12-09 00:00:00	3	457	39.2805	117.8415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2843	2013-12-09 00:00:00	3	458	43.554	130.662	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2844	2013-12-09 00:00:00	3	459	39.2805	117.8415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2845	2013-12-09 00:00:00	3	460	37.1805	111.5415	3.00	.00	3.00	2013-12-02 00:00:00
V	1255	2846	2013-12-09 00:00:00	3	461	41.454	124.362	3.00	.00	3.00	2013-12-02 00:00:00
V	1256	2847	2013-12-09 00:00:00	550	941	62.9895	34644.225	468.00	.00	468.00	2013-12-02 00:00:00
V	1257	2848	2013-12-10 00:00:00	3	320	45.3705	136.1115	3.00	.00	3.00	2013-12-03 00:00:00
V	1257	2849	2013-12-10 00:00:00	3	321	40.488	121.464	3.00	.00	3.00	2013-12-03 00:00:00
V	1257	2850	2013-12-10 00:00:00	60	322	26.3655	1581.93	60.00	.00	60.00	2013-12-03 00:00:00
V	1258	2851	2013-12-10 00:00:00	3	504	48.762	146.286	3.00	.00	3.00	2013-12-03 00:00:00
V	1259	2852	2013-12-10 00:00:00	3	497	34.188	102.564	3.00	.00	3.00	2013-12-03 00:00:00
V	1260	2853	2013-12-10 00:00:00	3	323	50.2635	150.7905	3.00	.00	3.00	2013-12-03 00:00:00
V	1261	2854	2013-12-10 00:00:00	550	523	10.731	5902.05	550.00	.00	550.00	2013-12-03 00:00:00
V	1261	2855	2013-12-10 00:00:00	550	524	14.1225	7767.375	550.00	.00	550.00	2013-12-03 00:00:00
V	1262	2856	2013-12-10 00:00:00	60	492	50.2635	3015.81	60.00	9.00	51.00	2013-12-03 00:00:00
V	1262	2857	2013-12-10 00:00:00	60	493	57.1515	3429.09	60.00	.00	60.00	2013-12-03 00:00:00
V	1263	2858	2013-12-10 00:00:00	550	910	40.9395	22516.725	550.00	.00	550.00	2013-12-03 00:00:00
V	1263	2859	2013-12-10 00:00:00	550	911	21.0945	11601.975	550.00	.00	550.00	2013-12-03 00:00:00
V	1263	2860	2013-12-10 00:00:00	550	912	30.4395	16741.725	550.00	.00	550.00	2013-12-03 00:00:00
V	1264	2861	2013-12-10 00:00:00	60	506	9.198	551.88	60.00	.00	60.00	2013-12-03 00:00:00
V	1265	2862	2013-12-11 00:00:00	550	351	5.775	3176.25	550.00	.00	550.00	2013-12-04 00:00:00
V	1265	2863	2013-12-11 00:00:00	550	352	1.155	635.25	523.00	.00	523.00	2013-12-04 00:00:00
V	1265	2864	2013-12-11 00:00:00	550	679	5.775	3176.25	550.00	.00	550.00	2013-12-04 00:00:00
V	1266	2865	2013-12-11 00:00:00	550	507	23.394	12866.7	468.00	.00	468.00	2013-12-04 00:00:00
V	1266	2866	2013-12-11 00:00:00	550	508	27.6465	15205.575	550.00	.00	550.00	2013-12-04 00:00:00
V	1267	2867	2013-12-11 00:00:00	550	355	1.365	750.75	550.00	.00	550.00	2013-12-04 00:00:00
V	1267	2868	2013-12-11 00:00:00	550	940	62.9895	34644.225	550.00	.00	550.00	2013-12-04 00:00:00
V	1267	2869	2013-12-11 00:00:00	550	535	3.486	1917.3	550.00	.00	550.00	2013-12-04 00:00:00
V	1268	2870	2013-12-11 00:00:00	550	351	6.195	3407.25	550.00	.00	550.00	2013-12-04 00:00:00
V	1268	2871	2013-12-11 00:00:00	550	352	1.47	808.5	550.00	.00	550.00	2013-12-04 00:00:00
V	1268	2872	2013-12-11 00:00:00	550	679	6.195	3407.25	550.00	.00	550.00	2013-12-04 00:00:00
V	1269	2873	2013-12-11 00:00:00	550	507	22.1655	12191.025	550.00	.00	550.00	2013-12-04 00:00:00
V	1269	2874	2013-12-11 00:00:00	550	508	29.2845	16106.475	550.00	.00	550.00	2013-12-04 00:00:00
V	1270	2875	2013-12-11 00:00:00	3	491	19.9815	59.9445	3.00	.00	3.00	2013-12-04 00:00:00
V	1271	2876	2013-12-11 00:00:00	3	341	41.1705	123.5115	3.00	.00	3.00	2013-12-04 00:00:00
V	1271	2877	2013-12-11 00:00:00	3	342	39.0705	117.2115	3.00	.00	3.00	2013-12-04 00:00:00
V	1271	2878	2013-12-11 00:00:00	3	343	43.344	130.032	3.00	.00	3.00	2013-12-04 00:00:00
V	1271	2879	2013-12-11 00:00:00	3	344	39.0705	117.2115	3.00	.00	3.00	2013-12-04 00:00:00
V	1272	2880	2013-12-11 00:00:00	550	935	31.4895	17319.225	550.00	82.00	468.00	2013-12-04 00:00:00
V	1272	2881	2013-12-11 00:00:00	550	936	48.2895	26559.225	550.00	.00	550.00	2013-12-04 00:00:00
V	1273	2882	2013-12-11 00:00:00	3	377	36.9705	110.9115	3.00	.00	3.00	2013-12-04 00:00:00
V	1273	2883	2013-12-11 00:00:00	3	378	41.244	123.732	3.00	.00	3.00	2013-12-04 00:00:00
V	1273	2884	2013-12-11 00:00:00	3	379	36.9705	110.9115	3.00	.00	3.00	2013-12-04 00:00:00
V	1274	2885	2013-12-11 00:00:00	550	476	15.8865	8737.575	550.00	.00	550.00	2013-12-04 00:00:00
V	1274	2886	2013-12-11 00:00:00	550	477	11.6655	6416.025	550.00	.00	550.00	2013-12-04 00:00:00
V	1275	2887	2013-12-11 00:00:00	3	402	47.4705	142.4115	3.00	.00	3.00	2013-12-04 00:00:00
V	1276	2888	2013-12-11 00:00:00	550	510	23.079	12693.45	468.00	.00	468.00	2013-12-04 00:00:00
V	1276	2889	2013-12-11 00:00:00	550	511	29.274	16100.7	550.00	.00	550.00	2013-12-04 00:00:00
V	1276	2890	2013-12-11 00:00:00	550	512	34.9755	19236.525	550.00	.00	550.00	2013-12-04 00:00:00
V	1277	2891	2013-12-11 00:00:00	3	403	45.3705	136.1115	3.00	.00	3.00	2013-12-04 00:00:00
V	1277	2892	2013-12-11 00:00:00	3	404	49.644	148.932	3.00	.00	3.00	2013-12-04 00:00:00
V	1277	2893	2013-12-11 00:00:00	3	405	45.3705	136.1115	3.00	.00	3.00	2013-12-04 00:00:00
V	1277	2894	2013-12-11 00:00:00	3	406	43.2705	129.8115	3.00	.00	3.00	2013-12-04 00:00:00
V	1277	2895	2013-12-11 00:00:00	3	407	47.544	142.632	3.00	.00	3.00	2013-12-04 00:00:00
V	1277	2896	2013-12-11 00:00:00	3	408	43.2705	129.8115	3.00	.00	3.00	2013-12-04 00:00:00
V	1278	2897	2013-12-11 00:00:00	550	525	2.3205	1276.275	550.00	.00	550.00	2013-12-04 00:00:00
V	1279	2898	2013-12-11 00:00:00	550	526	3.6435	2003.925	550.00	.00	550.00	2013-12-04 00:00:00
V	1280	2899	2013-12-11 00:00:00	550	908	21.0945	11601.975	550.00	.00	550.00	2013-12-04 00:00:00
V	1280	2900	2013-12-11 00:00:00	550	909	30.4395	16741.725	550.00	55.00	495.00	2013-12-04 00:00:00
V	1280	2901	2013-12-11 00:00:00	550	913	40.9395	22516.725	550.00	.00	550.00	2013-12-04 00:00:00
V	1281	2902	2013-12-12 00:00:00	60	356	3.6015	216.09	60.00	.00	60.00	2013-12-05 00:00:00
