\P\	Pos	UnitMeasureCode\
V	105172	EA 
V	105238	EA 
V	105304	EA 
V	105371	EA 
V	105438	EA 
V	105505	EA 
V	105591	EA 
V	105658	EA 
V	105725	OZ 
V	105792	EA 
V	105858	EA 
V	105924	EA 
V	105990	EA 
V	106056	EA 
V	106123	EA 
V	106190	EA 
V	106257	EA 
V	106324	EA 
V	106391	OZ 
V	106477	OZ 
V	106544	EA 
V	106610	EA 
V	106676	EA 
V	106742	EA 
V	106808	EA 
V	106875	EA 
V	106942	EA 
V	107009	EA 
V	107076	EA 
V	107143	OZ 
V	107210	EA 
V	107276	EA 
V	107362	EA 
V	107428	EA 
V	107494	EA 
V	107560	EA 
V	107627	EA 
V	107694	EA 
V	107761	EA 
V	107828	EA 
V	107895	OZ 
V	107962	EA 
V	108028	EA 
V	108094	EA 
V	108160	EA 
V	108226	EA 
V	108312	EA 
V	108379	EA 
V	108446	EA 
V	108513	EA 
V	108580	EA 
V	108647	OZ 
V	108714	EA 
V	108780	EA 
V	108846	EA 
V	108912	EA 
V	108978	EA 
V	109045	EA 
V	109112	EA 
V	109179	EA 
V	109246	EA 
V	109313	OZ 
V	109380	EA 
V	109446	EA 
V	109512	EA 
V	109578	EA 
V	109644	EA 
V	109730	EA 
V	109797	EA 
V	109864	EA 
V	109931	EA 
V	109998	EA 
V	110065	OZ 
V	110132	EA 
V	110198	EA 
V	110264	EA 
V	110330	EA 
V	110396	EA 
V	110463	EA 
V	110530	EA 
V	110597	EA 
V	110683	EA 
V	110750	EA 
V	110817	OZ 
V	110884	EA 
V	110950	EA 
V	111016	EA 
V	111082	EA 
V	111148	EA 
V	111215	EA 
V	111282	EA 
V	111349	EA 
V	111416	EA 
V	111483	OZ 
V	111569	OZ 
V	111636	EA 
V	111702	EA 
V	111769	EA 
V	111835	EA 
V	111901	EA 
V	111968	EA 
V	112035	EA 
V	112102	EA 
V	112169	EA 
V	112236	OZ 
V	112303	EA 
V	112369	EA 
V	112455	EA 
V	112522	EA 
V	112588	EA 
V	112655	EA 
V	112722	EA 
V	112789	EA 
V	112856	EA 
V	112923	EA 
V	112990	OZ 
V	113057	EA 
V	113123	EA 
V	113209	EA 
V	113276	EA 
V	113342	EA 
V	113408	EA 
V	113475	EA 
V	113542	EA 
V	113609	EA 
V	113676	EA 
V	113743	OZ 
V	113810	EA 
V	113876	EA 
V	113943	EA 
V	114009	EA 
V	114075	EA 
V	114161	EA 
V	114228	EA 
V	114295	EA 
V	114362	EA 
V	114429	EA 
V	114496	OZ 
V	114563	EA 
V	114629	EA 
V	114696	EA 
V	114762	EA 
V	114828	EA 
V	114895	EA 
V	114962	EA 
V	115029	EA 
V	115115	EA 
V	115182	EA 
V	115249	OZ 
V	115316	EA 
V	115382	EA 
V	115449	EA 
V	115515	EA 
V	115581	EA 
V	115648	EA 
V	115715	EA 
V	115782	EA 
V	115849	EA 
V	115916	OZ 
V	116002	OZ 
V	116069	EA 
V	116135	EA 
V	116202	EA 
V	116268	EA 
V	116334	EA 
V	116401	EA 
V	116468	EA 
V	116535	EA 
V	116602	EA 
V	116669	OZ 
V	116736	EA 
V	116802	EA 
V	116888	EA 
V	116955	EA 
V	117021	EA 
V	117087	EA 
V	117173	EA 
V	117240	EA 
V	117307	EA 
V	117374	EA 
V	117441	EA 
V	117508	OZ 
V	117575	EA 
V	117641	EA 
V	117708	EA 
V	117774	EA 
V	117840	EA 
V	117907	EA 
V	117973	EA 
V	118040	EA 
V	118107	EA 
V	118174	EA 
V	118241	EA 
V	118308	EA 
V	118375	OZ 
V	118461	OZ 
V	118527	EA 
V	118593	EA 
V	118659	EA 
V	118725	EA 
V	118792	EA 
V	118859	EA 
V	118926	EA 
V	118993	EA 
V	119060	EA 
V	119127	OZ 
V	119193	EA 
V	119259	EA 
V	119345	EA 
V	119411	EA 
V	119477	EA 
V	119544	EA 
V	119611	EA 
V	119678	EA 
V	119745	EA 
V	119812	EA 
V	119879	OZ 
V	119946	EA 
V	120012	EA 
V	120079	EA 
V	120145	EA 
V	120212	EA 
V	120279	EA 
V	120346	EA 
V	120413	EA 
V	120499	EA 
V	120566	EA 
V	120633	OZ 
V	120700	EA 
V	120766	EA 
V	120833	EA 
V	120899	EA 
V	120966	EA 
V	121033	EA 
V	121100	EA 
V	121167	EA 
V	121234	EA 
V	121301	OZ 
V	121387	OZ 
V	121454	EA 
V	121520	EA 
V	121587	EA 
V	121653	EA 
V	121720	EA 
V	121787	EA 
V	121854	EA 
V	121921	EA 
V	121988	EA 
V	122055	OZ 
V	122122	EA 
V	122188	EA 
V	122255	EA 
V	122321	EA 
V	122388	EA 
V	122474	EA 
V	122541	EA 
V	122608	EA 
V	122675	EA 
V	122742	EA 
V	122809	OZ 
V	122876	EA 
V	122942	EA 
V	123009	EA 
V	123075	EA 
V	123142	EA 
V	123209	EA 
V	123276	EA 
V	123343	EA 
V	123429	EA 
V	123496	EA 
V	123563	OZ 
V	123630	EA 
V	123696	EA 
V	123763	EA 
V	123829	EA 
V	123896	EA 
V	123982	EA 
V	124049	EA 
V	124116	EA 
V	124183	EA 
V	124250	EA 
V	124317	OZ 
V	124383	EA 
V	124449	EA 
V	124515	EA 
V	124581	EA 
V	124648	EA 
V	124715	EA 
V	124782	EA 
V	124849	EA 
V	124916	EA 
V	124983	OZ 
V	125049	EA 
V	125115	EA 
V	125201	EA 
V	125267	EA 
V	125333	EA 
V	125399	EA 
V	125466	EA 
V	125533	EA 
V	125600	EA 
V	125667	EA 
V	125734	OZ 
V	125800	EA 
V	125866	EA 
V	125932	EA 
V	125998	EA 
V	126064	EA 
V	126150	EA 
V	126217	EA 
V	126284	EA 
V	126351	EA 
V	126418	EA 
V	126485	OZ 
V	126551	EA 
V	126617	EA 
V	126683	EA 
V	126749	EA 
V	126815	EA 
V	126882	EA 
V	126949	EA 
V	127016	EA 
V	127083	EA 
V	127150	OZ 
V	127216	EA 
V	127282	EA 
V	127368	EA 
V	127434	EA 
V	127500	EA 
V	127567	EA 
V	127634	EA 
V	127701	EA 
V	127768	EA 
V	127835	EA 
V	127902	OZ 
V	127968	EA 
V	128034	EA 
V	128100	EA 
V	128166	EA 
V	128233	EA 
V	128319	EA 
V	128386	EA 
V	128453	EA 
V	128520	EA 
V	128587	EA 
V	128654	OZ 
V	128720	EA 
V	128786	EA 
V	128852	EA 
V	128918	EA 
V	128985	EA 
V	129052	EA 
V	129119	EA 
V	129186	EA 
V	129272	EA 
V	129339	EA 
V	129406	OZ 
V	129472	EA 
V	129538	EA 
V	129604	EA 
V	129670	EA 
V	129737	EA 
V	129803	EA 
V	129870	EA 
V	129937	EA 
V	130004	EA 
V	130071	OZ 
V	130138	EA 
V	130205	EA 
V	130271	EA 
V	130338	EA 
V	130405	EA 
V	130472	EA 
V	130558	EA 
V	130625	EA 
V	130692	EA 
V	130759	EA 
V	130826	OZ 
V	130893	EA 
V	130960	EA 
V	131026	EA 
V	131093	EA 
V	131160	EA 
V	131227	EA 
V	131294	EA 
V	131380	EA 
V	131447	EA 
V	131514	EA 
V	131581	OZ 
V	131648	EA 
V	131715	EA 
V	131781	EA 
V	131848	EA 
V	131915	EA 
V	131982	EA 
V	132049	EA 
V	132116	EA 
V	132183	EA 
V	132250	OZ 
V	132336	OZ 
V	132403	EA 
V	132469	EA 
V	132535	EA 
V	132601	EA 
V	132668	EA 
V	132735	EA 
V	132802	EA 
V	132869	EA 
V	132936	EA 
V	133003	OZ 
V	133069	EA 
V	133136	EA 
V	133203	EA 
V	133269	EA 
V	133335	EA 
V	133402	EA 
V	133469	EA 
V	133536	EA 
V	133622	EA 
V	133689	EA 
V	133756	OZ 
V	133823	EA 
V	133890	EA 
V	133957	EA 
V	134024	EA 
V	134091	EA 
V	134157	EA 
V	134224	EA 
V	134309	EA 
V	134375	EA 
V	134440	EA 
V	134507	OZ 
V	134572	EA 
V	134638	EA 
V	134704	EA 
V	134771	EA 
V	134838	EA 
V	134903	EA 
V	134970	EA 
V	135037	IN 
V	135104	EA 
V	135189	EA 
V	135255	EA 
V	135321	EA 
V	135388	IN 
V	135456	EA 
V	135522	EA 
V	135588	EA 
V	135654	EA 
V	135721	EA 
V	135788	EA 
V	135873	EA 
V	135939	EA 
V	136006	EA 
V	136072	EA 
V	136139	EA 
V	136206	EA 
V	136270	EA 
V	136337	EA 
V	136404	EA 
V	136471	EA 
V	136538	EA 
V	136604	EA 
V	136671	EA 
V	136738	EA 
V	136805	EA 
V	136872	EA 
V	136939	EA 
V	137006	EA 
V	137073	EA 
V	137140	EA 
V	137207	EA 
V	137273	EA 
V	137339	EA 
V	137406	EA 
V	137491	EA 
V	137557	EA 
V	137624	EA 
V	137691	EA 
V	137758	EA 
V	137844	EA 
V	137911	EA 
V	137997	EA 
V	138064	EA 
V	138131	EA 
V	138198	EA 
V	138264	EA 
V	138331	EA 
V	138416	EA 
V	138482	EA 
V	138548	EA 
V	138613	EA 
V	138680	EA 
V	138746	EA 
V	138812	EA 
V	138878	EA 
V	138945	EA 
V	139012	EA 
V	139079	EA 
V	139146	EA 
V	139213	EA 
V	139280	EA 
V	139347	EA 
V	139413	EA 
V	139479	EA 
V	139544	EA 
V	139630	EA 
V	139697	EA 
V	139763	EA 
V	139829	EA 
V	139915	EA 
V	139981	EA 
V	140048	EA 
V	140115	EA 
V	140182	EA 
V	140249	EA 
V	140316	EA 
V	140382	EA 
V	140449	EA 
V	140516	EA 
V	140582	EA 
V	140647	EA 
V	140714	EA 
V	140780	EA 
V	140846	EA 
V	140912	EA 
V	140979	EA 
V	141046	EA 
V	141113	EA 
V	141180	EA 
V	141247	EA 
V	141313	EA 
V	141380	EA 
V	141447	EA 
V	141533	EA 
V	141600	EA 
V	141667	EA 
V	141734	EA 
V	141801	EA 
V	141868	EA 
V	141935	EA 
V	142001	EA 
V	142068	EA 
V	142135	EA 
V	142202	EA 
V	142268	EA 
V	142335	EA 
V	142401	EA 
V	142468	EA 
V	142533	EA 
V	142600	EA 
V	142667	EA 
V	142734	EA 
V	142801	EA 
V	142868	EA 
V	142934	EA 
V	143000	EA 
V	143067	EA 
V	143134	EA 
V	143200	EA 
V	143267	EA 
V	143333	EA 
V	143400	EA 
V	143467	EA 
V	143534	EA 
V	143601	EA 
V	143668	EA 
V	143735	EA 
V	143802	EA 
V	143869	EA 
V	143935	EA 
V	144002	EA 
V	144069	EA 
V	144136	EA 
V	144203	EA 
V	144269	EA 
V	144336	EA 
V	144403	EA 
V	144470	EA 
V	144556	EA 
V	144623	EA 
V	144690	EA 
V	144757	EA 
V	144824	EA 
V	144891	EA 
V	144958	EA 
V	145025	EA 
V	145092	EA 
V	145159	EA 
V	145226	EA 
V	145293	EA 
V	145359	EA 
V	145425	EA 
V	145510	EA 
V	145576	EA 
V	145643	EA 
V	145709	EA 
V	145775	EA 
V	145842	EA 
V	145908	EA 
V	145975	EA 
V	146042	EA 
V	146109	EA 
V	146175	EA 
V	146242	EA 
V	146309	EA 
V	146375	EA 
V	146461	EA 
V	146527	EA 
V	146593	EA 
V	146660	EA 
V	146726	EA 
V	146792	EA 
V	146859	EA 
V	146926	EA 
V	146993	EA 
V	147060	EA 
V	147127	EA 
V	147194	EA 
V	147261	EA 
V	147328	EA 
V	147394	EA 
V	147460	EA 
V	147526	EA 
V	147593	EA 
V	147659	EA 
V	147725	EA 
V	147792	EA 
V	147859	EA 
V	147925	EA 
V	147992	EA 
V	148059	EA 
V	148126	EA 
V	148193	EA 
V	148260	EA 
V	148327	EA 
V	148394	EA 
V	148461	EA 
V	148528	EA 
V	148595	EA 
V	148662	EA 
V	148747	EA 
V	148813	EA 
V	148880	EA 
V	148946	EA 
V	149013	EA 
V	149080	EA 
V	149147	EA 
V	149214	EA 
V	149281	EA 
V	149348	EA 
V	149434	EA 
V	149501	EA 
V	149568	EA 
V	149635	EA 
V	149702	EA 
V	149769	EA 
V	149835	EA 
V	149901	EA 
V	149968	EA 
V	150035	EA 
V	150102	EA 
V	150188	EA 
V	150255	EA 
V	150321	EA 
V	150388	EA 
V	150455	EA 
V	150520	EA 
V	150605	EA 
V	150671	EA 
V	150738	EA 
V	150803	EA 
V	150870	EA 
V	150935	EA 
V	151002	EA 
V	151069	EA 
V	151136	EA 
V	151203	EA 
V	151270	EA 
V	151337	EA 
V	151404	EA 
V	151471	EA 
V	151556	EA 
V	151621	EA 
V	151687	EA 
V	151754	EA 
V	151819	EA 
V	151886	EA 
V	151951	EA 
V	152017	EA 
V	152084	EA 
V	152151	EA 
V	152218	EA 
V	152284	EA 
V	152350	EA 
V	152416	EA 
V	152483	EA 
V	152548	EA 
V	152614	EA 
V	152681	EA 
V	152746	EA 
V	152813	EA 
V	152878	EA 
V	152944	EA 
V	153030	EA 
V	153096	EA 
V	153182	EA 
V	153249	EA 
V	153316	EA 
V	153383	EA 
V	153449	EA 
V	153515	EA 
V	153582	EA 
V	153649	EA 
V	153716	EA 
V	153802	EA 
V	153869	EA 
V	153936	EA 
V	154003	EA 
V	154070	EA 
V	154137	EA 
V	154202	EA 
V	154269	EA 
V	154336	EA 
V	154403	EA 
V	154470	EA 
V	154536	EA 
V	154603	EA 
V	154670	EA 
V	154737	EA 
V	154804	EA 
V	154871	EA 
V	154938	EA 
V	155023	EA 
V	155089	EA 
V	155174	EA 
V	155240	EA 
V	155305	EA 
V	155372	EA 
V	155458	EA 
V	155525	EA 
V	155592	EA 
V	155658	EA 
V	155744	EA 
V	155830	EA 
V	155896	EA 
V	155963	EA 
V	156030	EA 
V	156097	EA 
V	156164	EA 
V	156231	EA 
V	156298	EA 
V	156364	EA 
V	156431	EA 
V	156516	EA 
V	156581	EA 
V	156648	EA 
V	156715	EA 
V	156782	EA 
V	156849	EA 
V	156935	EA 
V	157002	EA 
V	157088	EA 
V	157155	EA 
V	157222	EA 
V	157289	EA 
V	157375	EA 
V	157442	EA 
V	157509	EA 
V	157576	EA 
V	157642	EA 
V	157708	EA 
V	157794	EA 
V	157861	EA 
V	157928	EA 
V	157995	EA 
V	158062	EA 
V	158129	EA 
V	158215	EA 
V	158282	EA 
V	158348	EA 
V	158415	EA 
V	158482	EA 
V	158549	EA 
V	158616	EA 
V	158683	EA 
V	158749	EA 
V	158816	EA 
V	158883	EA 
V	158949	EA 
V	159016	EA 
V	159083	EA 
V	159150	EA 
V	159217	EA 
V	159283	EA 
V	159349	EA 
V	159416	EA 
V	159483	EA 
V	159550	EA 
V	159616	EA 
V	159683	EA 
V	159749	EA 
V	159816	EA 
V	159882	EA 
V	159949	EA 
V	160016	EA 
V	160083	EA 
V	160169	EA 
V	160236	EA 
V	160302	EA 
V	160368	EA 
V	160435	EA 
V	160502	EA 
V	160569	EA 
V	160635	EA 
V	160702	EA 
V	160769	EA 
V	160854	EA 
V	160921	EA 
V	160987	EA 
V	161054	EA 
V	161121	EA 
V	161187	EA 
V	161254	EA 
V	161320	EA 
V	161386	EA 
V	161453	EA 
V	161520	EA 
V	161587	EA 
V	161653	EA 
V	161720	EA 
V	161787	EA 
V	161854	EA 
V	161920	EA 
V	161987	EA 
V	162054	EA 
V	162121	EA 
V	162188	EA 
V	162255	EA 
V	162322	EA 
V	162389	EA 
V	162455	EA 
V	162522	EA 
V	162589	EA 
V	162655	EA 
V	162722	EA 
V	162789	EA 
V	162856	EA 
V	162923	EA 
V	162990	EA 
V	163057	EA 
V	163124	EA 
V	163191	EA 
V	163256	EA 
V	163323	EA 
V	163390	EA 
V	163457	EA 
V	163524	EA 
V	163591	EA 
V	163657	EA 
V	163724	EA 
V	163791	EA 
V	163858	EA 
V	163924	EA 
V	163991	EA 
V	164077	EA 
V	164144	EA 
V	164211	EA 
V	164276	EA 
V	164343	EA 
V	164410	EA 
V	164477	EA 
V	164544	EA 
V	164630	EA 
V	164697	EA 
V	164783	EA 
V	164850	EA 
V	164917	EA 
V	164983	EA 
V	165050	EA 
V	165135	EA 
V	165201	EA 
V	165268	EA 
V	165333	EA 
V	165400	EA 
V	165467	EA 
V	165553	EA 
V	165619	EA 
V	165686	EA 
V	165753	EA 
V	165820	EA 
V	165886	EA 
V	165953	EA 
V	166019	EA 
V	166086	EA 
V	166151	EA 
V	166218	EA 
V	166285	EA 
V	166352	EA 
V	166417	EA 
V	166484	EA 
V	166551	EA 
V	166637	EA 
V	166704	EA 
V	166771	EA 
V	166838	EA 
V	166905	EA 
V	166991	EA 
V	167058	EA 
V	167124	EA 
V	167191	EA 
V	167256	EA 
V	167341	EA 
V	167407	EA 
V	167474	EA 
V	167541	EA 
V	167606	EA 
V	167673	EA 
V	167740	EA 
V	167807	EA 
V	167874	EA 
V	167941	EA 
V	168008	EA 
V	168075	EA 
V	168160	EA 
V	168226	EA 
V	168293	EA 
V	168358	EA 
V	168425	EA 
V	168492	EA 
V	168559	EA 
V	168624	EA 
V	168691	EA 
V	168758	EA 
V	168825	EA 
V	168892	EA 
V	168959	EA 
V	169026	EA 
V	169093	EA 
V	169160	EA 
V	169227	EA 
V	169294	EA 
V	169361	EA 
V	169428	EA 
V	169495	EA 
V	169561	EA 
V	169628	EA 
V	169695	EA 
V	169781	EA 
V	169848	EA 
V	169912	EA 
V	169978	EA 
V	170045	EA 
V	170112	EA 
V	170179	EA 
V	170265	EA 
V	170331	EA 
V	170398	EA 
V	170464	EA 
V	170531	EA 
V	170598	EA 
V	170665	EA 
V	170751	EA 
V	170817	EA 
V	170883	EA 
V	170949	EA 
V	171016	EA 
V	171083	EA 
V	171150	EA 
V	171217	EA 
V	171284	EA 
V	171350	EA 
V	171417	EA 
V	171484	EA 
V	171551	EA 
V	171618	EA 
V	171685	EA 
V	171751	EA 
V	171836	EA 
V	171902	EA 
V	171968	EA 
V	172035	EA 
V	172102	EA 
V	172169	EA 
V	172236	EA 
V	172303	EA 
V	172369	EA 
V	172436	EA 
V	172502	EA 
V	172569	EA 
V	172636	EA 
V	172703	EA 
V	172769	EA 
V	172835	EA 
V	172901	EA 
V	172968	EA 
V	173035	EA 
V	173102	EA 
V	173169	EA 
V	173236	EA 
V	173302	EA 
V	173369	EA 
V	173436	EA 
V	173503	EA 
V	173569	EA 
V	173636	EA 
V	173703	EA 
V	173769	EA 
V	173835	EA 
V	173902	EA 
V	173969	EA 
V	174036	EA 
V	174102	EA 
V	174169	EA 
V	174236	EA 
V	174303	EA 
V	174370	EA 
V	174437	EA 
V	174504	EA 
V	174571	EA 
V	174637	EA 
V	174704	EA 
V	174769	EA 
V	174836	EA 
V	174902	EA 
V	174969	EA 
V	175036	EA 
V	175102	EA 
V	175168	EA 
V	175235	EA 
V	175302	EA 
V	175368	EA 
V	175435	EA 
V	175502	EA 
V	175568	EA 
V	175635	EA 
V	175701	EA 
V	175768	EA 
V	175835	EA 
V	175902	EA 
V	175968	EA 
V	176034	EA 
V	176100	EA 
V	176167	EA 
V	176234	EA 
V	176301	EA 
V	176368	EA 
V	176435	EA 
V	176501	EA 
V	176568	EA 
V	176634	EA 
V	176701	EA 
V	176768	EA 
V	176835	EA 
V	176902	EA 
V	176968	EA 
V	177034	EA 
V	177101	EA 
V	177168	EA 
V	177234	EA 
V	177301	EA 
V	177367	EA 
V	177433	EA 
V	177500	EA 
V	177585	EA 
V	177651	EA 
V	177718	EA 
V	177785	EA 
V	177852	EA 
V	177918	EA 
V	177984	EA 
V	178050	EA 
V	178117	EA 
V	178184	EA 
V	178251	EA 
V	178318	EA 
V	178383	EA 
V	178450	EA 
V	178517	EA 
V	178583	EA 
V	178650	EA 
V	178717	EA 
V	178784	EA 
V	178850	EA 
V	178917	EA 
V	178983	EA 
V	179050	EA 
V	179116	EA 
V	179183	EA 
V	179250	EA 
V	179317	EA 
V	179384	EA 
V	179451	EA 
V	179517	EA 
V	179584	EA 
V	179651	EA 
V	179718	EA 
V	179785	EA 
V	179852	EA 
V	179919	EA 
V	179984	EA 
V	180049	EA 
V	180116	EA 
V	180183	EA 
V	180250	EA 
V	180317	EA 
V	180384	EA 
V	180450	EA 
V	180516	EA 
V	180582	EA 
V	180668	EA 
V	180735	EA 
V	180821	EA 
V	180888	EA 
V	180955	EA 
V	181022	EA 
V	181087	EA 
V	181152	EA 
V	181219	EA 
V	181286	EA 
V	181352	EA 
V	181438	EA 
V	181505	EA 
V	181572	EA 
V	181638	EA 
V	181705	EA 
V	181772	EA 
V	181839	EA 
V	181906	EA 
V	181973	EA 
V	182040	EA 
V	182105	EA 
V	182190	EA 
V	182255	EA 
