OpFlag	SalesOrderID	SalesReasonID	ModifiedDate
V	54284	1	2013-08-12 00:00:00
V	54285	1	2013-08-12 00:00:00
V	54286	1	2013-08-12 00:00:00
V	54287	4	2013-08-12 00:00:00
V	54289	1	2013-08-12 00:00:00
V	54289	10	2013-08-12 00:00:00
V	54290	1	2013-08-12 00:00:00
V	54291	1	2013-08-12 00:00:00
V	54292	4	2013-08-12 00:00:00
V	54293	1	2013-08-12 00:00:00
V	54294	1	2013-08-12 00:00:00
V	54295	1	2013-08-12 00:00:00
V	54296	1	2013-08-12 00:00:00
V	54297	1	2013-08-12 00:00:00
V	54298	1	2013-08-12 00:00:00
V	54299	1	2013-08-12 00:00:00
V	54300	1	2013-08-12 00:00:00
V	54300	2	2013-08-12 00:00:00
V	54302	1	2013-08-12 00:00:00
V	54302	2	2013-08-12 00:00:00
V	54303	1	2013-08-12 00:00:00
V	54304	1	2013-08-12 00:00:00
V	54305	1	2013-08-12 00:00:00
V	54306	2	2013-08-12 00:00:00
V	54307	1	2013-08-12 00:00:00
V	54308	1	2013-08-12 00:00:00
V	54310	1	2013-08-12 00:00:00
V	54310	2	2013-08-12 00:00:00
V	54314	1	2013-08-12 00:00:00
V	54314	2	2013-08-12 00:00:00
V	54315	1	2013-08-12 00:00:00
V	54318	1	2013-08-13 00:00:00
V	54319	1	2013-08-13 00:00:00
V	54319	10	2013-08-13 00:00:00
V	54320	1	2013-08-13 00:00:00
V	54321	1	2013-08-13 00:00:00
V	54322	1	2013-08-13 00:00:00
V	54322	10	2013-08-13 00:00:00
V	54323	1	2013-08-13 00:00:00
V	54324	1	2013-08-13 00:00:00
V	54325	1	2013-08-13 00:00:00
V	54326	1	2013-08-13 00:00:00
V	54327	2	2013-08-13 00:00:00
V	54328	1	2013-08-13 00:00:00
V	54329	1	2013-08-13 00:00:00
V	54330	4	2013-08-13 00:00:00
V	54331	4	2013-08-13 00:00:00
V	54332	1	2013-08-13 00:00:00
V	54333	1	2013-08-13 00:00:00
V	54334	1	2013-08-13 00:00:00
V	54335	1	2013-08-13 00:00:00
V	54336	1	2013-08-13 00:00:00
V	54337	6	2013-08-13 00:00:00
V	54338	6	2013-08-13 00:00:00
V	54339	1	2013-08-13 00:00:00
V	54340	1	2013-08-13 00:00:00
V	54341	1	2013-08-13 00:00:00
V	54342	1	2013-08-13 00:00:00
V	54343	4	2013-08-13 00:00:00
V	54344	1	2013-08-13 00:00:00
V	54345	1	2013-08-13 00:00:00
V	54345	10	2013-08-13 00:00:00
V	54346	1	2013-08-13 00:00:00
V	54347	1	2013-08-13 00:00:00
V	54348	1	2013-08-13 00:00:00
V	54349	1	2013-08-13 00:00:00
V	54350	1	2013-08-13 00:00:00
V	54351	1	2013-08-13 00:00:00
V	54352	1	2013-08-13 00:00:00
V	54353	1	2013-08-13 00:00:00
V	54354	4	2013-08-13 00:00:00
V	54355	1	2013-08-13 00:00:00
V	54356	1	2013-08-13 00:00:00
V	54357	1	2013-08-13 00:00:00
V	54358	1	2013-08-13 00:00:00
V	54359	2	2013-08-13 00:00:00
V	54360	1	2013-08-13 00:00:00
V	54360	2	2013-08-13 00:00:00
V	54361	6	2013-08-13 00:00:00
V	54362	1	2013-08-13 00:00:00
V	54364	1	2013-08-13 00:00:00
V	54364	2	2013-08-13 00:00:00
V	54365	2	2013-08-13 00:00:00
V	54366	2	2013-08-13 00:00:00
V	54367	2	2013-08-13 00:00:00
V	54369	1	2013-08-13 00:00:00
V	54369	2	2013-08-13 00:00:00
V	54370	1	2013-08-13 00:00:00
V	54371	1	2013-08-13 00:00:00
V	54373	1	2013-08-13 00:00:00
V	54376	2	2013-08-14 00:00:00
V	54377	1	2013-08-14 00:00:00
V	54378	1	2013-08-14 00:00:00
V	54378	2	2013-08-14 00:00:00
V	54379	1	2013-08-14 00:00:00
V	54380	1	2013-08-14 00:00:00
V	54381	1	2013-08-14 00:00:00
V	54381	10	2013-08-14 00:00:00
V	54382	1	2013-08-14 00:00:00
V	54382	10	2013-08-14 00:00:00
V	54383	1	2013-08-14 00:00:00
V	54384	1	2013-08-14 00:00:00
V	54385	4	2013-08-14 00:00:00
V	54386	1	2013-08-14 00:00:00
V	54386	2	2013-08-14 00:00:00
V	54387	1	2013-08-14 00:00:00
V	54388	1	2013-08-14 00:00:00
V	54389	1	2013-08-14 00:00:00
V	54390	1	2013-08-14 00:00:00
V	54391	1	2013-08-14 00:00:00
V	54392	1	2013-08-14 00:00:00
V	54393	1	2013-08-14 00:00:00
V	54394	4	2013-08-14 00:00:00
V	54394	10	2013-08-14 00:00:00
V	54395	1	2013-08-14 00:00:00
V	54396	1	2013-08-14 00:00:00
V	54397	1	2013-08-14 00:00:00
V	54398	1	2013-08-14 00:00:00
V	54399	1	2013-08-14 00:00:00
V	54400	1	2013-08-14 00:00:00
V	54401	1	2013-08-14 00:00:00
V	54402	1	2013-08-14 00:00:00
V	54403	1	2013-08-14 00:00:00
V	54404	1	2013-08-14 00:00:00
V	54405	1	2013-08-14 00:00:00
V	54406	1	2013-08-14 00:00:00
V	54407	1	2013-08-14 00:00:00
V	54408	1	2013-08-14 00:00:00
V	54409	1	2013-08-14 00:00:00
V	54410	1	2013-08-14 00:00:00
V	54411	1	2013-08-14 00:00:00
V	54412	1	2013-08-14 00:00:00
V	54413	1	2013-08-14 00:00:00
V	54413	10	2013-08-14 00:00:00
V	54414	1	2013-08-14 00:00:00
V	54415	1	2013-08-14 00:00:00
V	54416	1	2013-08-14 00:00:00
V	54417	1	2013-08-14 00:00:00
V	54418	1	2013-08-14 00:00:00
V	54419	1	2013-08-14 00:00:00
V	54421	1	2013-08-14 00:00:00
V	54421	2	2013-08-14 00:00:00
V	54422	1	2013-08-14 00:00:00
V	54423	2	2013-08-14 00:00:00
V	54424	1	2013-08-14 00:00:00
V	54425	1	2013-08-14 00:00:00
V	54430	1	2013-08-15 00:00:00
V	54431	1	2013-08-15 00:00:00
V	54432	1	2013-08-15 00:00:00
V	54432	10	2013-08-15 00:00:00
V	54433	1	2013-08-15 00:00:00
V	54434	1	2013-08-15 00:00:00
V	54435	6	2013-08-15 00:00:00
V	54436	1	2013-08-15 00:00:00
V	54437	1	2013-08-15 00:00:00
V	54437	2	2013-08-15 00:00:00
V	54438	1	2013-08-15 00:00:00
V	54439	1	2013-08-15 00:00:00
V	54440	1	2013-08-15 00:00:00
V	54441	1	2013-08-15 00:00:00
V	54442	1	2013-08-15 00:00:00
V	54443	1	2013-08-15 00:00:00
V	54444	1	2013-08-15 00:00:00
V	54445	1	2013-08-15 00:00:00
V	54446	1	2013-08-15 00:00:00
V	54447	1	2013-08-15 00:00:00
V	54448	1	2013-08-15 00:00:00
V	54449	1	2013-08-15 00:00:00
V	54450	1	2013-08-15 00:00:00
V	54451	1	2013-08-15 00:00:00
V	54451	10	2013-08-15 00:00:00
V	54452	1	2013-08-15 00:00:00
V	54453	4	2013-08-15 00:00:00
V	54454	1	2013-08-15 00:00:00
V	54455	1	2013-08-15 00:00:00
V	54456	1	2013-08-15 00:00:00
V	54456	10	2013-08-15 00:00:00
V	54457	1	2013-08-15 00:00:00
V	54458	1	2013-08-15 00:00:00
V	54459	1	2013-08-15 00:00:00
V	54460	1	2013-08-15 00:00:00
V	54461	1	2013-08-15 00:00:00
V	54462	1	2013-08-15 00:00:00
V	54463	1	2013-08-15 00:00:00
V	54464	1	2013-08-15 00:00:00
V	54465	1	2013-08-15 00:00:00
V	54466	1	2013-08-15 00:00:00
V	54467	4	2013-08-15 00:00:00
V	54468	1	2013-08-15 00:00:00
V	54469	2	2013-08-15 00:00:00
V	54471	1	2013-08-15 00:00:00
V	54472	1	2013-08-15 00:00:00
V	54472	2	2013-08-15 00:00:00
V	54474	1	2013-08-15 00:00:00
V	54476	1	2013-08-15 00:00:00
V	54478	1	2013-08-16 00:00:00
V	54479	1	2013-08-16 00:00:00
V	54480	1	2013-08-16 00:00:00
V	54481	1	2013-08-16 00:00:00
V	54482	1	2013-08-16 00:00:00
V	54483	1	2013-08-16 00:00:00
V	54484	1	2013-08-16 00:00:00
V	54485	1	2013-08-16 00:00:00
V	54487	1	2013-08-16 00:00:00
V	54488	1	2013-08-16 00:00:00
V	54489	6	2013-08-16 00:00:00
V	54490	1	2013-08-16 00:00:00
V	54491	1	2013-08-16 00:00:00
V	54492	1	2013-08-16 00:00:00
V	54493	1	2013-08-16 00:00:00
V	54494	1	2013-08-16 00:00:00
V	54495	1	2013-08-16 00:00:00
V	54496	1	2013-08-16 00:00:00
V	54496	10	2013-08-16 00:00:00
V	54497	1	2013-08-16 00:00:00
V	54498	1	2013-08-16 00:00:00
V	54499	1	2013-08-16 00:00:00
V	54500	1	2013-08-16 00:00:00
V	54501	1	2013-08-16 00:00:00
V	54502	1	2013-08-16 00:00:00
V	54502	10	2013-08-16 00:00:00
V	54503	1	2013-08-16 00:00:00
V	54504	1	2013-08-16 00:00:00
V	54505	4	2013-08-16 00:00:00
V	54506	1	2013-08-16 00:00:00
V	54507	1	2013-08-16 00:00:00
V	54508	1	2013-08-16 00:00:00
V	54509	1	2013-08-16 00:00:00
V	54510	1	2013-08-16 00:00:00
V	54511	1	2013-08-16 00:00:00
V	54512	1	2013-08-16 00:00:00
V	54513	1	2013-08-16 00:00:00
V	54514	1	2013-08-16 00:00:00
V	54515	1	2013-08-16 00:00:00
V	54515	2	2013-08-16 00:00:00
V	54515	10	2013-08-16 00:00:00
V	54516	1	2013-08-16 00:00:00
V	54517	1	2013-08-16 00:00:00
V	54518	1	2013-08-16 00:00:00
V	54519	1	2013-08-16 00:00:00
V	54520	5	2013-08-16 00:00:00
V	54521	1	2013-08-16 00:00:00
V	54522	1	2013-08-16 00:00:00
V	54523	1	2013-08-16 00:00:00
V	54523	2	2013-08-16 00:00:00
V	54526	1	2013-08-16 00:00:00
V	54526	10	2013-08-16 00:00:00
V	54527	2	2013-08-17 00:00:00
V	54528	1	2013-08-17 00:00:00
V	54529	1	2013-08-17 00:00:00
V	54530	1	2013-08-17 00:00:00
V	54531	6	2013-08-17 00:00:00
V	54532	1	2013-08-17 00:00:00
V	54533	1	2013-08-17 00:00:00
V	54534	1	2013-08-17 00:00:00
V	54537	1	2013-08-17 00:00:00
V	54538	1	2013-08-17 00:00:00
V	54539	1	2013-08-17 00:00:00
V	54540	1	2013-08-17 00:00:00
V	54541	1	2013-08-17 00:00:00
V	54542	1	2013-08-17 00:00:00
V	54543	1	2013-08-17 00:00:00
V	54544	4	2013-08-17 00:00:00
V	54545	1	2013-08-17 00:00:00
V	54545	10	2013-08-17 00:00:00
V	54546	1	2013-08-17 00:00:00
V	54547	1	2013-08-17 00:00:00
V	54548	1	2013-08-17 00:00:00
V	54549	1	2013-08-17 00:00:00
V	54550	1	2013-08-17 00:00:00
V	54551	1	2013-08-17 00:00:00
V	54552	1	2013-08-17 00:00:00
V	54553	1	2013-08-17 00:00:00
V	54554	6	2013-08-17 00:00:00
V	54555	1	2013-08-17 00:00:00
V	54556	1	2013-08-17 00:00:00
V	54557	1	2013-08-17 00:00:00
V	54558	1	2013-08-17 00:00:00
V	54559	1	2013-08-17 00:00:00
V	54560	1	2013-08-17 00:00:00
V	54561	1	2013-08-17 00:00:00
V	54561	10	2013-08-17 00:00:00
V	54562	1	2013-08-17 00:00:00
V	54563	1	2013-08-17 00:00:00
V	54564	1	2013-08-17 00:00:00
V	54566	1	2013-08-17 00:00:00
V	54567	1	2013-08-17 00:00:00
V	54568	1	2013-08-17 00:00:00
V	54569	1	2013-08-17 00:00:00
V	54570	1	2013-08-17 00:00:00
V	54572	1	2013-08-17 00:00:00
V	54573	1	2013-08-17 00:00:00
V	54575	1	2013-08-17 00:00:00
V	54576	1	2013-08-17 00:00:00
V	54577	2	2013-08-17 00:00:00
V	54578	1	2013-08-17 00:00:00
V	54579	1	2013-08-17 00:00:00
V	54580	1	2013-08-17 00:00:00
V	54580	2	2013-08-17 00:00:00
V	54581	1	2013-08-17 00:00:00
V	54581	2	2013-08-17 00:00:00
V	54582	1	2013-08-17 00:00:00
V	54583	1	2013-08-17 00:00:00
V	54584	1	2013-08-17 00:00:00
V	54585	2	2013-08-18 00:00:00
V	54586	1	2013-08-18 00:00:00
V	54588	1	2013-08-18 00:00:00
V	54589	2	2013-08-18 00:00:00
V	54590	2	2013-08-18 00:00:00
V	54591	1	2013-08-18 00:00:00
V	54592	1	2013-08-18 00:00:00
V	54593	1	2013-08-18 00:00:00
V	54594	1	2013-08-18 00:00:00
V	54594	10	2013-08-18 00:00:00
V	54595	1	2013-08-18 00:00:00
V	54596	1	2013-08-18 00:00:00
V	54598	1	2013-08-18 00:00:00
V	54599	1	2013-08-18 00:00:00
V	54600	1	2013-08-18 00:00:00
V	54601	1	2013-08-18 00:00:00
V	54602	1	2013-08-18 00:00:00
V	54602	2	2013-08-18 00:00:00
V	54603	2	2013-08-18 00:00:00
V	54604	1	2013-08-18 00:00:00
V	54604	2	2013-08-18 00:00:00
V	54605	1	2013-08-18 00:00:00
V	54606	1	2013-08-18 00:00:00
V	54607	1	2013-08-18 00:00:00
V	54608	1	2013-08-18 00:00:00
V	54609	1	2013-08-18 00:00:00
V	54610	1	2013-08-18 00:00:00
V	54611	1	2013-08-18 00:00:00
V	54612	1	2013-08-18 00:00:00
V	54613	1	2013-08-18 00:00:00
V	54614	1	2013-08-18 00:00:00
V	54615	1	2013-08-18 00:00:00
V	54616	1	2013-08-18 00:00:00
V	54617	1	2013-08-18 00:00:00
V	54618	1	2013-08-18 00:00:00
V	54619	6	2013-08-18 00:00:00
V	54620	6	2013-08-18 00:00:00
V	54621	1	2013-08-18 00:00:00
V	54622	6	2013-08-18 00:00:00
V	54623	1	2013-08-18 00:00:00
V	54624	1	2013-08-18 00:00:00
V	54625	1	2013-08-18 00:00:00
V	54626	1	2013-08-18 00:00:00
V	54627	1	2013-08-18 00:00:00
V	54628	1	2013-08-18 00:00:00
V	54628	10	2013-08-18 00:00:00
V	54629	1	2013-08-18 00:00:00
V	54629	10	2013-08-18 00:00:00
V	54630	1	2013-08-18 00:00:00
V	54630	10	2013-08-18 00:00:00
V	54631	1	2013-08-18 00:00:00
V	54632	1	2013-08-18 00:00:00
V	54634	1	2013-08-18 00:00:00
V	54635	1	2013-08-18 00:00:00
V	54636	1	2013-08-18 00:00:00
V	54637	1	2013-08-18 00:00:00
V	54638	1	2013-08-18 00:00:00
V	54638	10	2013-08-18 00:00:00
V	54639	1	2013-08-18 00:00:00
V	54640	1	2013-08-18 00:00:00
V	54641	1	2013-08-18 00:00:00
V	54641	2	2013-08-18 00:00:00
V	54642	1	2013-08-18 00:00:00
V	54642	2	2013-08-18 00:00:00
V	54643	1	2013-08-18 00:00:00
V	54644	1	2013-08-18 00:00:00
V	54645	1	2013-08-18 00:00:00
V	54646	1	2013-08-18 00:00:00
V	54647	1	2013-08-18 00:00:00
V	54648	1	2013-08-18 00:00:00
V	54649	2	2013-08-18 00:00:00
V	54653	1	2013-08-18 00:00:00
V	54653	2	2013-08-18 00:00:00
V	54655	1	2013-08-18 00:00:00
V	54656	1	2013-08-18 00:00:00
V	54657	2	2013-08-19 00:00:00
V	54658	1	2013-08-19 00:00:00
V	54660	1	2013-08-19 00:00:00
V	54661	1	2013-08-19 00:00:00
V	54662	1	2013-08-19 00:00:00
V	54662	10	2013-08-19 00:00:00
V	54663	1	2013-08-19 00:00:00
V	54664	1	2013-08-19 00:00:00
V	54665	1	2013-08-19 00:00:00
V	54666	1	2013-08-19 00:00:00
V	54667	1	2013-08-19 00:00:00
V	54668	4	2013-08-19 00:00:00
V	54669	1	2013-08-19 00:00:00
V	54671	1	2013-08-19 00:00:00
V	54672	1	2013-08-19 00:00:00
V	54673	1	2013-08-19 00:00:00
V	54674	4	2013-08-19 00:00:00
V	54675	1	2013-08-19 00:00:00
V	54676	1	2013-08-19 00:00:00
V	54677	1	2013-08-19 00:00:00
V	54678	1	2013-08-19 00:00:00
V	54679	1	2013-08-19 00:00:00
V	54680	1	2013-08-19 00:00:00
V	54681	1	2013-08-19 00:00:00
V	54681	10	2013-08-19 00:00:00
V	54682	1	2013-08-19 00:00:00
V	54683	1	2013-08-19 00:00:00
V	54684	1	2013-08-19 00:00:00
V	54685	1	2013-08-19 00:00:00
V	54686	4	2013-08-19 00:00:00
V	54686	10	2013-08-19 00:00:00
V	54687	4	2013-08-19 00:00:00
V	54687	10	2013-08-19 00:00:00
V	54688	1	2013-08-19 00:00:00
V	54689	1	2013-08-19 00:00:00
V	54690	1	2013-08-19 00:00:00
V	54691	1	2013-08-19 00:00:00
V	54691	10	2013-08-19 00:00:00
V	54692	1	2013-08-19 00:00:00
V	54693	1	2013-08-19 00:00:00
V	54694	1	2013-08-19 00:00:00
V	54695	1	2013-08-19 00:00:00
V	54696	1	2013-08-19 00:00:00
V	54697	1	2013-08-19 00:00:00
V	54698	1	2013-08-19 00:00:00
V	54699	1	2013-08-19 00:00:00
V	54700	1	2013-08-19 00:00:00
V	54701	1	2013-08-19 00:00:00
V	54702	1	2013-08-19 00:00:00
V	54704	6	2013-08-19 00:00:00
V	54706	5	2013-08-19 00:00:00
V	54707	1	2013-08-19 00:00:00
V	54708	1	2013-08-19 00:00:00
V	54708	2	2013-08-19 00:00:00
V	54709	1	2013-08-19 00:00:00
V	54709	2	2013-08-19 00:00:00
V	54710	1	2013-08-19 00:00:00
V	54710	2	2013-08-19 00:00:00
V	54712	1	2013-08-19 00:00:00
V	54712	2	2013-08-19 00:00:00
V	54712	10	2013-08-19 00:00:00
V	54715	1	2013-08-19 00:00:00
V	54715	2	2013-08-19 00:00:00
V	54716	1	2013-08-20 00:00:00
V	54717	1	2013-08-20 00:00:00
V	54718	4	2013-08-20 00:00:00
V	54719	1	2013-08-20 00:00:00
V	54720	1	2013-08-20 00:00:00
V	54721	4	2013-08-20 00:00:00
V	54722	1	2013-08-20 00:00:00
V	54723	1	2013-08-20 00:00:00
V	54724	1	2013-08-20 00:00:00
V	54725	1	2013-08-20 00:00:00
V	54726	1	2013-08-20 00:00:00
V	54727	1	2013-08-20 00:00:00
V	54728	1	2013-08-20 00:00:00
V	54729	1	2013-08-20 00:00:00
V	54730	1	2013-08-20 00:00:00
V	54731	1	2013-08-20 00:00:00
V	54731	10	2013-08-20 00:00:00
V	54732	1	2013-08-20 00:00:00
V	54732	10	2013-08-20 00:00:00
V	54733	1	2013-08-20 00:00:00
V	54733	10	2013-08-20 00:00:00
V	54734	1	2013-08-20 00:00:00
V	54735	1	2013-08-20 00:00:00
V	54736	1	2013-08-20 00:00:00
V	54737	1	2013-08-20 00:00:00
V	54738	1	2013-08-20 00:00:00
V	54739	1	2013-08-20 00:00:00
V	54740	1	2013-08-20 00:00:00
V	54741	1	2013-08-20 00:00:00
V	54741	10	2013-08-20 00:00:00
V	54742	1	2013-08-20 00:00:00
V	54742	10	2013-08-20 00:00:00
V	54743	1	2013-08-20 00:00:00
V	54744	1	2013-08-20 00:00:00
V	54745	1	2013-08-20 00:00:00
V	54745	10	2013-08-20 00:00:00
V	54746	1	2013-08-20 00:00:00
V	54748	1	2013-08-20 00:00:00
V	54749	1	2013-08-20 00:00:00
V	54750	1	2013-08-20 00:00:00
V	54751	1	2013-08-20 00:00:00
V	54752	1	2013-08-20 00:00:00
V	54753	1	2013-08-20 00:00:00
V	54754	1	2013-08-20 00:00:00
V	54755	1	2013-08-20 00:00:00
V	54756	2	2013-08-20 00:00:00
V	54757	1	2013-08-20 00:00:00
V	54758	1	2013-08-20 00:00:00
V	54759	1	2013-08-20 00:00:00
V	54761	1	2013-08-20 00:00:00
V	54761	2	2013-08-20 00:00:00
V	54762	1	2013-08-20 00:00:00
V	54763	1	2013-08-20 00:00:00
V	54764	1	2013-08-20 00:00:00
V	54765	1	2013-08-20 00:00:00
V	54765	2	2013-08-20 00:00:00
V	54767	1	2013-08-20 00:00:00
V	54767	2	2013-08-20 00:00:00
V	54767	10	2013-08-20 00:00:00
V	54769	1	2013-08-20 00:00:00
V	54770	1	2013-08-21 00:00:00
V	54770	2	2013-08-21 00:00:00
V	54771	1	2013-08-21 00:00:00
V	54772	1	2013-08-21 00:00:00
V	54773	1	2013-08-21 00:00:00
V	54774	6	2013-08-21 00:00:00
V	54775	1	2013-08-21 00:00:00
V	54776	1	2013-08-21 00:00:00
V	54777	1	2013-08-21 00:00:00
V	54778	1	2013-08-21 00:00:00
V	54779	1	2013-08-21 00:00:00
V	54780	1	2013-08-21 00:00:00
V	54781	1	2013-08-21 00:00:00
V	54782	4	2013-08-21 00:00:00
V	54783	1	2013-08-21 00:00:00
V	54783	10	2013-08-21 00:00:00
V	54784	1	2013-08-21 00:00:00
V	54785	1	2013-08-21 00:00:00
V	54786	1	2013-08-21 00:00:00
V	54787	1	2013-08-21 00:00:00
V	54788	1	2013-08-21 00:00:00
V	54789	1	2013-08-21 00:00:00
V	54790	1	2013-08-21 00:00:00
V	54790	10	2013-08-21 00:00:00
V	54791	1	2013-08-21 00:00:00
V	54792	6	2013-08-21 00:00:00
V	54793	1	2013-08-21 00:00:00
V	54794	1	2013-08-21 00:00:00
V	54795	1	2013-08-21 00:00:00
V	54796	1	2013-08-21 00:00:00
V	54797	1	2013-08-21 00:00:00
V	54798	1	2013-08-21 00:00:00
V	54798	10	2013-08-21 00:00:00
V	54799	1	2013-08-21 00:00:00
V	54800	1	2013-08-21 00:00:00
V	54801	1	2013-08-21 00:00:00
V	54802	1	2013-08-21 00:00:00
V	54803	1	2013-08-21 00:00:00
V	54804	1	2013-08-21 00:00:00
V	54805	1	2013-08-21 00:00:00
V	54806	1	2013-08-21 00:00:00
V	54807	1	2013-08-21 00:00:00
V	54808	2	2013-08-21 00:00:00
V	54809	2	2013-08-21 00:00:00
V	54810	2	2013-08-21 00:00:00
V	54812	1	2013-08-21 00:00:00
V	54812	2	2013-08-21 00:00:00
V	54813	1	2013-08-21 00:00:00
V	54813	2	2013-08-21 00:00:00
V	54817	1	2013-08-21 00:00:00
V	54818	1	2013-08-21 00:00:00
V	54818	2	2013-08-21 00:00:00
V	54819	1	2013-08-21 00:00:00
V	54822	2	2013-08-22 00:00:00
V	54823	1	2013-08-22 00:00:00
V	54823	10	2013-08-22 00:00:00
V	54824	1	2013-08-22 00:00:00
V	54825	1	2013-08-22 00:00:00
V	54826	1	2013-08-22 00:00:00
V	54827	1	2013-08-22 00:00:00
V	54828	1	2013-08-22 00:00:00
V	54829	1	2013-08-22 00:00:00
V	54830	1	2013-08-22 00:00:00
V	54831	1	2013-08-22 00:00:00
V	54832	1	2013-08-22 00:00:00
V	54833	1	2013-08-22 00:00:00
V	54834	1	2013-08-22 00:00:00
V	54835	4	2013-08-22 00:00:00
V	54835	10	2013-08-22 00:00:00
V	54836	1	2013-08-22 00:00:00
V	54837	1	2013-08-22 00:00:00
V	54838	1	2013-08-22 00:00:00
V	54839	1	2013-08-22 00:00:00
V	54840	1	2013-08-22 00:00:00
V	54841	1	2013-08-22 00:00:00
V	54842	1	2013-08-22 00:00:00
V	54843	1	2013-08-22 00:00:00
V	54844	1	2013-08-22 00:00:00
V	54845	1	2013-08-22 00:00:00
V	54846	1	2013-08-22 00:00:00
V	54847	1	2013-08-22 00:00:00
V	54848	1	2013-08-22 00:00:00
V	54849	1	2013-08-22 00:00:00
V	54849	10	2013-08-22 00:00:00
V	54850	1	2013-08-22 00:00:00
V	54851	1	2013-08-22 00:00:00
V	54852	1	2013-08-22 00:00:00
V	54853	1	2013-08-22 00:00:00
V	54854	1	2013-08-22 00:00:00
V	54855	1	2013-08-22 00:00:00
V	54856	1	2013-08-22 00:00:00
V	54857	1	2013-08-22 00:00:00
V	54858	1	2013-08-22 00:00:00
V	54859	1	2013-08-22 00:00:00
V	54860	1	2013-08-22 00:00:00
V	54861	1	2013-08-22 00:00:00
V	54862	1	2013-08-22 00:00:00
V	54863	2	2013-08-22 00:00:00
V	54865	1	2013-08-22 00:00:00
V	54865	2	2013-08-22 00:00:00
V	54866	1	2013-08-22 00:00:00
V	54867	1	2013-08-22 00:00:00
V	54868	1	2013-08-22 00:00:00
V	54871	1	2013-08-22 00:00:00
V	54871	2	2013-08-22 00:00:00
V	54872	1	2013-08-22 00:00:00
V	54873	1	2013-08-22 00:00:00
V	54873	2	2013-08-22 00:00:00
V	54876	1	2013-08-22 00:00:00
V	54876	2	2013-08-22 00:00:00
V	54877	1	2013-08-22 00:00:00
V	54877	2	2013-08-22 00:00:00
V	54878	1	2013-08-22 00:00:00
V	54878	2	2013-08-22 00:00:00
V	54879	1	2013-08-22 00:00:00
V	54880	1	2013-08-22 00:00:00
V	54880	2	2013-08-22 00:00:00
V	54883	1	2013-08-23 00:00:00
V	54884	4	2013-08-23 00:00:00
V	54885	4	2013-08-23 00:00:00
V	54886	1	2013-08-23 00:00:00
V	54887	1	2013-08-23 00:00:00
V	54888	1	2013-08-23 00:00:00
V	54889	1	2013-08-23 00:00:00
V	54890	1	2013-08-23 00:00:00
V	54891	1	2013-08-23 00:00:00
V	54892	1	2013-08-23 00:00:00
V	54893	1	2013-08-23 00:00:00
V	54894	6	2013-08-23 00:00:00
V	54895	1	2013-08-23 00:00:00
V	54897	1	2013-08-23 00:00:00
V	54898	1	2013-08-23 00:00:00
V	54899	1	2013-08-23 00:00:00
V	54900	1	2013-08-23 00:00:00
V	54900	10	2013-08-23 00:00:00
V	54901	1	2013-08-23 00:00:00
V	54902	1	2013-08-23 00:00:00
V	54903	1	2013-08-23 00:00:00
V	54904	1	2013-08-23 00:00:00
V	54905	1	2013-08-23 00:00:00
V	54906	1	2013-08-23 00:00:00
V	54907	1	2013-08-23 00:00:00
V	54908	1	2013-08-23 00:00:00
V	54909	1	2013-08-23 00:00:00
V	54910	6	2013-08-23 00:00:00
V	54911	1	2013-08-23 00:00:00
V	54912	1	2013-08-23 00:00:00
V	54913	1	2013-08-23 00:00:00
V	54914	1	2013-08-23 00:00:00
V	54915	1	2013-08-23 00:00:00
V	54916	1	2013-08-23 00:00:00
V	54916	10	2013-08-23 00:00:00
V	54917	1	2013-08-23 00:00:00
V	54918	4	2013-08-23 00:00:00
V	54919	1	2013-08-23 00:00:00
V	54920	1	2013-08-23 00:00:00
V	54920	2	2013-08-23 00:00:00
V	54921	2	2013-08-23 00:00:00
V	54922	6	2013-08-23 00:00:00
V	54923	1	2013-08-23 00:00:00
V	54923	2	2013-08-23 00:00:00
V	54924	6	2013-08-23 00:00:00
V	54925	1	2013-08-23 00:00:00
V	54926	1	2013-08-23 00:00:00
V	54927	2	2013-08-23 00:00:00
V	54928	1	2013-08-23 00:00:00
V	54930	1	2013-08-23 00:00:00
V	54931	1	2013-08-23 00:00:00
V	54933	1	2013-08-24 00:00:00
V	54934	1	2013-08-24 00:00:00
V	54935	1	2013-08-24 00:00:00
V	54936	1	2013-08-24 00:00:00
V	54937	1	2013-08-24 00:00:00
V	54939	1	2013-08-24 00:00:00
V	54940	1	2013-08-24 00:00:00
V	54941	1	2013-08-24 00:00:00
V	54942	4	2013-08-24 00:00:00
V	54943	1	2013-08-24 00:00:00
V	54944	1	2013-08-24 00:00:00
V	54945	1	2013-08-24 00:00:00
V	54946	1	2013-08-24 00:00:00
V	54947	1	2013-08-24 00:00:00
V	54948	6	2013-08-24 00:00:00
V	54949	6	2013-08-24 00:00:00
V	54950	1	2013-08-24 00:00:00
V	54951	1	2013-08-24 00:00:00
V	54952	1	2013-08-24 00:00:00
V	54953	1	2013-08-24 00:00:00
V	54954	1	2013-08-24 00:00:00
V	54955	1	2013-08-24 00:00:00
V	54956	1	2013-08-24 00:00:00
V	54957	1	2013-08-24 00:00:00
V	54958	1	2013-08-24 00:00:00
V	54959	1	2013-08-24 00:00:00
V	54960	1	2013-08-24 00:00:00
V	54961	1	2013-08-24 00:00:00
