\P\	Pos	PersonID\
V	503832	9196
V	503928	11507
V	504025	3635
V	504121	15031
V	504218	16736
V	504315	11810
V	504412	20039
V	504509	5475
V	504605	9538
V	504701	14989
V	504798	9007
V	504894	10376
V	504991	19557
V	505088	17361
V	505185	20456
V	505282	6143
V	505378	6812
V	505474	20698
V	505571	5084
V	505667	18789
V	505764	8235
V	505860	18641
V	505957	8198
V	506053	8848
V	506149	3183
V	506245	18259
V	506342	15092
V	506439	3148
V	506535	13709
V	506632	3318
V	506728	16959
V	506825	20590
V	506922	16562
V	507019	13743
V	507116	16486
V	507213	5502
V	507309	8331
V	507405	5515
V	507501	20686
V	507598	19254
V	507695	16806
V	507792	11604
V	507889	17399
V	507986	14389
V	508083	4511
V	508179	4512
V	508275	3382
V	508371	15624
V	508468	7180
V	508564	11217
V	508661	3371
V	508757	18075
V	508854	20653
V	508951	11428
V	509048	11124
V	509145	19249
V	509242	3485
V	509338	14320
V	509435	9044
V	509531	10892
V	509628	10176
V	509725	6236
V	509821	17187
V	509918	13997
V	510015	16084
V	510112	9622
V	510208	17256
V	510305	14049
V	510402	5646
V	510498	12577
V	510595	17319
V	510692	11903
V	510789	19207
V	510886	4084
V	510982	17305
V	511079	3866
V	511175	15601
V	511272	8397
V	511368	5141
V	511464	3528
V	511561	10141
V	511658	9043
V	511755	14055
V	511852	7829
V	511949	18695
V	512047	6239
V	512143	12232
V	512240	5883
V	512336	7930
V	512433	7493
V	512530	12059
V	512628	1735
V	512724	16138
V	512821	6830
V	512917	14610
V	513014	5019
V	513110	15803
V	513207	19232
V	513304	18780
V	513401	16589
V	513499	12651
V	513597	16616
V	513695	8956
V	513791	14220
V	513889	14364
V	513987	18035
V	514084	16856
V	514181	4982
V	514278	8122
V	514374	19011
V	514471	3870
V	514567	4856
V	514663	12776
V	514760	9859
V	514856	13642
V	514953	19528
V	515050	12192
V	515147	8162
V	515243	14053
V	515340	5562
V	515436	7267
V	515532	11536
V	515630	11842
V	515728	7935
V	515824	9774
V	515920	5634
V	516016	13857
V	516114	19381
V	516211	8933
V	516307	20544
V	516405	18450
V	516503	19099
V	516601	5729
V	516697	15103
V	516794	10686
V	516891	4802
V	516987	14732
V	517084	2993
V	517181	3464
V	517278	7850
V	517374	14452
V	517472	2956
V	517568	12456
V	517665	4224
V	517761	10326
V	517858	18188
V	517955	20124
V	518052	17754
V	518149	6149
V	518245	8606
V	518341	19573
V	518439	15271
V	518536	5744
V	518632	6826
V	518728	13741
V	518825	11718
V	518923	10255
V	519020	14491
V	519117	17586
V	519214	4119
V	519311	13324
V	519409	18003
V	519507	7470
V	519603	3144
V	519700	10842
V	519798	8385
V	519894	20339
V	519991	17742
V	520088	14475
V	520186	5485
V	520282	15295
V	520380	3286
V	520477	16661
V	520574	20413
V	520671	5852
V	520767	16191
V	520864	13754
V	520961	4444
V	521057	18941
V	521154	18854
V	521251	18063
V	521349	18881
V	521447	12308
V	521545	17285
V	521642	10261
V	521739	11107
V	521836	7100
V	521932	2635
V	522028	12391
V	522125	7083
V	522221	4862
V	522317	7655
V	522413	4579
V	522509	13278
V	522606	12814
V	522703	7809
V	522799	11984
V	522896	20500
V	522993	3373
V	523089	19204
V	523186	20470
V	523283	17668
V	523380	18536
V	523477	19786
V	523574	14122
V	523671	8693
V	523767	18310
V	523864	12040
V	523961	15391
V	524058	17048
V	524155	10910
V	524252	11320
V	524349	11012
V	524446	8274
V	524542	13359
V	524639	12262
V	524736	16371
V	524833	6243
V	524929	11302
V	525026	3244
V	525122	2510
V	525218	16030
V	525315	17698
V	525412	20766
V	525509	5600
V	525605	10547
V	525702	13221
V	525799	10530
V	525896	7937
V	525992	14030
V	526089	4397
V	526185	15838
V	526282	4416
V	526378	13053
V	526475	9170
V	526571	8810
V	526667	20199
V	526764	11844
V	526861	7545
V	526957	14164
V	527054	3292
V	527150	18113
V	527247	6954
V	527343	2717
V	527439	8647
V	527535	16539
V	527632	11707
V	527729	17298
V	527826	5359
V	527922	5855
V	528018	4214
V	528114	9428
V	528210	6675
V	528306	9911
V	528402	13118
V	528499	11553
V	528596	19754
V	528693	11538
V	528790	1736
V	528886	13449
V	528983	19148
V	529080	6466
V	529176	15009
V	529273	8478
V	529369	15497
V	529466	13665
V	529563	14773
V	529660	14366
V	529757	11809
V	529854	6638
V	529950	16327
V	530047	8575
V	530143	20311
V	530240	17535
V	530337	12162
V	530434	4955
V	530530	1737
V	530626	18761
V	530723	6233
V	530819	7637
V	530915	1738
V	531011	17382
V	531108	13354
V	531205	19556
V	531302	19946
V	531399	11800
V	531496	20323
V	531593	4064
V	531689	8501
V	531785	14913
V	531882	17755
V	531979	8617
V	532075	8507
V	532171	19825
V	532268	7673
V	532364	7578
V	532460	8636
V	532556	13224
V	532653	13723
V	532750	17363
V	532847	12714
V	532944	15945
V	533041	10370
V	533138	10216
V	533235	4600
V	533331	4929
V	533427	11030
V	533524	11048
V	533621	18409
V	533718	2709
V	533814	5479
V	533910	3399
V	534006	17158
V	534103	11673
V	534200	9964
V	534296	13340
V	534393	4248
V	534489	10446
V	534586	20050
V	534683	19739
V	534780	12144
V	534877	13371
V	534974	11388
V	535071	7266
V	535167	17290
V	535264	5452
V	535360	11232
V	535457	16203
V	535554	3943
V	535650	11044
V	535747	7752
V	535843	16434
V	535940	16757
V	536037	3703
V	536133	7467
V	536229	12053
V	536326	11815
V	536423	5581
V	536519	10741
V	536616	8567
V	536712	6594
V	536808	9853
V	536904	3161
V	537000	17677
V	537097	15334
V	537194	5065
V	537290	15900
V	537387	5806
V	537483	18575
V	537580	15147
V	537677	11480
V	537774	9048
V	537870	12867
V	537967	12940
V	538064	15269
V	538161	18821
V	538258	9813
V	538354	3006
V	538450	17147
V	538547	6376
V	538643	16571
V	538740	15543
V	538837	3619
V	538933	13982
V	539030	9796
V	539126	17759
V	539223	3388
V	539319	16298
V	539416	14034
V	539513	3817
V	539609	3603
V	539705	6169
V	539801	3955
V	539897	12789
V	539994	12143
V	540091	11156
V	540188	15166
V	540285	17880
V	540382	6815
V	540478	5550
V	540574	10339
V	540671	7319
V	540767	13207
V	540864	6469
V	540960	14768
V	541057	18467
V	541154	12245
V	541251	14787
V	541348	9846
V	541445	13435
V	541542	20026
V	541639	13294
V	541737	17017
V	541834	12675
V	541931	4046
V	542027	4632
V	542123	8741
V	542219	8788
V	542315	3539
V	542412	20683
V	542509	6581
V	542605	10428
V	542702	14628
V	542800	16626
V	542897	10515
V	542994	12034
V	543091	11330
V	543188	15796
V	543285	11085
V	543382	5202
V	543478	7900
V	543574	4804
V	543670	14096
V	543767	7963
V	543863	8003
V	543959	3761
V	544055	8751
V	544151	7663
V	544247	10208
V	544344	8205
V	544440	10352
V	544537	14637
V	544634	6997
V	544730	11280
V	544827	6881
V	544923	6582
V	545019	5989
V	545115	19954
V	545212	17803
V	545309	19275
V	545406	12450
V	545503	18171
V	545600	12313
V	545697	14801
V	545794	20479
V	545891	2749
V	545987	12978
V	546084	3734
V	546180	15083
V	546277	17690
V	546374	6547
V	546470	8854
V	546566	18244
V	546663	4656
V	546759	9403
V	546855	16092
V	546952	11056
V	547049	4410
V	547145	19894
V	547242	3302
V	547338	5843
V	547434	15610
V	547531	12748
V	547628	17127
V	547725	4912
V	547821	15290
V	547918	19939
V	548015	4239
V	548111	9756
V	548207	14741
V	548304	17926
V	548401	7529
V	548497	13145
V	548594	19341
V	548691	11117
V	548788	12986
V	548885	7331
V	548981	7073
V	549077	10690
V	549174	3319
V	549270	17010
V	549367	7804
V	549463	11509
V	549560	11026
V	549657	16676
V	549754	7135
V	549850	18548
V	549947	10908
V	550044	18847
V	550141	19951
V	550238	3231
V	550334	19604
V	550431	4378
V	550527	18091
V	550624	3477
V	550720	20274
V	550817	14587
V	550914	19542
V	551011	10456
V	551108	5720
V	551204	9524
V	551300	4959
V	551396	13332
V	551493	16689
V	551590	18313
V	551687	19594
V	551784	14378
V	551881	14669
V	551978	3472
V	552074	2620
V	552170	4735
V	552266	13503
V	552363	2479
V	552460	15525
V	552557	14956
V	552655	3274
V	552752	8014
V	552848	11100
V	552946	6512
V	553042	19161
V	553139	11656
V	553236	4732
V	553332	14525
V	553430	19891
V	553527	3111
V	553624	12833
V	553722	12129
V	553819	12056
V	553916	7781
V	554012	7750
V	554109	5190
V	554205	14761
V	554302	7896
V	554399	14740
V	554497	18022
V	554594	16651
V	554691	8997
V	554787	17692
V	554885	18400
V	554982	13227
V	555079	13566
V	555176	10800
V	555273	16680
V	555370	2667
V	555466	8138
V	555562	14534
V	555659	3280
V	555755	16883
V	555852	11744
V	555949	9679
V	556045	12164
V	556142	15627
V	556239	7291
V	556335	15966
V	556432	11991
V	556529	9053
V	556625	3068
V	556721	19933
V	556818	9933
V	556914	13379
V	557011	10185
V	557108	5949
V	557204	4558
V	557300	10597
V	557397	12844
V	557494	14092
V	557591	6551
V	557687	14242
V	557784	14161
V	557881	11868
V	557978	11559
V	558075	3529
V	558171	20551
V	558268	11946
V	558365	4630
V	558461	2607
V	558557	3460
V	558653	19879
V	558750	13328
V	558847	17207
V	558944	10642
V	559041	13851
V	559138	10693
V	559235	10462
V	559332	14316
V	559429	13865
V	559526	9357
V	559622	14848
V	559719	16039
V	559816	6904
V	559912	10246
V	560009	18338
V	560106	13296
V	560203	13281
V	560300	20543
V	560397	13415
V	560494	9390
V	560590	17118
V	560687	3172
V	560783	14553
V	560880	20607
V	560977	16094
V	561074	2736
V	561170	15119
V	561267	19417
V	561364	8012
V	561460	9334
V	561556	20036
V	561653	6888
V	561749	1739
V	561845	14910
V	561942	9905
V	562038	6969
V	562134	11147
V	562231	18945
V	562328	20197
V	562425	17102
V	562522	6670
V	562618	7761
V	562714	4318
V	562810	8322
V	562906	10511
V	563003	9310
V	563099	14181
V	563196	10764
V	563293	6378
V	563389	5967
V	563485	11161
V	563582	13460
V	563679	11460
V	563776	20228
V	563873	9277
V	563969	5324
V	564065	10132
V	564162	7181
V	564258	13622
V	564355	7320
V	564451	18547
V	564548	4571
V	564644	18692
V	564741	4685
V	564837	9224
V	564933	13402
V	565030	20722
V	565127	11438
V	565224	20559
V	565321	4920
V	565417	19935
V	565514	17900
V	565611	12767
V	565708	10844
V	565805	18609
V	565902	19338
V	565999	14051
V	566096	17184
V	566193	9019
V	566289	17297
V	566386	2826
V	566482	2450
V	566578	15873
V	566675	6284
V	566771	13044
V	566868	14044
V	566965	19860
V	567062	9309
V	567158	16274
V	567255	13060
V	567353	15208
V	567451	3042
V	567548	14847
V	567646	17737
V	567744	10070
V	567842	19260
V	567940	20599
V	568037	18149
V	568134	4170
V	568230	15259
V	568327	10964
V	568425	4243
V	568521	9322
V	568618	11792
V	568716	2616
V	568812	3078
V	568908	4295
V	569004	8062
V	569100	11021
V	569197	5180
V	569293	3259
V	569389	9991
V	569485	19312
V	569582	15998
V	569679	8935
V	569775	9629
V	569871	19521
V	569968	16022
V	570065	4897
V	570161	3055
V	570257	20419
V	570354	14223
V	570451	19177
V	570548	10180
V	570645	18230
V	570742	15783
V	570839	18703
V	570936	3810
V	571032	3230
V	571128	16585
V	571225	12817
V	571322	9133
V	571418	19077
V	571515	18825
V	571612	14718
V	571709	10506
V	571806	3774
V	571902	15320
V	571999	19010
V	572096	8383
V	572192	7247
V	572288	16334
V	572385	10217
V	572482	7483
V	572578	11694
V	572675	3248
V	572771	2586
V	572867	2827
V	572963	13931
V	573060	12176
V	573157	20182
V	573254	15200
V	573351	9352
V	573448	8582
V	573545	14751
V	573642	17275
V	573739	3222
V	573835	3606
V	573931	4597
V	574028	10139
V	574125	9733
V	574221	9632
V	574317	15074
V	574415	18656
V	574512	19905
V	574609	5031
V	574705	20467
V	574803	19968
V	574900	11947
V	574997	13123
V	575094	20660
V	575191	20015
V	575288	7695
V	575384	9017
V	575480	9490
V	575577	10072
V	575674	11798
V	575771	8841
V	575868	18499
V	575965	11396
V	576063	16046
V	576160	19453
V	576257	5706
V	576353	9282
V	576449	6327
V	576546	12671
V	576643	15830
V	576740	4537
V	576836	15755
V	576933	2398
V	577030	13178
V	577127	19960
V	577224	16875
V	577321	20661
V	577418	4496
V	577514	16767
V	577612	6541
V	577709	13250
V	577806	10771
V	577903	9757
V	577999	7137
V	578095	16640
V	578192	18621
V	578290	12719
V	578387	4990
V	578483	16416
V	578580	18058
V	578677	4058
V	578773	6306
V	578870	12074
V	578967	8696
V	579064	13886
V	579161	18681
V	579258	16978
V	579356	16273
V	579453	3212
V	579549	5837
V	579646	14728
V	579743	12087
V	579840	20085
V	579938	15937
V	580036	14346
V	580133	19774
V	580230	3263
V	580327	16507
V	580424	2567
V	580520	12496
V	580618	11850
V	580716	18382
V	580813	10206
V	580910	9080
V	581007	2449
V	581104	5107
V	581200	8475
V	581296	13676
V	581393	16665
V	581490	2696
V	581586	2509
V	581682	17122
V	581779	17367
V	581876	11534
V	581973	4304
V	582069	16544
V	582166	11319
V	582263	2589
V	582359	20073
V	582456	4419
V	582552	2558
V	582648	15698
V	582745	9511
V	582841	11118
V	582938	7910
V	583034	3860
V	583130	4916
V	583226	2674
V	583322	12530
V	583419	8678
V	583515	12543
V	583612	10345
V	583709	7086
V	583805	6033
V	583901	8472
V	583997	18076
V	584094	3772
V	584190	18757
V	584287	8327
V	584383	3563
V	584479	11003
V	584576	7507
V	584672	12221
V	584769	11618
V	584866	7478
V	584962	16164
V	585059	5568
V	585155	7417
V	585251	9172
V	585347	3744
V	585443	10468
V	585540	10559
V	585637	10297
V	585734	10336
V	585831	15686
V	585928	8148
V	586024	11951
V	586121	11087
V	586218	14183
V	586315	9111
V	586411	16547
V	586508	19190
V	586606	19411
V	586704	10337
V	586801	10269
V	586898	16826
V	586995	7794
V	587091	10500
V	587188	4449
V	587284	15028
V	587381	20001
V	587478	20516
V	587575	2741
V	587671	7975
V	587767	10331
V	587864	6760
V	587960	17725
V	588058	18304
V	588156	19834
V	588253	9529
V	588349	3147
V	588446	12946
V	588544	12271
V	588642	10907
V	588739	9682
V	588835	14080
V	588933	4062
V	589029	17470
V	589126	10378
V	589223	7555
V	589319	16047
V	589416	15207
V	589513	6113
V	589610	16356
V	589707	12411
V	589804	6681
V	589901	18738
V	589998	4137
V	590094	7819
V	590190	18470
V	590287	2426
V	590383	18297
V	590480	15145
V	590578	6544
V	590675	12970
V	590772	8484
V	590868	8037
V	590964	18205
V	591061	14532
V	591158	3550
V	591254	14665
V	591352	6489
V	591448	18386
V	591546	3215
V	591642	12203
V	591739	15620
V	591836	16896
V	591933	16283
V	592030	12182
V	592128	18722
V	592226	8644
V	592323	6300
V	592420	4623
V	592517	6167
V	592613	19163
V	592711	9904
V	592807	5115
V	592903	8883
V	593000	3376
V	593097	3848
V	593194	5921
V	593290	18432
V	593387	18546
V	593484	8999
V	593580	9930
V	593677	4693
V	593774	4956
V	593871	7080
V	593967	3627
V	594063	17304
V	594161	16573
V	594259	12003
V	594356	20123
V	594454	18880
V	594551	8382
V	594647	18117
V	594745	7428
V	594841	11778
V	594938	12227
V	595035	10349
V	595132	4181
V	595228	20367
V	595325	3681
V	595421	14506
V	595518	19418
V	595615	17310
V	595712	12505
V	595809	10375
V	595906	19122
V	596003	2560
V	596099	13889
V	596196	15502
V	596293	19280
V	596390	20100
V	596487	7884
V	596583	11698
V	596680	18211
V	596777	6768
V	596873	15377
V	596970	6880
V	597066	13787
V	597163	12207
V	597260	20363
V	597357	17892
V	597454	7976
V	597550	20299
V	597647	7395
V	597743	15576
V	597840	18129
V	597937	6629
V	598033	8266
V	598129	8791
V	598225	16437
V	598322	18011
V	598419	18975
V	598517	9413
V	598613	11013
V	598711	17006
V	598809	5559
V	598905	15940
V	599002	15798
V	599099	4351
V	599195	16362
V	599292	17360
V	599389	3645
V	599485	16488
V	599582	8440
V	599678	16300
V	599775	17649
V	599872	6665
V	599968	4926
V	600064	10934
V	600161	19328
V	600258	7498
V	600354	14487
V	600451	8797
V	600548	12386
V	600646	4203
V	600742	2518
V	600838	5895
V	600934	13422
V	601031	18787
V	601128	10968
V	601225	17620
V	601322	11334
V	601419	6752
V	601515	5372
V	601612	18408
V	601710	11461
V	601808	14972
V	601905	19793
V	602002	8048
V	602099	5394
V	602195	10254
V	602292	13806
V	602389	7866
V	602486	11403
V	602583	11032
V	602680	9566
V	602777	16309
V	602875	14536
V	602972	7156
V	603068	20259
V	603165	3980
V	603261	15432
V	603358	18402
V	603455	4141
V	603552	12247
V	603650	10361
V	603748	17749
V	603846	20482
V	603943	8932
V	604039	2995
V	604135	6779
V	604231	12256
V	604328	19937
V	604425	6027
V	604522	13583
V	604619	11271
V	604717	11037
V	604815	18973
V	604913	20478
V	605010	17440
V	605107	7355
V	605203	18335
V	605301	12152
V	605398	2625
V	605494	18343
V	605591	18084
V	605688	14511
V	605786	17959
V	605884	5221
V	605980	18574
V	606077	16080
V	606175	16725
V	606273	20365
V	606371	6892
V	606468	6341
V	606564	5040
V	606661	18869
V	606759	17657
V	606857	9945
V	606953	12072
V	607050	4617
V	607147	6441
V	607244	6272
V	607340	10388
V	607438	15097
V	607536	1740
V	607632	11173
V	607729	3348
V	607825	15605
V	607922	6467
V	608018	15572
V	608115	19022
V	608212	10784
V	608309	18539
V	608406	9686
V	608502	8881
V	608598	16636
V	608695	3205
V	608791	19123
V	608888	4878
V	608984	19632
V	609081	18924
V	609178	17515
V	609275	1741
V	609371	19678
V	609468	5070
V	609564	14897
V	609661	9258
V	609757	14951
V	609854	5851
V	609950	16700
V	610047	4984
V	610143	9439
V	610239	3395
V	610335	11264
V	610432	12140
V	610529	11472
V	610626	2954
V	610722	14743
V	610819	17015
V	610916	17904
V	611013	15007
V	611110	13494
V	611207	20349
V	611304	16535
V	611401	3845
V	611497	5232
V	611593	18947
V	611690	4450
V	611786	3683
V	611882	19753
V	611979	9469
V	612075	10198
V	612172	12062
V	612269	19911
V	612366	9647
V	612462	2626
V	612558	11492
V	612655	5558
V	612751	4809
V	612847	8962
V	612943	12222
V	613040	14419
V	613137	19385
V	613234	17616
V	613331	4966
V	613427	9893
V	613523	13833
V	613620	3564
V	613716	9505
V	613812	7907
V	613908	18195
V	614005	12476
V	614102	19132
V	614199	11463
V	614296	18269
V	614393	16999
V	614490	10689
V	614587	3037
V	614683	5193
V	614779	14576
V	614876	9952
V	614972	15707
V	615069	13104
V	615166	14341
V	615263	11420
V	615360	20105
V	615457	13738
V	615554	6302
V	615650	14446
V	615747	10415
V	615844	12842
V	615941	5798
V	616037	15047
V	616134	10313
V	616231	6491
V	616327	5761
V	616423	20603
V	616520	5898
V	616616	13673
V	616713	5969
V	616809	8211
V	616905	15758
V	617002	2409
V	617098	19671
V	617195	16269
V	617292	3516
V	617388	7730
V	617484	11498
V	617581	19126
V	617678	16209
V	617775	11150
V	617872	7537
V	617968	18299
V	618065	5021
V	618161	17194
V	618258	4507
V	618354	8290
V	618450	6195
V	618546	9624
V	618642	13303
V	618739	12849
V	618836	20723
V	618933	14276
V	619030	14479
V	619127	11556
V	619224	5877
V	619320	18676
V	619417	13541
V	619514	4838
V	619610	15321
V	619707	4223
V	619803	8089
V	619899	11453
V	619996	2739
V	620092	19423
V	620189	11878
V	620286	7357
V	620382	7568
V	620478	1742
V	620574	6422
V	620670	19322
V	620767	5369
V	620863	17317
V	620960	17142
V	621057	9463
V	621153	12392
V	621250	14217
V	621347	19218
V	621444	18189
V	621541	14410
V	621638	5488
V	621734	14275
V	621831	16591
V	621928	17201
V	622025	11360
V	622122	14997
V	622219	19331
V	622316	4559
V	622412	8495
V	622508	6606
V	622604	19799
V	622701	2905
V	622797	14890
V	622894	8597
V	622990	12721
V	623087	17380
V	623184	4471
V	623280	3033
V	623376	12790
V	623473	13729
V	623570	18646
V	623667	15396
V	623764	4731
V	623860	9773
V	623956	6688
V	624052	13736
V	624149	12647
V	624246	4483
V	624342	6305
V	624438	13626
V	624535	20697
V	624632	15131
V	624729	6987
V	624825	4803
V	624921	19639
V	625018	20302
V	625115	18095
V	625212	15464
V	625309	11452
V	625406	5587
V	625502	11099
V	625599	17221
V	625696	5199
V	625792	3241
V	625888	10474
V	625985	3545
V	626081	7668
V	626177	11141
V	626274	15419
V	626371	6121
V	626467	3134
V	626563	9559
V	626659	19846
V	626756	4812
V	626852	14447
V	626949	5258
V	627045	3876
V	627141	13035
V	627238	7574
V	627334	3518
V	627430	8017
V	627526	18752
V	627623	5466
V	627719	8461
V	627815	13272
V	627912	9385
V	628008	18682
V	628105	11045
V	628202	14399
V	628299	3300
V	628395	14822
V	628492	2414
V	628588	9950
V	628684	10906
V	628782	18600
V	628880	14962
V	628977	17783
V	629074	14820
V	629171	18036
V	629269	16466
V	629367	9113
V	629464	10858
V	629561	6750
V	629658	15581
V	629755	14678
V	629852	20691
V	629949	16323
V	630046	17938
V	630143	11919
V	630240	6424
V	630336	20390
V	630433	14385
V	630530	16004
V	630627	11439
V	630724	15664
V	630821	11883
V	630918	10314
V	631015	16064
V	631112	5041
V	631208	12099
V	631305	15736
V	631402	3513
V	631498	5820
V	631594	4576
V	631690	8851
V	631786	4350
V	631882	3105
V	631978	8925
V	632074	14440
V	632171	10659
V	632268	5222
V	632364	3375
V	632460	5477
V	632556	16381
V	632653	11149
V	632750	19621
V	632847	6891
V	632943	9777
V	633039	10529
V	633136	4391
V	633232	7406
V	633328	9233
V	633424	11608
V	633521	17817
V	633618	10947
V	633715	18520
V	633812	12551
V	633909	4830
V	634005	10305
V	634102	4958
V	634198	11180
V	634295	8116
V	634391	11261
V	634488	16936
V	634585	18540
V	634682	5086
V	634778	15517
V	634875	12916
V	634972	14607
V	635069	7707
V	635165	18660
V	635262	15428
V	635359	2751
V	635455	9288
V	635551	14835
V	635648	12073
V	635745	20319
V	635842	10045
V	635939	3714
V	636035	15414
V	636132	18923
V	636229	4066
V	636325	15588
V	636422	20364
V	636519	4741
V	636615	8875
V	636711	9442
V	636807	7198
V	636903	11899
V	637000	10680
V	637097	11024
V	637194	6575
V	637290	5549
V	637386	13463
V	637483	13836
V	637580	9714
V	637676	16132
V	637773	6197
V	637869	19512
V	637966	8538
V	638062	3234
V	638158	15848
V	638255	13196
V	638352	11865
V	638449	5608
V	638545	20381
V	638642	13153
V	638739	13707
V	638836	9872
V	638932	15837
V	639029	10187
V	639126	2508
V	639222	4485
V	639318	17136
V	639416	20033
V	639514	9024
V	639611	10836
V	639709	1743
V	639805	19089
V	639902	12035
V	640000	9301
V	640096	11476
V	640193	20704
V	640290	20600
V	640387	18991
V	640484	12567
V	640581	19231
V	640679	15187
V	640777	9446
V	640873	11888
V	640970	5444
V	641066	15695
V	641163	6809
V	641259	17432
V	641356	8667
V	641452	3840
V	641548	15016
V	641645	6251
V	641741	4306
V	641837	11710
V	641934	13262
V	642031	8278
V	642127	7816
V	642223	7012
V	642319	7822
V	642415	13277
V	642512	9589
V	642608	3063
V	642704	17002
V	642801	13901
V	642898	16041
V	642995	2979
V	643091	7119
V	643187	4814
V	643283	9395
V	643379	8937
V	643475	17929
V	643572	17665
V	643669	16662
V	643766	14629
V	643863	20552
V	643960	11394
V	644057	6057
V	644153	15333
V	644250	15754
V	644347	13671
V	644444	5264
V	644540	10303
V	644637	4097
V	644733	15148
V	644830	19505
V	644927	7039
V	645023	19244
V	645120	14104
V	645217	16874
V	645314	9805
V	645410	12170
V	645507	11518
V	645604	10913
V	645701	10607
V	645798	20276
V	645895	7271
V	645991	12419
V	646088	18511
V	646185	13986
V	646282	14228
V	646379	8818
V	646475	17886
V	646572	6021
V	646668	16032
V	646765	13687
V	646862	19223
V	646959	10109
V	647056	9405
V	647152	10018
V	647249	18739
V	647346	7552
V	647442	3200
V	647538	4534
V	647634	5775
V	647730	10901
V	647827	12596
V	647924	19892
V	648021	20557
V	648118	3998
V	648214	7765
V	648310	17995
V	648407	5171
V	648503	11719
V	648600	19609
V	648697	5024
V	648793	13013
V	648890	11311
V	648987	7624
V	649083	13249
V	649180	11657
V	649277	5151
V	649373	10077
V	649470	2623
V	649566	6449
V	649662	7865
V	649758	5234
V	649854	5594
V	649950	18373
V	650047	2502
V	650143	7465
V	650239	20269
V	650336	3969
V	650432	15175
V	650529	18753
V	650626	17369
V	650723	8720
V	650819	5831
V	650915	12881
V	651012	9753
V	651108	20389
V	651205	13372
V	651302	17091
V	651399	8651
V	651495	11517
V	651592	14146
V	651689	10789
V	651786	18478
V	651883	11355
V	651980	12899
V	652077	3090
V	652173	3178
V	652269	14125
V	652366	7103
V	652462	17333
V	652559	11372
V	652656	17703
V	652753	11929
V	652850	3199
V	652946	14502
V	653043	11197
V	653140	5825
V	653236	6865
V	653332	20131
V	653429	11459
V	653526	16435
V	653623	8172
V	653719	20453
V	653816	11164
V	653913	8793
V	654009	19784
V	654106	13175
V	654204	4389
V	654300	18389
V	654398	9108
V	654494	20769
V	654591	18514
V	654688	7411
V	654784	4345
V	654880	15286
V	654977	7010
V	655074	17784
V	655171	12515
V	655268	9723
V	655365	13396
V	655463	20093
V	655560	17937
V	655657	20103
V	655755	5100
V	655851	8179
V	655947	4111
V	656043	12353
V	656141	15049
V	656238	8777
V	656334	17764
V	656431	10759
V	656528	10606
V	656626	11511
V	656723	6230
V	656820	7255
V	656916	2929
V	657012	17410
V	657110	16669
V	657207	3442
V	657303	8722
V	657399	11233
V	657496	8416
V	657592	13936
V	657689	9825
V	657785	11702
V	657882	3216
V	657978	9094
V	658074	2730
V	658170	8262
V	658266	13129
V	658363	3341
V	658459	9625
V	658555	19039
V	658652	2452
V	658748	14212
V	658845	10391
V	658942	4594
V	659038	5690
V	659134	5398
V	659230	8123
V	659326	8926
V	659422	14406
V	659519	9074
V	659615	13971
V	659712	6651
V	659808	5461
V	659904	12612
V	660001	15510
V	660098	9868
V	660194	3186
V	660290	14730
V	660387	3796
V	660483	19874
V	660580	5215
V	660676	13713
V	660773	8305
V	660869	17866
V	660966	3209
V	661062	3753
V	661158	17152
V	661255	15863
V	661352	13101
V	661449	10622
V	661546	19744
V	661643	3731
V	661739	18014
V	661836	16307
V	661933	1744
V	662029	5689
V	662125	10074
V	662222	12236
V	662319	19826
V	662416	10838
V	662513	16754
V	662610	6674
V	662706	7130
V	662802	9542
V	662898	14901
V	662995	13809
V	663092	4753
V	663188	6342
V	663284	15369
V	663381	11497
V	663478	3519
V	663575	19405
V	663672	6691
V	663768	3541
V	663865	15655
V	663963	12504
V	664060	8189
V	664156	7444
V	664252	9643
V	664348	9022
V	664444	12185
V	664542	3404
V	664639	3775
V	664735	8284
V	664831	19438
V	664928	4564
V	665024	6180
V	665120	17903
V	665217	16838
V	665314	17944
V	665411	9762
V	665508	19883
V	665606	3124
V	665703	2413
V	665800	13165
V	665897	14377
V	665995	18685
V	666092	8394
V	666188	5117
V	666284	7626
V	666380	7738
V	666476	9191
V	666573	6234
V	666670	15020
V	666767	18585
V	666864	6555
V	666960	19083
V	667058	16511
V	667155	5667
V	667251	15593
V	667348	10019
V	667445	2494
V	667541	5731
V	667637	14454
V	667735	8700
V	667832	18702
V	667929	17366
V	668026	3249
V	668122	14874
V	668219	16210
V	668316	14690
V	668413	8971
V	668509	3664
V	668605	18785
V	668702	2847
V	668798	8556
V	668894	5148
V	668990	13850
V	669087	2556
V	669183	12761
V	669280	5334
V	669376	7283
V	669472	16062
V	669569	7667
V	669665	6563
V	669761	18728
V	669858	19807
V	669955	16976
V	670052	19767
V	670149	8481
V	670245	12279
V	670342	11082
V	670439	17727
V	670536	4516
V	670632	6102
V	670728	10182
V	670825	3888
V	670921	5955
V	671017	17055
V	671114	5784
V	671210	14307
V	671307	20410
V	671404	4684
V	671500	19658
V	671597	17493
V	671694	3912
V	671790	20201
V	671887	5816
V	671983	15570
V	672080	12649
V	672177	10454
V	672274	14490
V	672371	9956
V	672467	14272
V	672564	5891
V	672660	16624
V	672757	2472
