\P\	BillOfMaterialsID	ProductAssemblyID	ComponentID	StartDate	EndDate	UnitMeasureCode	BOMLevel	PerAssemblyQty	ModifiedDate\
V	58	757	948	2010-05-04 00:00:00		EA 	1	1.00	2010-04-20 00:00:00
V	2369	757	950	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2763	757	952	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	2587	757	995	2010-08-05 00:00:00	2010-10-04 00:00:00	EA 	1	2.00	2010-10-04 00:00:00
V	2358	757	995	2010-10-05 00:00:00		EA 	1	1.00	2010-09-21 00:00:00
V	135	758	518	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	1273	758	733	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1945	758	806	2010-06-19 00:00:00	2010-08-18 00:00:00	EA 	1	2.00	2010-08-18 00:00:00
V	1748	758	806	2010-08-19 00:00:00		EA 	1	1.00	2010-08-05 00:00:00
V	3070	758	812	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	1275	758	819	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1814	758	827	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	2127	758	894	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	3076	758	907	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	3073	758	939	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	1270	758	945	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	78	758	948	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	2401	758	950	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2785	758	952	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	2392	758	995	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	540	759	517	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2438	759	728	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	1297	759	806	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1296	759	811	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	2243	759	818	2010-07-08 00:00:00	2010-09-06 00:00:00	EA 	1	2.00	2010-09-06 00:00:00
V	2102	759	818	2010-09-07 00:00:00		EA 	1	1.00	2010-08-24 00:00:00
V	2146	759	826	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2130	759	894	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	498	759	907	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	1300	759	938	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1773	759	945	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	3344	759	948	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	2097	759	950	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	1079	759	952	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	880	759	952	2010-07-26 00:00:00		EA 	1	1.00	2010-07-12 00:00:00
V	2809	759	994	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	3133	760	517	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	1307	760	729	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1310	760	806	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1309	760	811	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	2112	760	818	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2475	760	826	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2462	760	894	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	506	760	907	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	1312	760	938	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1783	760	945	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	3353	760	948	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	2108	760	950	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	886	760	952	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	2813	760	994	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	542	761	517	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	510	761	730	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	1322	761	806	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1321	761	811	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	2118	761	818	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2149	761	826	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2133	761	894	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	513	761	907	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	1323	761	938	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1792	761	945	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	3360	761	948	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	2116	761	950	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	894	761	952	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	2821	761	994	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	534	762	517	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	1230	762	725	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1684	762	806	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	1682	762	811	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	2351	762	818	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2138	762	826	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2121	762	894	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	3031	762	907	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	1689	762	938	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	1226	762	945	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	273	762	948	2010-03-04 00:00:00	2010-05-03 00:00:00	EA 	1	2.00	2010-05-03 00:00:00
V	38	762	948	2010-05-04 00:00:00		EA 	1	1.00	2010-04-20 00:00:00
V	2337	762	950	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2740	762	952	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	806	762	994	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	3132	763	517	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	432	763	726	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	1718	763	806	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	1716	763	811	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	2382	763	818	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2471	763	826	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2457	763	894	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	3054	763	907	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	1723	763	938	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	1245	763	945	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	57	763	948	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	2368	763	950	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2762	763	952	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	1047	763	994	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	826	763	994	2010-07-26 00:00:00		EA 	1	1.00	2010-07-12 00:00:00
V	538	764	517	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	82	764	727	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	1747	764	806	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	1745	764	811	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	2601	764	818	2010-08-05 00:00:00	2010-10-04 00:00:00	EA 	1	2.00	2010-10-04 00:00:00
V	2413	764	818	2010-10-05 00:00:00		EA 	1	1.00	2010-09-21 00:00:00
V	2142	764	826	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2126	764	894	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	3075	764	907	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	1752	764	938	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	1269	764	945	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	77	764	948	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	2400	764	950	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2784	764	952	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	848	764	994	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1572	765	517	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1355	765	517	2010-08-09 00:00:00		EA 	1	1.00	2010-07-26 00:00:00
V	2437	765	722	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2440	765	806	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2439	765	811	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	884	765	818	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1109	765	826	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	923	765	826	2010-07-26 00:00:00		EA 	1	1.00	2010-07-12 00:00:00
V	911	765	894	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1301	765	907	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	2441	765	938	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2100	765	945	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	3092	765	948	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	1080	765	950	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	883	765	950	2010-07-26 00:00:00		EA 	1	1.00	2010-07-12 00:00:00
V	104	765	952	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	3340	765	994	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1827	766	517	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	1306	766	723	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	2447	766	806	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2446	766	811	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	889	766	818	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	2850	766	826	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	2839	766	894	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	1314	766	907	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	2448	766	938	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2111	766	945	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	3098	766	948	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	888	766	950	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	108	766	952	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	3348	766	994	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1573	767	517	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1356	767	517	2010-08-09 00:00:00		EA 	1	1.00	2010-07-26 00:00:00
V	740	767	724	2010-03-18 00:00:00	2010-05-17 00:00:00	EA 	1	2.00	2010-05-17 00:00:00
V	509	767	724	2010-05-18 00:00:00		EA 	1	1.00	2010-05-04 00:00:00
V	2453	767	806	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2452	767	811	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	896	767	818	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1111	767	826	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	924	767	826	2010-07-26 00:00:00		EA 	1	1.00	2010-07-12 00:00:00
V	912	767	894	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1324	767	907	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	2454	767	938	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2117	767	945	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	3105	767	948	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	895	767	950	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	110	767	952	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	3359	767	994	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1570	768	517	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1350	768	517	2010-08-09 00:00:00		EA 	1	1.00	2010-07-26 00:00:00
V	1229	768	736	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	2041	768	806	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2038	768	811	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2751	768	818	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	1105	768	826	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	917	768	826	2010-07-26 00:00:00		EA 	1	1.00	2010-07-12 00:00:00
V	902	768	894	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1693	768	907	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	2043	768	938	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2579	768	945	2010-08-05 00:00:00	2010-10-04 00:00:00	EA 	1	2.00	2010-10-04 00:00:00
V	2344	768	945	2010-10-05 00:00:00		EA 	1	1.00	2010-09-21 00:00:00
V	400	768	948	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2744	768	950	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	3251	768	952	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	32	768	994	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	1822	769	517	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	689	769	737	2010-03-18 00:00:00	2010-05-17 00:00:00	EA 	1	2.00	2010-05-17 00:00:00
V	431	769	737	2010-05-18 00:00:00		EA 	1	1.00	2010-05-04 00:00:00
V	2065	769	806	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2062	769	811	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2772	769	818	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	2845	769	826	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	2833	769	894	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	1728	769	907	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	2067	769	938	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2376	769	945	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	427	769	948	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2907	769	950	2010-09-15 00:00:00	2010-11-14 00:00:00	EA 	1	2.00	2010-11-14 00:00:00
V	2766	769	950	2010-11-15 00:00:00		EA 	1	1.00	2010-11-01 00:00:00
V	3285	769	952	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	49	769	994	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	1571	770	517	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1353	770	517	2010-08-09 00:00:00		EA 	1	1.00	2010-07-26 00:00:00
V	81	770	738	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	2083	770	806	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2080	770	811	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2793	770	818	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	1107	770	826	2010-05-26 00:00:00	2010-07-25 00:00:00	EA 	1	2.00	2010-07-25 00:00:00
V	921	770	826	2010-07-26 00:00:00		EA 	1	1.00	2010-07-12 00:00:00
V	909	770	894	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1947	770	907	2010-06-19 00:00:00	2010-08-18 00:00:00	EA 	1	2.00	2010-08-18 00:00:00
V	1757	770	907	2010-08-19 00:00:00		EA 	1	1.00	2010-08-05 00:00:00
V	2223	770	938	2010-07-08 00:00:00	2010-09-06 00:00:00	EA 	1	2.00	2010-09-06 00:00:00
V	2085	770	938	2010-09-07 00:00:00		EA 	1	1.00	2010-08-24 00:00:00
V	2408	770	945	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	458	770	948	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2788	770	950	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	3308	770	952	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	71	770	994	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	3128	771	516	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	3229	771	748	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	21	771	807	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	1495	771	810	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1212	771	810	2010-08-09 00:00:00		EA 	1	1.00	2010-07-26 00:00:00
V	378	771	817	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2468	771	825	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	1550	771	894	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1326	771	894	2010-08-09 00:00:00		EA 	1	1.00	2010-07-26 00:00:00
V	3242	771	907	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	804	771	937	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	3001	771	945	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	2008	771	948	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	2004	771	951	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	786	771	952	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1910	771	996	2010-06-19 00:00:00	2010-08-18 00:00:00	EA 	1	2.00	2010-08-18 00:00:00
V	1639	771	996	2010-08-19 00:00:00		EA 	1	1.00	2010-08-05 00:00:00
V	533	772	516	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	1676	772	739	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	3273	772	807	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1681	772	810	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	2350	772	817	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2137	772	825	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	1799	772	894	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	3277	772	907	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1688	772	937	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	403	772	945	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	814	772	948	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	396	772	951	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2335	772	952	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	3015	772	996	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	3131	773	516	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	3045	773	740	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	3297	773	807	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1936	773	810	2010-06-19 00:00:00	2010-08-18 00:00:00	EA 	1	2.00	2010-08-18 00:00:00
V	1715	773	810	2010-08-19 00:00:00		EA 	1	1.00	2010-08-05 00:00:00
V	2381	773	817	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2470	773	825	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	1553	773	894	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1330	773	894	2010-08-09 00:00:00		EA 	1	1.00	2010-07-26 00:00:00
V	3301	773	907	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1722	773	937	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	430	773	945	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	836	773	948	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	423	773	951	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2366	773	952	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	3035	773	996	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	537	774	516	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	3315	774	741	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	3321	774	807	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1744	774	810	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	2412	774	817	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2141	774	825	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	1803	774	894	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	3324	774	907	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	1751	774	937	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	461	774	945	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	855	774	948	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	454	774	951	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2398	774	952	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	3058	774	996	2010-12-15 00:00:00		EA 	1	1.00	2010-12-01 00:00:00
V	2151	775	516	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	795	775	747	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1496	775	807	2010-06-09 00:00:00	2010-08-08 00:00:00	EA 	1	2.00	2010-08-08 00:00:00
V	1214	775	807	2010-08-09 00:00:00		EA 	1	1.00	2010-07-26 00:00:00
V	2729	775	810	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	2316	775	817	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	3377	775	825	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	2827	775	894	2010-09-15 00:00:00		EA 	1	1.00	2010-09-01 00:00:00
V	1664	775	907	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	388	775	937	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2011	775	945	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	15	775	948	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	8	775	951	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	365	775	952	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	782	775	996	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	2481	776	516	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	2347	776	743	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	1687	776	807	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	821	776	810	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	3270	776	817	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	124	776	825	2010-03-04 00:00:00		EA 	1	1.00	2010-02-18 00:00:00
V	901	776	894	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	1692	776	907	2010-06-19 00:00:00		EA 	1	1.00	2010-06-05 00:00:00
V	825	776	937	2010-05-26 00:00:00		EA 	1	1.00	2010-05-12 00:00:00
V	2343	776	945	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	399	776	948	2010-03-18 00:00:00		EA 	1	1.00	2010-03-04 00:00:00
V	2340	776	951	2010-08-05 00:00:00		EA 	1	1.00	2010-07-22 00:00:00
V	3250	776	952	2010-12-23 00:00:00		EA 	1	1.00	2010-12-09 00:00:00
V	2206	776	996	2010-07-08 00:00:00	2010-09-06 00:00:00	EA 	1	2.00	2010-09-06 00:00:00
V	2026	776	996	2010-09-07 00:00:00		EA 	1	1.00	2010-08-24 00:00:00
V	2155	777	516	2010-07-08 00:00:00		EA 	1	1.00	2010-06-24 00:00:00
V	1249	777	744	2010-06-09 00:00:00		EA 	1	1.00	2010-05-26 00:00:00
V	1937	777	807	2010-06-19 00:00:00	2010-08-18 00:00:00	EA 	1	2.00	2010-08-18 00:00:00
