OpFlag	ProductID	StartDate	EndDate	StandardCost	ModifiedDate
V	928	2013-05-30 00:00:00		9.3463	2013-05-16 00:00:00
V	929	2013-05-30 00:00:00		11.2163	2013-05-16 00:00:00
V	930	2013-05-30 00:00:00		13.09	2013-05-16 00:00:00
V	931	2013-05-30 00:00:00		8.0373	2013-05-16 00:00:00
V	932	2013-05-30 00:00:00		9.3463	2013-05-16 00:00:00
V	933	2013-05-30 00:00:00		12.1924	2013-05-16 00:00:00
V	934	2013-05-30 00:00:00		10.8423	2013-05-16 00:00:00
V	935	2013-05-30 00:00:00		17.9776	2013-05-16 00:00:00
V	936	2013-05-30 00:00:00		27.568	2013-05-16 00:00:00
V	937	2013-05-30 00:00:00		35.9596	2013-05-16 00:00:00
V	938	2013-05-30 00:00:00		17.9776	2013-05-16 00:00:00
V	939	2013-05-30 00:00:00		27.568	2013-05-16 00:00:00
V	940	2013-05-30 00:00:00		35.9596	2013-05-16 00:00:00
V	941	2013-05-30 00:00:00		35.9596	2013-05-16 00:00:00
V	942	2013-05-30 00:00:00		199.3757	2013-05-16 00:00:00
V	943	2013-05-30 00:00:00		136.785	2013-05-16 00:00:00
V	944	2013-05-30 00:00:00		144.5938	2013-05-16 00:00:00
V	945	2013-05-30 00:00:00		40.6216	2013-05-16 00:00:00
V	946	2013-05-30 00:00:00		20.464	2013-05-16 00:00:00
V	947	2013-05-30 00:00:00		40.6571	2013-05-16 00:00:00
V	948	2013-05-30 00:00:00		47.286	2013-05-16 00:00:00
V	949	2013-05-30 00:00:00		77.9176	2013-05-16 00:00:00
V	950	2013-05-30 00:00:00		113.8816	2013-05-16 00:00:00
V	951	2013-05-30 00:00:00		179.8156	2013-05-16 00:00:00
V	952	2013-05-30 00:00:00		8.9866	2013-05-16 00:00:00
V	953	2013-05-30 00:00:00		755.1508	2013-05-16 00:00:00
V	954	2013-05-30 00:00:00		1481.9379	2013-05-16 00:00:00
V	955	2013-05-30 00:00:00		1481.9379	2013-05-16 00:00:00
V	956	2013-05-30 00:00:00		1481.9379	2013-05-16 00:00:00
V	957	2013-05-30 00:00:00		1481.9379	2013-05-16 00:00:00
V	958	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	959	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	960	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	961	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	962	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	963	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	964	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	965	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	966	2013-05-30 00:00:00		1481.9379	2013-05-16 00:00:00
V	967	2013-05-30 00:00:00		1481.9379	2013-05-16 00:00:00
V	968	2013-05-30 00:00:00		1481.9379	2013-05-16 00:00:00
V	969	2013-05-30 00:00:00		1481.9379	2013-05-16 00:00:00
V	970	2013-05-30 00:00:00		755.1508	2013-05-16 00:00:00
V	971	2013-05-30 00:00:00		755.1508	2013-05-16 00:00:00
V	972	2013-05-30 00:00:00		755.1508	2013-05-16 00:00:00
V	973	2013-05-30 00:00:00		1082.51	2013-05-16 00:00:00
V	974	2013-05-30 00:00:00		1082.51	2013-05-16 00:00:00
V	975	2013-05-30 00:00:00		1082.51	2013-05-16 00:00:00
V	976	2013-05-30 00:00:00		1082.51	2013-05-16 00:00:00
V	977	2013-05-30 00:00:00		343.6496	2013-05-16 00:00:00
V	978	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	979	2013-05-30 00:00:00		461.4448	2013-05-16 00:00:00
V	980	2013-05-30 00:00:00		419.7784	2013-05-16 00:00:00
V	981	2013-05-30 00:00:00		419.7784	2013-05-16 00:00:00
V	982	2013-05-30 00:00:00		419.7784	2013-05-16 00:00:00
V	983	2013-05-30 00:00:00		419.7784	2013-05-16 00:00:00
V	984	2013-05-30 00:00:00		308.2179	2013-05-16 00:00:00
V	985	2013-05-30 00:00:00		308.2179	2013-05-16 00:00:00
V	986	2013-05-30 00:00:00		308.2179	2013-05-16 00:00:00
V	987	2013-05-30 00:00:00		308.2179	2013-05-16 00:00:00
V	988	2013-05-30 00:00:00		308.2179	2013-05-16 00:00:00
V	989	2013-05-30 00:00:00		294.5797	2013-05-16 00:00:00
V	990	2013-05-30 00:00:00		294.5797	2013-05-16 00:00:00
V	991	2013-05-30 00:00:00		294.5797	2013-05-16 00:00:00
V	992	2013-05-30 00:00:00		294.5797	2013-05-16 00:00:00
V	993	2013-05-30 00:00:00		294.5797	2013-05-16 00:00:00
V	994	2013-05-30 00:00:00		23.9716	2013-05-16 00:00:00
V	995	2013-05-30 00:00:00		44.9506	2013-05-16 00:00:00
V	996	2013-05-30 00:00:00		53.9416	2013-05-16 00:00:00
V	997	2013-05-30 00:00:00		343.6496	2013-05-16 00:00:00
V	998	2013-05-30 00:00:00		343.6496	2013-05-16 00:00:00
V	999	2013-05-30 00:00:00		343.6496	2013-05-16 00:00:00
