\P\	Pos	SalesPersonID\
V	1610361	282
V	1610611	290
V	1610853	276
V	1611099	275
V	1611344	283
V	1611598	276
V	1611853	276
V	1691969	275
V	1692219	289
V	1692465	281
V	1692721	282
V	1692981	276
V	1693233	289
V	1693491	290
V	1693737	278
V	1693983	289
V	1694239	289
V	1694497	284
V	1694747	275
V	1694992	284
V	1695246	281
V	1695502	290
V	1695757	289
V	1696006	275
V	1696261	289
V	1696520	289
V	1696773	281
V	1697029	282
V	1697277	278
V	1697529	290
V	1697784	277
V	1698037	277
V	1698294	289
V	1698549	278
V	1698800	287
V	1699055	278
V	1699315	276
V	1699572	289
V	1699829	277
V	1700078	279
V	1700322	276
V	1700572	280
V	1700825	289
V	1701083	275
V	1701327	275
V	1701581	290
V	1701830	289
V	1702082	278
V	1702337	289
V	1702586	279
V	1702832	276
V	1703088	277
V	1703341	277
V	1703594	275
V	1703846	277
V	1704097	276
V	1704350	278
V	1704604	289
V	1704858	278
V	1705108	277
V	1705356	275
V	1705610	281
V	1705860	277
V	1706104	284
V	1706353	289
V	1706611	281
V	1706864	284
V	1707113	276
V	1707362	275
V	1707615	281
V	1707869	287
V	1708128	279
V	1708378	276
V	1708633	281
V	1708884	279
V	1709139	277
V	1709391	282
V	1709648	274
V	1709896	282
V	1710145	275
V	1710385	277
V	1710630	277
V	1710878	275
V	1711126	289
V	1711376	275
V	1711624	276
V	1711875	275
V	1712127	275
V	1712375	279
V	1712626	277
V	1712871	275
V	1713118	281
V	1713374	276
V	1713621	276
V	1713876	281
V	1714126	275
V	1714380	275
V	1714633	275
V	1714885	283
V	1715133	275
V	1715382	279
V	1715630	281
V	1715885	276
V	1716132	277
V	1716378	279
V	1716615	279
V	1716859	284
V	1717106	279
V	1717355	279
V	1793942	276
V	1794188	282
V	1794442	282
V	1794698	275
V	1794949	279
V	1795194	286
V	1795449	277
V	1795701	283
V	1795955	276
V	1796205	275
V	1796455	289
V	1796710	283
V	1796954	286
V	1797210	281
V	1797458	289
V	1797714	283
V	1797963	288
V	1798214	281
V	1798465	289
V	1798722	277
V	1798973	281
V	1799228	290
V	1799476	290
V	1799730	275
V	1799986	276
V	1800243	279
V	1800488	279
V	1800741	288
V	1800999	277
V	1801249	277
V	1801505	277
V	1801756	278
V	1802012	278
V	1802261	279
V	1802511	278
V	1802766	281
V	1803019	279
V	1803258	277
V	1803508	282
V	1803769	281
V	1804025	275
V	1804280	283
V	1804533	289
V	1804791	288
V	1805042	276
V	1805300	280
V	1805554	283
V	1805802	275
V	1806051	289
V	1806307	281
V	1806565	289
V	1806826	281
V	1807075	286
V	1807328	282
V	1807582	284
V	1807828	279
V	1808081	284
V	1808335	281
V	1808587	277
V	1808841	277
V	1809085	275
V	1809331	282
V	1809588	275
V	1809835	284
V	1810088	284
V	1810342	279
V	1810597	280
V	1810852	277
V	1811100	286
V	1811358	276
V	1811614	286
V	1811869	275
V	1812123	281
V	1812379	288
V	1812633	289
V	1812887	277
V	1813137	279
V	1813384	275
V	1813630	289
V	1813889	288
V	1814142	279
V	1814387	283
V	1814631	284
V	1814875	276
V	1815127	288
V	1815367	276
V	1815617	290
V	1815872	288
V	1816131	287
V	1816383	288
V	1816636	288
V	1816887	286
V	1817140	286
V	1817389	279
V	1817628	288
V	1939293	277
V	1939546	289
V	1939795	279
V	1940046	289
V	1940298	288
V	1940548	290
V	1940800	288
V	1941050	278
V	1941299	289
V	1941556	289
V	1941810	279
V	1942061	289
V	1942313	278
V	1942570	278
V	1942828	279
V	1943077	276
V	1943328	276
V	1943576	290
V	1943825	277
V	1944068	286
V	1944325	283
V	1944582	284
V	1944829	275
V	1945074	275
V	1945327	276
V	1945582	275
V	1945835	277
V	1946085	279
V	1946335	277
V	1946586	275
V	1946840	276
V	1947097	276
V	1947353	284
V	1947602	290
V	1947853	277
V	1948101	284
V	1948357	289
V	1948605	283
V	1948854	290
V	1949107	281
V	1949357	275
V	1949606	290
V	1949852	290
V	1950106	290
V	1950358	290
V	1950615	290
V	1950862	287
V	1951109	282
V	1951354	290
V	1951612	289
V	1951866	277
V	1952117	290
V	1952370	277
V	1952616	286
V	1952864	276
V	1953121	279
V	1953369	277
V	1953617	277
V	1953872	275
V	1954121	288
V	1954377	288
V	1954636	290
V	1954890	288
V	1955146	278
V	1955396	278
V	1955655	289
V	1955901	289
V	1956151	279
V	1956399	279
V	1956643	279
V	1956895	288
V	1957154	277
V	1957406	282
V	1957663	276
V	1957911	283
V	1958158	289
V	1958409	288
V	1958658	282
V	1958903	278
V	1959159	277
V	1959411	282
V	1959669	289
V	1959925	281
V	1960180	290
V	1960431	279
V	1960686	277
V	1960939	275
V	1961188	277
V	1961435	278
V	1961678	279
V	1961931	289
V	1962185	277
V	1962423	276
V	1962683	277
V	1962933	282
V	1963188	274
V	1963445	282
V	1963693	282
V	1963937	280
V	1964193	277
V	1964445	278
V	1964701	283
V	1964945	289
V	1965201	277
V	1965449	281
V	1965701	277
V	1965943	284
V	1966185	276
V	1966434	279
V	1966679	284
V	1966928	290
V	1967170	283
V	1967419	290
V	1967665	286
V	1967915	288
V	1968167	286
V	1968421	275
V	1968671	275
V	1968919	275
V	1969173	277
V	1969425	287
V	1969674	282
V	1969927	276
V	1970173	286
V	1970431	287
V	1970689	279
V	1970938	288
V	1971190	289
V	1971447	282
V	1971700	282
V	1971953	281
V	1972202	276
V	1972459	282
V	1972720	279
V	1972974	275
V	1973227	283
V	1973481	281
V	1973733	276
V	1973988	281
V	1974242	274
V	1974500	279
V	1974750	289
V	1975009	276
V	1975261	286
V	1975515	288
V	1975772	275
V	1976026	287
V	1976284	284
V	1976536	278
V	1976793	286
V	1977044	277
V	1977282	281
V	1977536	278
V	1977790	276
V	1978040	276
V	1978296	274
V	1978542	278
V	1978796	276
V	1979046	276
V	1979299	289
V	1979557	289
V	1979808	279
V	1980057	279
V	1980309	279
V	1980549	275
V	1980802	275
V	1981053	290
V	1981307	290
V	1981564	284
V	1981811	277
V	1982064	287
V	1982317	277
V	1982565	283
V	1982810	279
V	1983059	284
V	1983304	277
V	1983547	275
V	1983795	279
V	1984037	288
V	1984282	282
V	1984533	286
V	1984781	286
V	1985031	275
V	1985274	279
V	1985522	286
V	1985781	282
V	2351416	284
V	2351663	280
V	2351916	282
V	2352166	281
V	2352421	282
V	2352681	289
V	2352938	283
V	2353192	282
V	2353454	276
V	2353710	276
V	2353965	287
V	2354212	288
V	2354460	289
V	2354713	289
V	2354969	274
V	2355228	275
V	2355476	284
V	2355726	286
V	2355983	284
V	2356237	276
V	2356494	277
V	2356746	282
V	2357006	276
V	2357259	279
V	2357510	290
V	2357765	276
V	2358020	278
V	2358275	290
V	2358531	290
V	2358774	275
V	2359029	289
V	2359277	289
V	2359529	278
V	2359787	289
V	2360045	285
V	2360303	289
V	2360557	284
V	2360804	278
V	2361048	275
V	2361298	281
V	2361547	276
V	2361792	285
V	2362051	281
V	2362306	290
V	2362550	282
V	2362803	276
V	2363057	290
V	2363313	286
V	2363567	277
V	2363817	281
V	2364074	279
V	2364322	285
V	2364579	289
V	2364834	288
V	2365085	288
V	2365343	277
V	2365601	289
V	2365854	278
V	2366112	278
V	2366363	278
V	2366623	282
V	2366874	287
V	2367133	289
V	2367391	283
V	2367646	276
V	2367886	288
V	2368134	275
V	2368376	280
V	2368630	287
V	2368878	288
V	2369131	288
V	2369383	283
V	2369631	290
V	2369878	279
V	2370131	290
V	2370383	275
V	2370636	289
V	2370891	289
V	2371143	289
V	2371388	277
V	2371641	276
V	2371896	286
V	2372145	281
V	2372400	277
V	2372653	289
V	2372915	289
V	2373174	277
V	2373420	281
V	2373675	281
V	2373929	279
V	2374180	286
V	2374438	278
V	2374693	289
V	2374939	289
V	2375191	289
V	2375445	281
V	2375701	284
V	2375951	275
V	2376204	275
V	2376446	276
V	2376701	279
V	2376955	281
V	2377206	278
V	2377454	285
V	2377705	286
V	2377957	277
V	2378207	286
V	2378458	289
V	2378710	290
V	2378956	277
V	2379206	275
V	2379458	282
V	2379717	279
V	2379971	277
V	2380210	286
V	2380466	286
V	2380722	277
V	2380974	279
V	2381222	284
V	2381474	277
V	2381727	284
V	2381980	278
V	2382230	282
V	2382490	282
V	2382743	279
V	2382990	280
V	2383244	282
V	2383502	276
V	2383753	286
V	2384003	281
V	2384259	288
V	2384511	276
V	2384764	275
V	2385017	283
V	2385265	277
V	2385513	276
V	2385762	275
V	2386010	285
V	2386253	276
V	2386500	275
V	2386754	275
V	2387001	275
V	2387249	288
V	2387499	285
V	2387749	279
V	2387998	276
V	2388239	289
V	2388488	276
V	2388739	275
V	2388985	289
V	2389238	276
V	2389481	275
V	2389725	284
V	2389971	288
V	2390223	283
V	2390477	276
V	2390732	281
V	2390985	288
V	2391237	288
V	2391487	281
V	2391733	275
V	2391981	275
V	2392228	284
V	2392482	275
V	2392732	288
V	2392989	275
V	2393241	283
V	2393483	274
V	2393733	286
V	2393984	277
V	2394231	275
V	2394488	279
V	2394729	284
V	2394976	282
V	2395228	279
V	2395476	275
V	2769346	279
V	2769600	276
V	2769846	282
V	2770101	288
V	2770343	275
V	2770593	277
V	2770846	286
V	2771096	283
V	2771351	275
V	2771599	289
V	2771854	286
V	2772108	289
V	2772365	283
V	2772609	281
V	2772860	277
V	2773112	276
V	2773363	290
V	2773613	281
V	2773870	290
V	2774126	279
V	2774379	288
V	2774641	279
V	2774887	276
V	2775142	275
V	2775398	286
V	2775652	277
V	2775904	277
V	2776155	277
V	2776409	278
V	2776657	278
V	2776911	281
V	2777168	281
V	2777418	278
V	2777670	279
V	2777916	282
V	2778177	283
V	2778429	282
V	2778681	276
V	2778931	288
V	2779182	284
V	2779423	287
V	2779670	289
V	2779928	276
V	2780183	280
V	2780437	283
V	2780685	279
V	2780928	289
V	2781187	279
V	2781431	281
V	2781690	289
V	2781947	283
V	2782194	276
V	2782441	284
V	2782690	289
V	2782948	282
V	2783202	283
V	2783445	281
V	2783689	284
V	2783941	279
V	2784180	288
V	2784434	277
V	2784687	284
V	2784938	275
V	2785184	289
V	2785442	274
V	2785689	280
V	2785942	286
V	2786198	277
V	2786450	277
V	2786701	275
V	2786954	279
V	2787198	288
V	2787451	288
V	2787702	286
V	2787957	289
V	2788209	288
V	2788466	275
V	2788713	290
V	2788969	288
V	2789217	279
V	2789466	275
V	2789715	276
V	2789966	288
V	2790203	290
V	2790447	283
V	2790691	275
V	2790936	288
V	2791189	288
V	2791440	281
V	2791693	282
V	2791949	276
V	2792203	284
V	2792456	286
V	2792707	286
V	2792959	279
V	2793212	277
V	2793459	277
V	2793702	279
V	2793954	288
V	3184991	289
V	3185244	282
V	3185489	277
V	3185743	278
V	3185992	279
V	3186240	282
V	3186494	289
V	3186750	288
V	3187000	289
V	3187247	289
V	3187500	278
V	3187756	278
V	3188014	276
V	3188262	284
V	3188507	279
V	3188756	290
V	3189005	276
V	3189256	283
V	3189509	284
V	3189757	286
V	3190012	276
V	3190255	275
V	3190507	281
V	3190758	276
V	3191012	275
V	3191267	277
V	3191517	279
V	3191766	277
V	3192014	275
V	3192266	276
V	3192522	290
V	3192772	283
V	3193021	284
V	3193275	276
V	3193529	289
V	3193775	290
V	3194016	281
V	3194263	290
V	3194511	290
V	3194763	275
V	3195008	290
V	3195257	290
V	3195516	290
V	3195770	287
V	3196024	289
V	3196280	287
V	3196532	285
V	3196785	277
V	3197035	290
V	3197290	276
V	3197546	277
V	3197792	279
V	3198041	277
V	3198296	288
V	3198551	288
V	3198810	290
V	3199063	288
V	3199318	278
V	3199574	278
V	3199822	279
V	3200069	289
V	3200315	279
V	3200567	286
V	3200825	277
V	3201076	276
V	3201323	288
V	3201569	289
V	3201822	282
V	3202080	279
V	3202329	278
V	3202584	282
V	3202841	278
V	3203089	281
V	3203343	290
V	3203593	277
V	3203843	279
V	3204097	279
V	3204341	284
V	3204581	277
V	3204830	278
V	3205074	289
V	3205331	290
V	3205585	289
V	3205836	289
V	3206086	278
V	3206342	277
V	3206592	280
V	3206848	289
V	3207100	277
V	3207349	277
V	3207592	278
V	3207846	279
V	3208097	276
V	3208356	277
V	3208605	279
V	3208856	279
V	3209101	284
V	3209350	283
V	3209598	274
V	3209846	277
V	3210091	275
V	3210341	277
V	3210584	282
V	3210834	275
V	3211078	277
V	3211318	279
V	3211569	290
V	3211818	289
V	3212074	276
V	3212329	278
V	3212584	277
V	3212830	276
V	3213079	277
V	3213330	279
V	3213580	286
V	3213836	275
V	3214089	277
V	3214333	283
V	3214584	281
V	3214835	288
V	3215092	288
V	3215347	275
V	3215600	284
V	3215849	274
V	3216103	275
V	3216353	276
V	3216606	276
V	3216856	277
V	3217097	277
V	3217350	276
V	3217597	290
V	3217852	276
V	3218107	275
V	3218357	277
V	3218599	286
V	3218851	275
V	3219100	279
V	3219351	290
V	3219607	283
V	3219854	278
V	3220107	276
V	3220355	289
V	3220613	278
V	3220867	288
V	3221119	281
V	3221372	279
V	3221621	289
V	3221873	284
V	3222124	289
V	3222379	279
V	3222630	283
V	3222873	277
V	3223122	275
V	3223364	282
V	3223606	284
V	3223848	275
V	3224101	275
V	3224345	283
V	3224593	286
V	3224846	281
V	3225096	275
V	3225344	275
V	3225592	279
V	3225837	281
V	3226084	287
V	3226335	282
V	3226587	282
V	3226841	282
V	3227100	290
V	3227344	288
V	3227580	282
V	3227830	282
V	3228083	287
V	3228339	276
V	3228596	286
V	3228851	289
V	3229107	286
V	3229358	279
V	3229606	284
V	3627918	288
V	3628164	277
V	3628408	283
V	3628654	282
V	3628915	281
V	3629168	276
V	3629425	287
V	3629686	276
V	3629938	283
V	3630191	289
V	3630447	290
V	3630692	289
V	3630946	289
V	3631203	285
V	3631460	284
V	3631712	284
V	3631959	289
V	3632219	276
V	3632476	282
V	3632734	277
V	3632986	286
V	3633246	275
V	3633486	279
V	3633738	278
V	3633996	290
V	3634250	290
V	3634505	275
V	3634759	289
V	3635012	289
V	3635270	286
V	3635528	278
V	3635786	284
V	3636033	286
V	3636292	281
V	3636541	290
V	3636786	276
V	3637038	289
V	3637292	278
V	3637542	281
V	3637795	282
V	3638045	276
V	3638295	290
V	3638549	277
V	3638803	277
V	3639053	281
V	3639311	286
V	3639565	286
V	3639821	289
V	3640076	277
V	3640331	288
V	3640589	288
V	3640842	278
V	3641092	279
V	3641337	289
V	3641591	278
V	3641850	278
V	3642109	289
V	3642366	282
V	3642626	282
V	3642882	283
V	3643136	280
V	3643387	280
V	3643640	275
V	3643883	288
V	3644140	283
V	3644387	288
V	3644634	287
V	3644884	290
V	3645132	275
V	3645385	279
V	3645639	289
V	3645895	289
V	3646142	277
V	3646395	276
V	3646649	277
V	3646903	281
V	3647154	278
V	3647410	281
V	3647664	289
V	3647924	289
V	3648184	281
V	3648440	289
V	3648689	276
V	3648944	278
V	3649198	275
V	3649443	279
V	3649694	276
V	3649945	279
V	3650195	289
V	3650450	276
V	3650702	281
V	3650950	279
V	3651204	289
V	3651451	281
V	3651707	275
V	3651961	286
V	3652209	275
V	3652455	284
V	3652704	290
V	3652944	286
V	3653198	278
V	3653448	289
V	3653704	286
V	3653956	275
V	3654197	277
V	3654444	277
V	3654692	282
V	3654949	275
V	3655190	284
V	3655445	275
V	3655698	277
V	3655949	275
V	3656201	281
V	3656453	275
V	3656701	276
V	3656954	276
V	3657201	286
V	3657456	283
V	3657703	288
V	3657955	280
V	3658209	278
V	3658460	276
V	3658715	279
V	3658964	275
V	3659211	276
V	3659461	275
V	3659712	288
V	3659970	281
V	3660225	276
V	3660470	283
V	3660723	277
V	3660971	288
V	3661221	276
V	3661465	279
V	3661713	275
V	3661960	289
V	3662210	288
V	3662462	277
V	3662706	275
V	3662958	275
V	3663206	289
V	3663458	289
V	3663706	287
V	3663959	285
V	3664211	276
V	3664455	288
V	3664697	282
V	3664948	276
V	3665197	284
V	3665442	275
V	3665688	288
V	3665937	288
V	3666187	281
V	3666435	282
V	3666685	277
V	3666926	275
V	3667174	275
V	3667425	284
V	3667675	283
V	3667920	276
V	3668169	286
V	3668414	282
V	3668673	287
V	3668931	284
V	3669178	284
V	3669429	286
V	3669685	275
V	3669939	279
V	3670183	279
V	3670431	279
V	3670684	286
V	3670933	279
V	3671182	277
V	3671434	277
V	3671687	279
V	3671936	279
V	4161924	275
V	4162173	282
V	4162427	288
V	4162679	289
V	4162934	276
V	4163184	289
V	4163444	285
V	4163699	277
V	4163950	283
V	4164205	283
V	4164446	281
V	4164703	283
V	4164948	289
V	4165204	283
V	4165445	276
V	4165700	275
V	4165954	288
V	4166214	277
V	4166460	277
V	4166703	275
V	4166957	282
V	4167210	283
V	4167460	289
V	4167717	288
V	4167973	287
V	4168221	280
V	4168475	274
V	4168730	275
V	4168978	283
V	4169226	274
V	4169469	289
V	4169722	279
V	4169967	275
V	4170209	283
V	4170458	286
V	4170713	277
V	4170966	276
V	4171221	281
V	4171477	281
V	4171728	284
V	4171977	282
V	4172232	278
V	4172487	290
V	4172742	279
V	4172995	276
V	4173245	277
V	4173498	281
V	4173744	275
V	4173993	289
V	4174249	277
V	4174497	277
V	4174749	286
V	4175005	286
V	4175253	281
V	4175509	279
V	4175763	282
V	4176024	279
V	4176276	290
V	4176520	278
V	4176778	279
V	4177016	277
V	4177266	286
V	4177524	281
V	4177775	286
V	4178027	282
V	4178283	277
V	4178533	277
V	4178786	284
V	4179037	288
V	4179288	281
V	4179542	280
V	4179796	285
V	4180045	290
V	4180293	275
V	4180538	289
V	4180797	288
V	4181053	289
V	4181305	275
V	4181552	288
V	4181801	276
V	4182048	288
V	4182301	276
V	4182552	284
V	4182794	279
V	4183043	290
V	4183299	279
V	4183543	283
V	4183788	275
V	4184027	288
V	4184278	288
V	4184536	275
V	4184788	288
V	4185038	284
V	4185289	284
V	4185540	281
V	4185788	278
V	4617800	289
V	4618049	289
V	4618299	289
V	4618549	277
V	4618802	279
V	4619054	277
V	4619303	282
V	4619556	278
V	4619807	289
V	4620064	290
V	4620318	279
V	4620567	276
V	4620824	289
V	4621083	280
V	4621338	278
V	4621590	277
V	4621839	278
V	4622096	277
V	4622341	289
V	4622596	289
V	4622846	278
V	4623105	278
V	4623359	284
V	4623601	276
V	4623846	279
V	4624094	286
V	4624351	276
V	4624602	277
V	4624842	284
V	4625088	283
V	4625343	276
V	4625589	279
V	4625838	275
V	4626090	290
V	4626341	289
V	4626593	276
V	4626849	284
V	4627103	276
V	4627358	284
V	4627606	284
V	4627854	281
V	4628100	287
V	4628350	275
V	4628595	277
V	4628844	286
V	4629098	277
V	4629346	288
V	4629603	277
V	4629855	288
V	4630104	289
V	4630355	282
V	4630611	288
V	4630868	288
V	4631118	287
V	4631376	289
V	4631632	277
V	4631882	278
V	4632134	289
V	4632392	278
V	4632646	290
V	4632897	281
V	4633150	279
V	4633402	277
V	4633654	275
V	4633903	277
V	4634144	279
V	4634394	282
V	4634646	275
V	4634891	290
V	4635138	279
V	4635386	277
V	4635631	277
V	4635881	281
V	4636131	277
V	4636378	275
V	4636630	290
V	4636881	283
V	4637129	278
V	4637380	283
V	4637627	277
V	4637876	277
V	4638129	275
V	4638382	276
V	4638635	285
V	4638889	290
V	4639148	275
V	4639392	288
V	4639643	289
V	4639894	290
V	4640148	290
V	4640400	290
V	4640654	288
V	4640910	276
V	4641164	276
V	4641419	288
V	4641678	276
V	4641923	290
V	4642178	290
V	4642429	282
V	4642687	277
V	4642935	279
V	4643182	277
V	4643422	286
V	4643677	290
V	4643926	284
V	4644180	286
V	4644437	277
V	4644678	286
V	4644927	279
V	4645176	287
V	4645422	288
V	4645678	282
V	4645929	277
V	4646171	288
V	4646427	279
V	4646671	279
V	4646918	289
V	4647172	278
V	4647429	279
V	4647671	278
V	4647927	281
V	4648179	282
V	4648437	287
V	4648689	275
V	4648938	286
V	4649191	279
V	4649443	279
V	4649694	283
V	4649944	279
V	4650185	284
V	4650434	282
V	4650684	275
V	4650936	275
V	4651187	282
V	4651437	287
V	4651695	282
V	4651947	286
V	4652201	276
V	4652456	275
V	4652703	279
V	4652947	288
V	4653198	276
V	4653448	275
V	4653701	281
V	4653954	277
V	4654200	283
V	4654444	289
V	4654703	289
V	4654954	284
V	4655203	278
V	4655458	279
V	4655707	276
V	4655957	290
V	4656207	283
V	4656447	277
V	4656689	276
V	4656931	284
V	4657171	276
V	4657420	284
V	4657664	277
V	4657916	275
V	4658167	279
V	4658420	290
V	4658674	276
V	4658930	290
V	4659186	275
V	4659438	277
V	4659682	283
V	4659927	281
V	4660179	281
V	4660427	289
V	4660683	276
V	4660940	286
V	4661192	279
V	4661443	288
V	5081005	288
V	5081251	282
V	5095476	277
V	5095730	277
V	5095975	282
V	5096234	281
V	5096489	289
V	5096746	276
V	5097002	282
V	5097263	283
V	5097514	276
V	5097765	281
V	5098015	278
V	5098268	289
V	5098528	289
V	5098787	279
V	5099037	289
V	5099283	281
V	5099539	281
V	5099793	289
V	5100039	284
V	5100289	289
V	5100543	286
V	5100799	289
V	5101057	289
V	5101315	284
V	5101567	276
V	5101822	282
V	5102082	277
V	5102335	276
V	5102583	281
V	5102832	276
V	5103083	286
V	5103340	281
V	5103597	276
V	5103851	289
V	5104103	290
V	5104346	289
V	5104597	289
V	5104855	278
V	5105110	286
V	5105362	286
V	5105620	278
V	5105870	276
V	5106118	277
V	5106371	277
V	5106624	286
V	5106876	289
V	5107130	289
V	5107379	280
V	5107631	280
V	5107885	287
V	5108138	288
V	5108392	283
V	5108640	288
V	5108881	275
V	5109133	289
V	5109389	279
V	5109643	290
V	5109891	276
V	5110145	277
V	5110396	284
V	5110640	283
V	5110884	290
V	5111135	282
V	5111380	275
V	5111632	289
V	5111888	278
V	5112140	278
V	5112398	275
V	5112644	279
V	5112895	275
V	5113148	286
V	5113399	275
V	5113638	282
V	5113895	284
V	5114140	290
V	5114392	275
V	5114638	288
V	5114895	279
V	5115145	284
V	5115387	278
V	5115636	275
V	5115890	290
V	5116138	283
V	5116392	278
V	5116652	277
V	5116903	277
V	5117158	289
V	5117414	281
V	5117658	289
V	5117908	286
V	5118163	279
V	5118417	278
V	5118671	276
V	5118927	277
V	5119178	279
V	5119426	286
V	5119685	279
V	5119938	279
V	5120186	286
V	5120443	278
V	5120694	281
V	5120949	290
V	5121204	282
V	5121454	284
V	5121703	276
V	5121951	277
V	5122199	281
V	5122449	279
V	5122696	288
V	5122944	276
V	5123197	277
V	5123440	280
V	5123693	289
V	5123948	279
V	5124191	275
V	5124430	288
V	5124687	284
V	5124936	281
V	5125192	283
V	5125439	282
V	5125697	279
V	5125938	286
V	5126195	286
V	5126443	286
V	5126693	277
V	5126942	275
V	5127191	283
V	5127443	276
V	5127689	288
V	5127946	275
V	5128197	282
V	5128455	279
V	5128703	289
V	5128952	276
V	5129203	290
V	5129452	276
V	5129697	279
V	5129946	276
V	5130187	289
V	5130439	275
V	5130686	288
V	5130940	276
V	5131191	274
V	5131439	288
V	5131687	284
V	5131933	288
V	5132181	274
V	5132420	276
V	5132668	275
V	5132915	275
V	5133156	277
V	5133395	276
V	5133649	281
V	5133898	288
V	5134146	275
V	5134398	281
V	5134647	277
V	5134893	275
V	5135141	275
V	5135392	275
V	5135641	284
V	5135895	275
V	5136141	275
V	5136389	275
V	5136640	283
V	5136882	286
V	5137134	286
V	5137386	282
V	5137639	282
V	5137890	277
V	5138134	284
V	5138382	286
V	5138631	288
V	5577099	287
V	5577353	288
V	5577601	279
V	5590661	282
V	5590915	275
V	5591163	277
V	5591416	286
V	5591669	283
V	5591917	283
V	5592171	275
V	5592420	289
V	5592677	283
V	5592922	289
V	5593180	277
V	5593431	289
V	5593688	276
V	5593939	281
V	5594195	290
V	5594441	290
V	5594695	274
V	5594948	288
V	5595208	276
V	5595463	275
V	5595719	279
V	5595961	277
V	5596214	277
V	5596460	277
V	5596714	278
V	5596964	274
V	5597222	281
V	5597478	278
V	5597731	282
V	5597993	281
V	5598244	277
V	5598486	275
V	5598740	282
V	5598994	283
V	5599245	289
V	5599503	288
V	5599747	280
V	5600002	276
V	5600259	275
V	5600507	283
V	5600750	276
V	5600993	289
V	5601250	279
V	5601495	289
V	5601755	281
V	5602014	286
V	5602270	281
V	5602514	282
V	5602768	284
V	5603016	283
V	5603261	281
V	5603513	286
V	5603768	279
V	5604014	277
V	5604266	284
V	5604515	289
V	5604774	286
V	5605031	275
V	5605276	289
V	5605528	275
V	5605780	284
V	5606033	280
V	5606286	288
V	5606539	288
V	5606799	281
V	5607055	275
V	5607298	277
V	5607551	288
V	5607800	288
V	5608053	275
V	5608299	279
V	5608546	277
V	5608794	288
V	5609050	283
V	5609291	276
V	5609541	276
V	5609792	284
V	5610034	290
V	5610282	290
V	5610538	279
V	5610782	279
V	5611025	286
V	5611283	282
V	5611540	286
V	5611789	286
V	5612038	284
V	5612289	276
V	5612544	279
V	5612797	279
V	5613052	277
V	5613298	288
V	6070784	288
V	6071035	288
V	6089318	289
V	6089573	278
V	6089818	289
V	6090073	282
V	6090323	277
V	6090577	279
V	6090829	282
V	6091081	278
V	6091332	289
V	6091590	289
V	6091838	278
V	6092098	289
V	6092352	278
V	6092611	277
V	6092856	279
V	6093106	290
V	6093356	279
V	6093605	284
V	6093852	276
V	6094101	283
V	6094356	276
V	6094608	286
V	6094865	281
V	6095116	275
V	6095370	276
V	6095623	275
V	6095875	290
V	6096127	277
V	6096375	276
V	6096631	275
V	6096885	279
V	6097133	284
V	6097381	284
V	6097635	276
V	6097891	284
V	6098135	275
V	6098379	281
V	6098627	290
V	6098879	290
V	6099124	290
V	6099376	290
V	6099629	290
V	6099881	290
V	6100128	289
V	6100379	290
V	6100637	288
V	6100890	290
V	6101142	290
V	6101396	290
V	6101651	277
V	6101888	286
V	6102139	277
V	6102384	276
V	6102639	277
V	6102893	279
V	6103145	288
V	6103405	288
V	6103660	289
V	6103914	290
V	6104167	278
V	6104426	286
V	6104684	277
V	6104937	279
V	6105189	279
V	6105438	276
V	6105684	288
V	6105941	289
V	6106191	282
V	6106450	288
V	6106700	283
V	6106944	279
V	6107186	278
V	6107442	282
V	6107700	277
V	6107947	275
V	6108190	290
V	6108440	279
V	6108693	281
V	6108947	277
V	6109199	275
V	6109447	289
V	6109697	282
V	6109951	276
V	6110209	277
V	6110456	277
V	6110705	279
V	6110955	280
V	6111207	277
V	6111456	290
V	6111706	289
V	6111963	278
V	6112221	277
V	6112472	277
V	6112721	278
V	6112978	278
V	6113232	284
V	6113480	279
V	6113729	275
V	6113974	283
V	6114223	283
V	6114469	277
V	6114715	278
V	6114969	286
V	6115223	275
V	6115468	277
V	6115720	290
V	6115965	275
V	6116214	279
V	6116459	282
V	6116707	282
V	6116959	277
V	6117205	284
V	6117452	275
V	6117705	279
V	6117952	276
V	6118208	288
V	6118465	276
V	6118715	290
V	6118964	277
V	6119208	284
V	6119465	281
V	6119717	279
V	6119964	288
V	6120222	275
V	6120467	279
V	6120717	276
V	6120967	275
V	6121221	286
V	6121471	281
V	6121721	279
V	6121975	279
V	6122219	289
V	6122479	283
V	6122731	278
V	6122986	277
V	6123228	283
V	6123474	284
V	6123725	277
V	6123977	281
V	6124229	274
V	6124481	283
V	6124730	284
V	6124972	290
V	6125227	276
V	6125481	279
V	6125735	277
V	6125977	290
V	6126235	275
V	6126488	289
V	6126740	278
V	6126994	276
V	6127245	289
V	6127504	278
V	6127760	289
V	6128017	282
V	6128268	277
V	6128520	274
V	6128774	276
V	6129024	277
V	6129264	289
V	6129510	275
V	6129759	286
V	6130017	287
V	6130267	281
V	6130516	285
V	6130767	282
V	6131021	282
V	6131271	288
V	6131523	282
V	6131773	282
V	6132032	276
V	6132278	289
V	6132537	276
V	6132792	277
V	6133038	282
V	6133296	285
V	6133552	279
V	6133800	288
V	6630738	288
V	6630986	276
V	6650219	284
V	6650465	282
V	6650711	283
V	6650958	277
V	6651203	274
